,리뷰,메뉴
397,역시 배달도빠르고 맛있어요,"순살 데리야끼/1,생맥주 1000cc/2"
398,너무 맛있어요 항상 ㅎㅎ 매번 감사드립니다,"후라이드 치킨/1(맛 선택(후라이드＋양념)),핫뽀끼/1,생맥주 1000cc/1"
399,다먹음... 순살치킨이라 파 추가해서 먹으니깐 더 개꿀띠 3가지맛으로 먹음 치킨 진짜바삭 매콤 장 안 좋은분들 아침에 화장실가면 불나요 ㅋㅋㅋ 감튀 JMT 사진못찍어서 아쉽다요 다음에는 뼈 있는 치킨 시킬예정 또 시켜먹을꺼임 그냥 여기꺼 시켜드세요 ㅋㅋㅋ,"핫순살 치킨/1(사이드메뉴 추가(파소스 추가),맛 선택(후라이드＋양념)),파 추가/1"
400,맛있게 잘 먹었어요,순살 치킨/1(맛 선택(후라이드＋양념))
401,아주 굿이에염 맛나여!!,핫순살 치킨/1(맛 선택(후라이드 한마리))
402,맛있습ㄴ디~~~!~!,순살 치킨/1(맛 선택(후라이드 한마리))
403,뻐르고 맛있고친절요,"순살 치킨/1(맛 선택(후라이드 한마리),사이드메뉴 추가(간장소스 추가))"
404,맛은있었는데 가격대비 양이좀아쉬웠습니당ㅜㅜㅜㅜ,"순살강정치킨/1(매운맛 선택(순한맛),사이드메뉴 추가(콜라 사이즈 업))"
405,늘 맛나요 ❤️ 국물소스에 라면사리 넣어서 먹으면 세젤맛,"핫바베큐/1(매운맛 선택(매운맛)),무 추가/1"
406,진짜너무맛있었고 양념이 좀 매콤한데 그래서 더 좋았어요,후라이드 치킨/1(맛 선택(후라이드＋양념))
407,맛있어욤~~ ㅋㅋㅋㅋㅋㅋㅋㅋ,후라이드 치킨/1(맛 선택(후라이드＋양념))
408,자담치킨 역시 ㅅㅅㅅ 핫후라이드 추천,핫후라이드 치킨/1(맛 선택(후라이드＋양념))
409,양이 살짝 줄은 것같은.느낌적인 느낌 맛은 여전히 좋아요~,"순살 치킨/1(맛 선택(후라이드 한마리)),생맥주 1000cc/1"
410,바삭바삭 맛있어요~,"순살 치킨/1(맛 선택(후라이드＋양념),사이드메뉴 추가(사이다 사이즈 업))"
411,일인일닭하는 집입니당 맛나요,핫후라이드 치킨/1(맛 선택(후라이드 한마리))
412,매번 시켜먹는 곳인데 배달도 빠르고 맛있어요^^ 감자튀김도 듬뿍주셔서 아이가 좋아해요 항상 양념반 후라이드반 순살로 주문합니다,순살 치킨/1(맛 선택(후라이드＋양념))
413,후라이즈로 시켰는데 잘못 배달이 왔지만 잘 먹었네요,순살 치킨/1(맛 선택(후라이드 한마리))
414,맛있게먹었습니다 앞으로 자주애용할것같아요~,"순살 치킨/1(맛 선택(후라이드＋양념),사이드메뉴 추가(콜라 사이즈 업))"
415,믿고 먹는 자담 치킨은 자담입니다,후라이드 치킨/1(맛 선택(후라이드＋양념))
416,괜찮네요 ㅎㅎ 맜있엇어요 ㅎㄹ,"순살 치킨/1(맛 선택(후라이드＋간장),사이드메뉴 추가(사이다 사이즈 업))"
417,맛있어요! 새벽에 시켜서인지 배달도 예상시간의 절반도 안되는 시간에 도착했어요. 여자 혼자 먹기 엄청 많아서 총 3번 나눠서 먹었는데도 배 터질것 같아요.,순살 치킨/1(맛 선택(후라이드＋간장))
418,배달만 빼면 괜찮았어요,핫순살 치킨/1(맛 선택(후라이드 한마리))
419,퍽퍽살 없어서 맛있어요~~,핫순살 치킨/1(맛 선택(후라이드 한마리))
420,맛있어요~!항상시켜먹는집,"순살 치킨/1(맛 선택(후라이드 한마리),사이드메뉴 추가(간장소스 추가))"
421,양도 많고 굉장히 맛있었어요!,순살 치킨/1(맛 선택(간장＋마늘))
422,늘 시켜먹긴하는데 시키는것만시켰는데 간장도 맛잇네요 센스잇게 따로 양념주시고 짱입니다,핫순살 치킨/1(맛 선택(후라이드＋간장))
423,와우~ 엄청나게 빠른 배달 감사합니다~~ 맛은 항상 보장이져~~,순살 치킨/1(맛 선택(후라이드 한마리))
424,배달예상시간보다 빠르고 맛도 쵝오였어요,순살파닭후라이드/1
425,마싯어요~~새벽 세시에 늦은시간에도 배달감사합니다.,"핫후라이드 치킨/1(사이드메뉴 추가(마늘소스 추가),맛 선택(후라이드 한마리))"
426,맛있습니다 ㅋㅋㅋㅋㅋ,순살 치킨/1(맛 선택(후라이드＋간장))
427,후라이드를 다먹어서..양념사진만..... 너무 맛있어요ㅠㅠ 사장님 배달 늦는다고 전화도 주시고 친절하시네요 맛도 기가막히고 역시 치킨은 자담이죠!,핫순살 치킨/1(맛 선택(후라이드＋양념))
428,맛있어서 자주시켜먹는 곳,핫후라이드 치킨/1(맛 선택(후라이드 한마리))
429,자담은 역시 양념이 맛있네요,순살 치킨/1(맛 선택(양념＋허니버터))
430,배달은 좀 늦었고 늦은 시간에 시켜서 그런지 조금 눅눅했어요 ...,핫후라이드 치킨/1(맛 선택(후라이드 한마리))
431,이전에 먹었던 맛이랑 좀 많이 변한듯 싶어요.. 다음에 기회되면 한번 더 시켜 먹어봐야겠어요.. 이번엔 별로~~~~,후라이드 치킨/1(맛 선택(후라이드＋양념))
432,맛있고 양 많아요 맛도 깔끔하고 좋아요,순살 치킨/1(맛 선택(간장＋마늘))
433,매콤하니 정말 맛있게먹었습니다,윙봉치킨/1
434,항상 맛있게 잘 먹었습니다,"후라이드 치킨/1(맛 선택(후라이드＋마늘)),후라이드 치킨/1(맛 선택(간장 한마리))"
435,맛잇어요ㅎㅎ괜찮아요,핫순살 치킨/1(맛 선택(후라이드＋양념))
436,빠르고 맛있고 친절합니다~~,순살 치킨/1(맛 선택(후라이드＋간장))
437,맛있게 잘먹었습니다 :),핫순살 치킨/1(맛 선택(후라이드＋양념))
438,기름 때문에 좀 느끼했어요 자담 제가 먹었던데랑 좀 틀리네요.,"후라이드 치킨/1(맛 선택(후라이드 한마리)),처음처럼/1,생맥주 1000cc/1"
439,배달이 밀렷지만 맛잇엇습니다. 원래 이제 감자튀김은 안주나요??,후라이드 치킨/1(맛 선택(후라이드＋양념))
440,치킨이바사바삭하고 닭에서냄새도안나고맛있네요 빨리배달해주셔서그런지 금방튀긴것처럼따뜻하게 잘먹었습니다 담번에도맛있는치킨부탁드려요,"후라이드 치킨/1(맛 선택(후라이드＋양념)),처음처럼/1,생맥주 1000cc/1"
441,"믿고 시키는 자담입니다ㅎㅎ 매번 보드람 먹는데, 바삭한 치킨 먹고 싶을때 한번씩 시킵니다ㅎㅎ 신선해서 닭가슴살도 쫄깃해요~~ 추천합니다!","핫후라이드 치킨/1(맛 선택(후라이드 한마리)),생맥주 1000cc/2"
442,인기가 많다보니 배달이 느린거같아요,"핫순살 치킨/1(사이드메뉴 추가(매운양념소스 추가),맛 선택(후라이드 한마리))"
443,맛있고 배달도 빨라졌네영,핫후라이드 치킨/1(맛 선택(후라이드 한마리))
444,고기도 맛있고 파고 신선해요,구운 순살파닭/1
445,빨리 오고 감자튀김이랑 치킨도 맛나요 >< 또 시켜먹을게요,순살 치킨/1(맛 선택(후라이드＋양념))
446,맛있어요 후라이드도 고소하구요,순살 치킨/1(맛 선택(후라이드＋양념))
447,맛은 있는데 가격에 비해 양이 적은거 같습니다,"핫바베큐/1(매운맛 선택(매운맛)),참이슬/2"
448,치킨이 오질않았는데 왜 배달완료가뜨나요?,"후라이드 치킨/1(사이드메뉴 추가(마늘소스 추가)),생맥주 1000cc/2"
449,치킨 맛있고 배달도 빠르고 좋네요.,순살 치킨/1(맛 선택(간장＋양념))
450,여태 먹어본 치킨중에서 먹다 배줄러서 다음날 아침에 머식은상태에서도 맛있는 순살치킨은 이번이 처음이었다,"순살 치킨/1(맛 선택(후라이드 한마리),사이드메뉴 추가(마늘소스 추가))"
451,빠르고 양도 많고 엄청 매콤해요 짱!!!,핫후라이드 치킨/1(맛 선택(후라이드 한마리))
452,늦은시긴까지 맛있게 배달해주셨음,"순살강정치킨/1(매운맛 선택(순한맛)),순살파닭후라이드/1"
453,여긴 양념이 맛있네요 후라이드는 느끼해서;,후라이드 치킨/1(맛 선택(후라이드＋양념))
454,항상 멀리까지 배달와주셔서 감사감사^^77,핫후라이드 치킨/1(맛 선택(후라이드 한마리))
455,항상시켜먹는데 맛있습니다,순살 데리야끼/1
456,맛있었고 바로 뜨거워서 바로 튀긴둣했습니다!!,"핫후라이드 치킨/1(사이드메뉴 추가(콜라 사이즈 업),맛 선택(후라이드 한마리))"
457,같이들어있었던 감자튀김도 너무 맛있었고 소스도 독특했었요.잘먹었습니다,순살파닭후라이드/1
458,역시 치킨옆 감자도 맛있었어요,"순살 데리야끼/1(사이드메뉴 추가(콜라 사이즈 업)),생맥주 1000cc/2"
459,조금일반적인맛같으나 맛있어요,핫후라이드 치킨/1(맛 선택(후라이드 한마리))
460,항상 잘 먹고있습니다,순살 치킨/1(맛 선택(후라이드＋간장))
461,머리카락 나와서 다시해주셨어요 배달빠르고 맛은평범 양은살짝 적어요 대신 감자튀김있어서 안주로는 좋네요 친절하시고배달빠릅니다,"핫순살 치킨/1(사이드메뉴 추가(양념소스 추가,간장소스 추가),맛 선택(후라이드 한마리))"
462,좋아요 ㅋㅋㅋㅋㅋㅋㅋ,순살 치킨/1(맛 선택(후라이드＋간장))
463,맛있어요! 양념+후라이드 시켰는데 간장+후라이드가 왔네요 ㅠㅠ 어쨌뜬 맛있게 먹겠습니다 🥰,후라이드 치킨/1(맛 선택(후라이드＋양념))
464,배달도 빠르구 맛있었어용!!! 벨누르고 그냥 가달라는 요청사항도 잘 들어주시고.. 짱짱!,"핫후라이드 치킨/1(사이드메뉴 추가(콜라 사이즈 업),맛 선택(후라이드 한마리))"
465,잘먹었습니 다,"후라이드 치킨/1(맛 선택(후라이드＋양념)),생맥주 1000cc/1"
466,그저그렇네요 다른메뉴시켜봐야겟어요ㅎ,"순살 핫바베큐/1(매운맛 선택(덜매운맛),사이드메뉴 추가(콜라 사이즈 업))"
467,맛있게 잘먹었습니다,순살 치킨/1(맛 선택(간장＋양념))
468,맛있는데 양은 예전보다 줄어든것 같아요ㅠㅠ,핫순살 치킨/1(맛 선택(후라이드 한마리))
469,자담치킨 시켜먹어본 체인점 중에서는 가장 별로였어요..,핫후라이드 치킨/1(맛 선택(후라이드 한마리))
470,맛도 괜찮고 양도 적당했는데 머리카락이 나와서 비위가 상하네요ㅜㅜ,"3반 간장/1,치즈 웨지감자/1,코카콜라 1.25L/1"
471,신생브랜드치고 맛있어서 자주 시켜먹었는데 8시에 주문했는데 1시간20분뒤인 9시20분쯤왔어요...치킨도 다 식어서.. 그래도 괜찮아요 앞으론 잘부탁드려요ㅠ,핫순살 치킨/1(맛 선택(후라이드＋양념))
472,바삭하니 맛있네요ㅎ,후라이드 치킨/1(맛 선택(후라이드＋양념))
473,후라이드 정말 맛있어요,"후라이드 치킨/1(사이드메뉴 추가(양념소스 추가),맛 선택(후라이드 한마리))"
474,늘 먹던 핫후라이드라 너무 맛있었어요! 근데 튀김옷에서 얇은 머리카락이 나와서ㅠㅠㅠ 이부분은 버렸네용...,"핫후라이드 치킨/1(사이드메뉴 추가(사이다 사이즈 업),맛 선택(후라이드 한마리))"
475,튀김은 좀 두꺼운편인데 그래도 맛있었어요! 양도 좋구여! 치킨먹고싶다하면 늘 시키는곳입니다 :) 근데 매일 배달이 늦어요 기본 1시간이네요..,후라이드 치킨/1
476,먹고 먹고 또 먹고!!,핫순살 치킨/1(맛 선택(후라이드 한마리))
477,여긴 저의 인생치킨입니다...,핫순살 치킨/1(맛 선택(후라이드 한마리))
478,맛있었습니다.리뷰를 10자이상 적으래요.,"순살강정치킨/1(매운맛 선택(매운맛),사이드메뉴 추가(콜라 사이즈 업,허니버터 추가))"
479,마시쑈용 여기서만 먹어야징,핫후라이드 치킨/1(맛 선택(후라이드 한마리))
480,맛있고 양도 많았어요,"순살파닭후라이드/1(사이드메뉴 추가(콜라 사이즈 업,허니버터 추가,파소스 추가))"
481,늦은 시간에 주문했는데 친절히 제 시간에 배달해 주셔서 감사했습니다.,후라이드 치킨/1
482,너무맛있어요ㅎㅎㅎㅎ,핫순살 치킨/1(맛 선택(양념 한마리))
483,처음 시켜봤는데 양도 많고 맛있었어요,순살 치킨/1(맛 선택(후라이드＋양념))
484,프랜차이즈가 아니지만 존맛,핫후라이드 치킨/1(맛 선택(후라이드 한마리))
485,"평소에 육즙도 풍부하고 치킨무도 맛있고 배달도 빨리되어서 즐겨먹었는데...오늘은 배달도 느리고 치킨은 평소보다 건조하고 맛이 덜하네요. 그래서 별 한개 뺐어요...사장님, 무슨 일이 생기셨나요? 이유가 있다면 좀 알려주세요...","후라이드 치킨/1,치즈 웨지감자/1"
486,고기 색이 좀 오래된 것 같이 갈색이었어요~ 하얀 순살이 아니라... 기름 깨끗하고 맛있다고 해서 시켰는데 ... 실망했오요,"핫순살 치킨/1(사이드메뉴 추가(양념소스 추가),맛 선택(후라이드 한마리))"
487,맛있었는데 기름진부분이 많이 있네요,"순살 치킨/1(맛 선택(후라이드＋마늘),사이드메뉴 추가(매운양념소스 추가))"
488,깨끗하고 맛이 좋아요..,핫후라이드 치킨/1(맛 선택(후라이드 한마리))
489,맛있게 잘 먹었네요,"후라이드 치킨/1(맛 선택(마늘 한마리)),핫후라이드 치킨/1(맛 선택(후라이드 한마리))"
490,양 많고 맛있어용!,핫후라이드 치킨/1(맛 선택(후라이드 한마리))
491,넘나맛나유 근데 허겁지겁 먹다 체함ㅜ,"후라이드 치킨/1(사이드메뉴 추가(사이다 사이즈 업),맛 선택(후라이드 한마리,후라이드＋마늘))"
492,아니 배달비도 따로 천원받으면서 왜 배달시간이 이렇게 늦어요? 치킨도 안왔는데 배달완료라고 뜨고 진짜 웃기는 배짱 장사네 ㅡㅡ 기분나빠서 시켜먹겠냐고요,순살 치킨/1(맛 선택(후라이드＋양념))
493,맛있어요멋있어요맛있어요,핫후라이드 치킨/1(맛 선택(후라이드 한마리))
494,별로에요 양도 적고 튀김옷도 두꺼워요 후기만큼은 아니네요,"3반 간장/1,메가 크런치/1"
495,항상 배달시켜 먹는곳입니다. 맛있고 배달도. 빠르고 좋아요,핫순살 치킨/1(맛 선택(후라이드 한마리))
496,자담 첨 시켜봤는데 배달도 50분 안돼서 오고 한 마리인데 양도 많고 진짜 맛있어서 놀랐어요 앞으로 자주 먹을 거 같아용,핫후라이드 치킨/1(맛 선택(양념 한마리))
497,리뷰를 보고 너무 기대했나봐요. ㅠㅠ 반죽에 특색이 좀 있었고 그냥 적당한 맛이었습니다. 그래서 별 하나만 뺐어요.,후라이드 치킨/1(맛 선택(후라이드＋양념))
498,양많고 맛있어요~~,"핫순살 치킨/1(맛 선택(후라이드＋간장)),코카콜라 1.25L/1"
499,핫후라이드 굳굳요.,핫후라이드 치킨/1(맛 선택(후라이드＋양념))
500,넘마시써영 ㅠㅠ 배달도 빨랐어요 짱짱,핫후라이드 치킨/1(맛 선택(후라이드 한마리))
501,양념이 진짜 너무너무 맛있어요 치킨 먹으면 자담만 먹어요 ! 핫뽀기 그냥 떡강정 맛이여서 사이드로 먹기 좋았어요 나중에 다른거 더 시켜보려구요,"순살 치킨/1(맛 선택(양념 한마리)),핫뽀끼/1"
502,순살반반시켰는데 맛이좋네요,핫순살 치킨/1(맛 선택(후라이드＋양념))
503,항상 시켜먹어요 진짜 너무 맛있음 ㅠㅠㅠ,구운 순살파닭/1(사이드메뉴 추가(간장소스 추가))
504,치킨은 자담치킨이 진리 ~~ 고급진 치킨은 자담치킨 ~~,순살파닭후라이드/1
505,맛있어요^^ 치킨무가 다른데랑 달라서 더 맛있게 먹었어요^^,후라이드 치킨/1(맛 선택(후라이드＋양념))
506,자주 시켜 먹어요!! 배달도 빠르고 !! 근디 오늘 양념 추가한게 안 왔어요 사장님 ㅎㅎ,"후라이드 치킨/1(사이드메뉴 추가(매운양념소스 추가)),생맥주 1000cc/1"
507,제가 크런치를 좋아해서 주문했는데 양도많고 아삭아삭 맛도 좋고 색깔은 어찌나 깔끔한지 포장 열어보고 기분이 너무 좋았어요 더 감사한건 닥스훈트 두마리 키워서 짖을까봐 문앞에 두고 가시라는 좀 예의없는 부탁을 드려 죄송했는데 친절하게 문자까지 보내주시고 사장님 배달하시는분 모두 감사합니다. 2019년도 잘부탁드립니다.,"핫순살 치킨/1(맛 선택(후라이드 한마리)),메가 크런치/1"
508,바삭하고 양도 많고 감자튀김까지 있어서 좋아요,"순살 치킨/1(맛 선택(후라이드 한마리),사이드메뉴 추가(콜라 사이즈 업))"
509,순살후라이드는 먹을만했는데 양념매운맛구이는 거진 다 버렸네요 무슨맛인지 실망이예요ㅠ,"순살 치킨/1(맛 선택(후라이드 한마리)),윙봉치킨/1"
510,맛있게 잘먹고있었는데 털하나가 나왔네요..실망입니다..,순살강정치킨/1(매운맛 선택(순한맛))
511,치즈웨지감자 처음 시켜봤는데 원래 눅눅하게 오는건가요?ㅠㅠ 치킨은 여전히 맛있었어요~!,"핫후라이드 치킨/1(맛 선택(후라이드 한마리)),치즈 웨지감자/1"
512,맛있어요. 다음에 또 시켜 먹을 듯,3반 허니/1(사이드메뉴 추가(콜라 사이즈 업))
513,항상 배달 예상시간보다 일찍 오시는 것 같아요! 기름도 깨끗한 거 쓰시는지 감자튀김 색이 너무 고와서 사진까지 찍었네요ㅋㅋ(보정X) 앞으로도 꾸준히 시켜먹을게요ㅎㅎ,"순살 치킨/1(맛 선택(후라이드 한마리),사이드메뉴 추가(콜라 사이즈 업,무 추가))"
514,정말 맛있습니다. 리뷰처음 씁니다. 그정도로 훌륭합니다.,"핫순살 치킨/1(맛 선택(후라이드 한마리)),생맥주 1000cc/1"
515,아주좋아요요요...,순살파닭후라이드/1
516,그냥 맛있음 배달분 늘 친절하고,"순살 치킨/1(맛 선택(후라이드＋간장),사이드메뉴 추가(양념소스 추가))"
517,아이랑 먹기 좋았어요,후라이드 치킨/1(맛 선택(후라이드＋간장))
518,아이들이 감자튀김과 같이오는거 좋아해서 종종 배달시켜먹어요 맛있어요~,"순살 치킨/1(맛 선택(후라이드 한마리)),코카콜라 1.25L/1"
519,여기혁명임 진짜마싯눈맛,순살 핫바베큐/1(매운맛 선택(덜매운맛))
520,동네에이런곳있음좋저,크리미 순살 양파치킨/1
521,핫.후라이드 자담치킨이 역시 최고네요 매콤함도 너무 좋고 무엇보가 좋은 닭 쓰는게 느껴져서 좋아요,"핫후라이드 치킨/1(맛 선택(후라이드 한마리)),메가 크런치/1"
522,맛있어요 꿀맛 아주 아주 강추합니다,순살 치킨/1(맛 선택(간장＋양념))
523,오늘따라 더 맛있네영 짱짱~~,핫후라이드 치킨/1(맛 선택(후라이드 한마리))
524,핫후라이드.. 너무 매웠어요 ㅠ,핫후라이드 치킨/1(맛 선택(후라이드＋양념))
525,부드러워서 진짜 맛있어요,순살 데리야끼/1
526,저번에맛있게먹었는대 이번거는 좀 느끼하더라고요 몇조각먹고 못먹었네요.,순살 치킨/1(맛 선택(후라이드＋양념))
527,진짜 자담치킨 최고......어쩜 이런맛이 나죵😍,"순살 치킨/1(맛 선택(후라이드＋양념),사이드메뉴 추가(콜라 사이즈 업))"
528,순살 맛있어요 여긴 치킨무도 진짜 맛있어요,"순살 치킨/1(맛 선택(후라이드＋허니버터),사이드메뉴 추가(무 추가)),메가 크런치/1,사이다 1.25L/1"
529,솔직히 큰기대는 안 했는데 맛있음. 항상프렌차이즈만 시켜먹었었는데 흔해빠진 맛이랑 다름,후라이드 치킨/1(맛 선택(양념＋허니버터))
530,잘먹었습니다~~~~~~~~,후라이드 치킨/1(사이드메뉴 추가(콜라 사이즈 업))
531,치킨이 많이 바삭했어요 맛있게 먹었어요,후라이드 치킨/1(맛 선택(후라이드＋간장))
532,잘먹었습니다 감사요,순살 치킨/1(맛 선택(후라이드＋양념))
533,기름이 많고 배달이느려요,핫후라이드 치킨/1(맛 선택(후라이드＋양념))
534,맛있어요. 늦은 시간이라 배달은 좀 시간이 걸렸지만 따뜻해서 먹기 좋았어요,후라이드 치킨/1
535,맛있게 잘 먹었습니다 뜨거운 상태로 올만큼 빠르고 배달원분이 친절하네요^^,후라이드 치킨/1(맛 선택(후라이드＋양념))
536,평소보다 배달이 늦긴했지만.. 맛있어요,순살 치킨/1(맛 선택(후라이드＋간장))
537,"솔직히 말하면 전 비브랜드 별로 안좋아해서 시키고싶지 않았는데.. 새벽 3시에 연 치킨집이 몇군데 없어서(있는것도 신기한거지만) 그중에 리뷰들 비교하고 사진들 꼼꼼히 보고 해서 시킨건데 저 새벽에 먹다가 깜짝놀랐자나요.... 너므 맛있어서... ㅠㅠㅠ 튀김옷도 정말 맛있지만요, 박스에 잘뛰어논 건강한 닭으로 튀긴다 써있는데 전 처음에 다 상술이고 다를거없겠지 생각했는데. 제가 이제까지 먹어왔던 닭들은 뭘까요.. 여기 닭 진짜 달라요. 육질이 좋고 부드럽고 느끼할정도로 기름좔좔 정말 건강한 닭이구나 느껴져요. 더쓰고싶은데 300자만ㅆ","후라이드 치킨/1(사이드메뉴 추가(파 추가),맛 선택(후라이드＋양념))"
538,정말 정말 맛있어요ㅠㅠ 4번째 주문인듯...? 근데 후라이드 찍어먹는 소금은 왜 안주세요ㅠㅠㅠㅠ 그리고 순살보다 뼈가 더 존맛탱천인듯해요 암튼 존맛탱천임.. 비비큐 조빱.. 네네 조빱... 이쪽 지역에선 자담치킨이 채고에요,순살 치킨/1(맛 선택(후라이드＋양념))
539,맛있게 잘 먹었습니다,"순살 치킨/1(맛 선택(후라이드＋양념)),조아 떡볶이 /1"
540,간장치킨은 좀별로엿어요 양념은맛잇던데 후라이드 소금은왜안주시나요...,"후라이드 치킨/1(맛 선택(후라이드＋간장)),참이슬/1"
541,언제나 그렇듯 양도 많고 맛있었습니다.,"순살 치킨/1(맛 선택(간장 한마리)),참이슬/1,생맥주 500cc/1"
542,감자도 바삭하고 맛도 아주좋앗습니다!!,후라이드 치킨/1(맛 선택(후라이드＋양념))
543,맛있게 잘 먹었습니다,후라이드 치킨/1(맛 선택(후라이드 한마리))
544,위에 감자튀김올라간거 진짜 맛있구 양념이 제일 맛있어요ㅠㅍㅍㅍ,"순살 치킨/1(맛 선택(간장＋양념),사이드메뉴 추가(무 추가))"
545,존맛탱구리 ~~~^^,순살 치킨/1(맛 선택(후라이드＋허니버터))
546,아무리 여기저기 시켜봐도 골뱅이소면은 이집만한곳이 없음ㅜㅜ 양배추도 아삭하고 넘 맛있어요,골뱅이소면/1
547,양 많은듯 양념은 매콤해서 맛잇어요,순살 치킨/1(맛 선택(간장＋양념))
548,배달 잘못 늦게 와서 기분 별로였는데 먹으니까 너무 맛있어서 다 풀렸어요 너무너무 맛있어요ㅠㅠㅠ바삭바삭하고 딱이에유,"순살 치킨/1(맛 선택(후라이드＋양념)),생맥주 1000cc/1"
549,항상 맛있어요 감튀도 꿀맛,"순살 치킨/1(맛 선택(후라이드＋허니버터),사이드메뉴 추가(매운양념소스 추가)),메가 크런치/1,사이다 1.25L/1"
550,새벽에도 배달되고 꿀맛,"순살 치킨/1(맛 선택(후라이드＋허니버터),사이드메뉴 추가(무 추가)),사이다 1.25L/1"
551,맛있어요 무도 존맛,"순살 치킨/1(맛 선택(후라이드＋허니버터)),메가 크런치/1,사이다 1.25L/1"
552,맛나네요 치키닝 바싹바싹,"순살 치킨/1(맛 선택(후라이드 한마리),사이드메뉴 추가(콜라 사이즈 업))"
553,진짜 진짜 맛있어요. 첫 맛은 조금 매콤해요~,핫순살 치킨/1(맛 선택(후라이드 한마리))
554,"치킨은 너무너무 맛있어요 닭도 짱 크고 최고예요! 그치만ㅠ 제가 메모에 새벽이라 소음이 심하니 오토바이 소리 들리면 밖으로 나가겠다고 했는데,, 밖으로 나가긴 했으나 배달원분께서 말씀을 계속 어어어엄청 크게 하셔서ㅜㅜ ㅠㅠ 저희 건물에 어르신들이 많이 사시는데, 소음때문에 잠 깨셨을까봐 많이 걱정했어요.. 그치만 맛은 최고였답니당..!",후라이드 치킨/1(맛 선택(후라이드＋간장))
555,맛잇는데 좀 오래걸리네요ㅠㅠ,후라이드 치킨/1(맛 선택(후라이드＋양념))
556,맛있게 잘 먹었습니다 ~,"핫순살 치킨/1(사이드메뉴 추가(매운양념소스 추가),맛 선택(후라이드 한마리))"
557,닭이 신선합니다.튀김옷두 바삭바삭 합니다~~맛있어요,"후라이드 치킨/1(사이드메뉴 추가(콜라 사이즈 업),맛 선택(후라이드＋간장))"
558,와 진짜 역대급으로맛있네요?? ㄷㄷ,순살 치킨/1(맛 선택(양념＋허니버터))
559,근처 치킨집가운데 제일 제 입맛에 맞고 맛있네요. 근데...이 쿠폰은 쓰라고 주신거죠...? 몃번 시켜먹었는데...이걸 우째 써야할지...박스보관해서 드려야하나..,핫후라이드 치킨/1(맛 선택(후라이드＋양념))
560,양도 진짜 많고요 너무 맛있었어요 ㅠㅠㅠ 양념이랑 튀김 바삭한 게 제 입맛에 잘 맞았고 다음 날에 식어서도 정말 맛있더라구요 ㅠㅠ,"순살 치킨/1(맛 선택(간장 한마리)),참이슬/1"
561,맛있게 잘 먹었습니다,"순살강정치킨/1(매운맛 선택(매운맛),사이드메뉴 추가(콜라 사이즈 업)),생맥주 1000cc/2"
562,너무 맛있어요 2번시켯는데 사진을 못찍어서 저번에먹은..ㅎ,"순살 치킨/1(맛 선택(후라이드＋간장),사이드메뉴 추가(콜라 사이즈 업))"
563,먹었던 치킨증에 제일 존맛ㅜㅜ,골뱅이치킨 세트/1(사이드메뉴 추가(머스타드 추가))
564,가슴살 마져 부드럽네요 너무 맛있어요,"동물복지 후라이드/1(사이드메뉴 추가(양념소스 추가,허니버터 추가),맛 선택(후라이드＋간장)),메가 크런치/1"
565,"이젠 치킨은 여기서 시켜먹게되었어요. 깨끗하고, 맛있어요 배달도 빠르고~","순살 치킨/1(맛 선택(후라이드 한마리),사이드메뉴 추가(사이다 사이즈 업,양념소스 추가))"
566,역대최고로 닭시켜서 후회된순간...실망이 큽니다..,"순살 핫바베큐/1(매운맛 선택(매운맛),사이드메뉴 추가(콜라 사이즈 업))"
567,순살 양 많고 촉촉하고 아악 맛잇옹~~,순살 치킨/1(맛 선택(후라이드＋양념))
568,아주 좋아요 맛나게 잘 먹었습니다,"핫순살 치킨/1(사이드메뉴 추가(사이다 사이즈 업),맛 선택(후라이드＋양념))"
569,양은 많았지만 맛은 살짝 아쉬움,"순살 치킨/1(맛 선택(후라이드＋간장)),치즈 웨지감자/1,코카콜라 1.25L/1"
570,맛있어요 저녁이라 배달이 70분 걸리긴 했지만,순살 치킨/1(맛 선택(후라이드＋간장))
571,잘먹었습니다....@/@/,순살 치킨/1(맛 선택(후라이드＋간장))
572,맛있습니다~~~~~~~,후라이드 치킨/1
573,잘 먹었습니다. 간장이 더 맛있어요!,순살 치킨/1(맛 선택(간장＋양념))
574,핫후라이드 좋아하긴하는데 진짜맵긴하네요 살짝 얼얼할정도 그래도 맛있습니다!,"핫후라이드 치킨/1(사이드메뉴 추가(양념소스 추가),맛 선택(후라이드 한마리))"
575,처음시켜보는데 맛도좋고 간장도 맛있네요!,"후라이드 치킨/1(맛 선택(후라이드 한마리,후라이드＋간장))"
576,맛잇엇습다아 ㅎㅎㅎㅎ,순살 치킨/1(맛 선택(후라이드＋양념))
577,맛있어요~ 이제야 알았다니,"후라이드 치킨/1(사이드메뉴 추가(무 추가),맛 선택(후라이드 한마리)),참이슬/1,생맥주 1000cc/1"
578,쏘쏘해요홓ㅎㅎㅎㅎㅎㅎ,핫후라이드 치킨/1(맛 선택(후라이드＋양념))
579,배달도빠르고 맛있었습니다,순살 데리야끼/1
580,속은촉촉 넘맛나요 무도맛나요,"후라이드 치킨/1(사이드메뉴 추가(무 추가)),참이슬/3,생맥주 500cc/1"
