,리뷰,메뉴
139,"이 가격, 맛에 이정도 양은 호식이뿐!","뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋간장),추가선택(양념컵추가))"
140,닭도 신선하고 살도 많고 맛있어요 배달하신분도 넘 친절하셨음😊👍,"뼈한마리/1(뼈 소스선택(매운양념),추가선택(달콤마요소스추가))"
141,가끔 주문해서 먹고있어요 닭크기도 크고 저렴하고 콜라까지 같이 배달되니 넘 좋아요 만족합니다,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋후라이드))
142,서비스는 만족스러웠습니다. 다만 치킨무는 빼달라고 요청했는데 그대로 보내주셨네요. 다음부터는 꼭 신경써 주시길 부탁드립니다.,뼈한마리/1(뼈 소스선택(간장))
143,양 정말 많네요. 기분좋게 잘 먹었습니다. 번창하세요 사장님,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋간장))
144,단짠단짠~ 호식이 오랜만에 시켜봤는데 넘 맛있게 잘 먹었습니다^^,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(양념＋간장))
145,맛있어요 매운간장 처음먹어보는데 맛있어요,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(양념＋매운간장))
146,양념을 시킨것같은데...혹시 제가 주문을 잘못한건가요..?,"뼈한마리/1(뼈 소스선택(양념),추가선택(달콤마요소스추가))"
147,"두마리라 적을 줄 알았는데, 양 장난아니네요 ㅋㅋㅋㅋ두마리 이틀동안 먹었어요, 맛있어용",뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋매운양념))
148,감사히잘먹었습니다,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(후라이드＋간장))
149,맛있었어요ㅋㅋㅋㅋ예상외로!! 여기 매장 괜찮은거 같아용,순살치킨 ＋ 안심텐더/1(순살 소스선택＋텐더 소스선택(매운양념（순살）＋후라이드（텐더）))
150,생각없이 시켰는데 맛있었다.,순살치킨 ＋ 안심텐더/1(순살 소스선택＋텐더 소스선택(양념（순살）＋후라이드（텐더）))
151,비도 오는데 치킨도 바삭바삭 따뜻하게 가져다 주셨고 배달늦어서 미안하다고 콜라도 큰걸로 가져다 주셨어요 ㅎㅎ 사장님도 친절하시고 다음에 또 시켜먹고 싶습니다,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋양념))
152,역시 믿고먹는 곳~ 맛있었어용,순살치킨/1(순살 소스선택(양념))
153,맛있습니다!! 그래도 순살 보다는 뼈가 더 맛있는것 같아요!!,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(양념＋간장))
154,다른지점은 콜라 사이즈업해도뚱캔인데 여긴 텐더 서비스에기본 콜라 500임 그리고 여긴 타지점보다 더맛있음 반죽이다른진몰라도 여기만시켜먹고 손글씨쪽지가 따뜻함,뼈한마리/1(뼈 소스선택(후라이드))
155,항상 맛있게 잘먹고 있습니다. 배달도 늦지않고요. 감사합니다.,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋간장))
156,빠르게잘배달되서와서 좋았습니다,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(매운양념＋간장))
157,맛있습니다. 양도 많고오,다리＋날개/1(다리＋날개 소스선택(매운간장))
158,어제 먹고 양이 엄청 많아서 오늘 또 먹었는데도 다 못먹겠네요 잘먹었습니다,스윗츠갈릭 뼈한마리＋뼈한마리（소스선택）/1(뼈 소스선택(후라이드))
159,배달도 빠르고 맛있어요,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋간장))
160,"배달도 빨랐고 맛있었습니다 간장치킨을 개인적으로 진짜 맛있게 먹었어요, 밖에 비도 오고 그래서 눅눅해지거나 늦게 올 줄 알았는데 튀김이 되게 바삭했고 그렇다고 안 쪽이 식어있거나 그러지 않아서 좋았습니다☺",뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(간장＋매운간장))
161,내가 제일 좋하한 치킨 바로 이것요！,안심텐더/1(텐더 소스선택(후라이드))
162,배달도 생각보다 빨리 오고 맛도 있어서 담에도 또 시킬 것 같아요!,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(양념＋간장))
163,호식이 마싯네용 ㅎㅎ,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋양념))
164,양념 존맛이네요!!!!!,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋양념))
165,비오는데 배달도 예상시간보다 빨리오고 양도 괜찮았어요!! 맛있게 잘 먹었습니다~~,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(양념＋간장))
166,역시 갓식이두마리치킨..,뼈한마리/1(뼈 소스선택(매운간장))
167,맛있게 잘먹었어요~^^,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋매운간장))
168,치킨은 굉장히 맛있어요! 그런데 간장향이 너무 약해요. 간장을 좀 더 많이 발라줬으면 좋겠어요!,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(후라이드＋간장))
169,맛도 맛있고 따뜻하게 잘 배달왔고 이벤트도 확인도 제대로 해주시고 기분 좋게 먹었습니다!!!😊😊😊,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(간장＋땡초불꽃))
170,먹기 편하니 맛도 좋다. 뼈닭은 뼈닭대로 순살은 순살대로 장점이 뚜렸하니 고민 ㅎㅎ 여기 텐더는 언제나 맛 남. 배달 친절했습니다 : ),순살치킨/1(순살 소스선택(후라이드))
171,맛있게 잘먹었습니다,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(양념＋간장))
172,역시 맛있어요.호식이 배달도빠름,"순살치킨 ＋ 순살치킨/2(순살 소스선택＋순살 소스선택(후라이드＋간장)),콜라 1.25L¸¸/3,스프라이트 1.5L¸/2"
173,역시 반반이죠ㅋㅋ쵝오,"순살치킨 ＋ 순살치킨/4(순살 소스선택＋순살 소스선택(후라이드＋양념)),콜라 500mL¸/3,스프라이트 1.5L¸/2"
174,맛있어요. 한꺼번에 10마리시켜서 많았지만 은근 빨리옴,"스윗츠갈릭 뼈한마리＋뼈한마리（소스선택）/2(뼈 소스선택(양념)),순살치킨 ＋ 순살치킨/2(순살 소스선택＋순살 소스선택(후라이드＋양념))"
175,사장님. 덕분에 기분좋게 잘 먹었습니다. 바쁘실텐데 친절하게 서비스 바뀐 이유도 설명해주시고 감사합니다. 다음에도 치킨 시킨다면 주문하겠습니다. 그리고 양도 많고 맛있습니다.,뼈한마리/1(뼈 소스선택(매운간장))
176,이벤트+비오는 날인데도 10분 일찍 배달 배달원분도 너무 친절하시고 양많고 맛있습니다. 사장님 번창하시고 콜라 서비스도 감사드려요,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(양념＋간장))
177,"오늘은 비도 오는데다 혼자 시켜먹어서 문도 제대로 못열고 받아서 죄송했어요 ㅠㅠㅠ 날 안좋은데도 배달도 빨리 해주시고, 매운 간장 처음 먹었는데 진짜 얼얼하더라구요ㅋㅋ 그래도 맛있게 잘 먹었습니당",순살치킨/1(순살 소스선택(매운간장))
178,맛있고 배달 빠르고 양도 많고 굳!,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(매운양념＋매운간장))
179,간장치킨은 호식이가 최고! 이벤트라 텐더 재고 없으면 안주실법도한데 음료로 대신 주시고 감사히 먹었습니다!,"뼈한마리/1(뼈 소스선택(간장)),콜라 500mL¸/1"
180,잘먹었습니다!!!!,"뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(간장＋땡초불꽃),추가선택(무추가))"
181,항상 같은브랜드의 같은메뉴로만 먹는게 좀 지겨워져서 고르다가 오랜만에 호식이두마리치킨 먹으려고 하는데 집근처지점이 주문 불가로 나와서 북가좌점으로 처음 주문해봤어요. 눅눅하지도않고 완젼바삭해요 양념도 넉넉히 넣어주셔서 맛있게 잘먹었습니다 ㅋㅋㅋ 특히 매운간장맛 존맛 ㅠㅠ 리뷰 서비스로 주신 콜라도 잘먹었어요♡,"뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(매운양념＋매운간장),추가선택(무추가))"
182,편지잘받았어요 ㅎㅎ마싯네요,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋간장))
183,맛있게 먹었습니다.,순살치킨/1(순살 소스선택(매운간장))
184,닭도 크고 맛나요! 텐더도 부드럽고 촉촉하네요,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(양념＋간장))
185,양이 좀 적다느꼈어요ㅠ,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(후라이드＋양념))
186,잘먹고가요 맛있어요 텐더도굳,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(매운양념＋간장))
187,오늘도 맛있게 먹었습니다,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋간장))
188,빠르고 좋았습니다 잘먹었어요~,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(양념＋간장))
189,오늘도 감사합니다!,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(매운양념＋매운간장))
190,복날이라 배달이 좀 걸릴줄 알았는데 평소와 같은 시간이 걸렸어요 리뷰이벤트로 받은 텐더도 뻑뻑함없이 부드러웠고 치킨도 맛있었어요,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋양념))
191,겉바속촉 맛있었습니다. 텐더도 아주 맛있었네요 ㅎㅎ 배달 친절했습니다 : ),뼈한마리/1(뼈 소스선택(후라이드))
192,잘먹었습니다 리뷰 텐더도 맛잇네요,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(양념＋매운간장))
193,넘나 부드럽고 촉촉한 호식이 텐더 모르는 사람은 있어도 맛없다는 사람은 없을 맛 ㅎㅎ,안심텐더 ＋ 안심텐더/1(텐더 소스선택＋텐더 소스선택(후라이드（텐더）＋매운간장（텐더）))
194,중복에 치킨 생각나서 시켰는데 너무 맛있게 잘 먹었습니다. 항상 믿고 시키는 간장 양념 잊을 수 없어요~ 추천합니다!!,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(매운양념＋매운간장))
195,오늘 중본이라 배달 늦어질 것 각오했는데 배달도 빠르고 맛있어서 감동입니다♡,안심텐더/1(텐더 소스선택(후라이드))
196,적당한고 같은 느낌적느낌,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋간장))
197,배달시간 딱 맞춰서 오시고 양도 푸짐하고 오랜만에 먹으니까 맛납니다.,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋간장))
198,순살이라 그런가요?양이 너무 적은것같아요ㅠㅠㅠ치킨도 너무 눅눅하네요ㅠㅠ,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(후라이드＋매운간장))
199,맛있게 먹었어요😊,"순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(후라이드＋간장)),스프라이트 1.5L¸/1"
200,불짬뽕은 생각보다는 별로입니다.,"불짬뽕안심텐더 ＋ 뼈한마리（소스선택）/1(뼈 소스선택(후라이드),추가선택(스프라이트 사이즈업))"
201,순살 처음 시켜봤는데 입맛에는 뼈치킨이 낫네요. 퍽퍽살도 섞여있고. 가성비는 좋습니다.,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(매운양념＋매운간장))
202,맛있게 잘 먹었급니다,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋양념))
203,배달도 예상시간에 맞춰오고 양도 진짜 많고 소스도 많이 주시고 리뷰 이벤트도 제대로 잘 받고 다음에 또 시켜 먹을게요👍👍,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(간장＋땡초불꽃))
204,배달도 빠르고 맛있었어요. 양도 좋고요:),"뼈한마리/1(뼈 소스선택(후라이드),추가선택(양념컵추가,무추가,콜라 사이즈업))"
205,역시 매운간장치킨은 레전드에요!,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(매운양념＋매운간장))
206,맛있었어요 맛있었어요,뼈한마리/1(뼈 소스선택(매운간장))
207,맛있게 잘먹었습니다 서비스 텐더도 맛있었습니다 요즘 닭에 살이 별로 안붙어있네요;;;; 전에 다른곳에 시켰을때도 살이 별로 없었는데 ㅠ 흠~ 암튼 잘먹었습니당,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋양념))
208,역시 호식이임다~~^^ 리뷰 이벤트도 있어 콜라도 큰거 먹어좋고 치즈볼도 넘나 맛납니당~~ 저흰 닭도 찍먹이라 양념을 늘 시키네요.. 맛나게 잘먹었슴다~~,"뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋후라이드),추가선택(양념컵추가,트리플치즈볼))"
209,맛있게 먹었습니다 저만 배고파서 시켯는데 두조각 먹겠다던 친구가 반을 먹어버려서 두마리 다먹었네요 또 시켜먹겠습니다 잘먹었습니다,"뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(매운양념＋매운간장),추가선택(달콤마요소스추가))"
210,오랜만에 먹었는데 너무맛있었어요 다른지점보다 북가좌지점이 더맛있는거같아요 또시켜먹을게요,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(간장＋땡초불꽃))
211,이벤트날이라 적을줄알았는데 괜찮게왔습니다 배달은 한시간이상걸렸지만 식지않고 잘 왔습니다,스윗츠갈릭 뼈한마리＋뼈한마리（소스선택）/1(뼈 소스선택(후라이드))
212,역시... 오랜만에 정말 맛있게 잘먹었습니다!!,"뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(매운간장＋매운간장),추가선택(무추가,콜라 사이즈업,트리플치즈볼))"
213,항상 맛나게 먹고 있어요,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(양념＋매운간장))
214,매콤간장소스 약간부족 양념소스 충분 양 많음 배달 보통 맛 치킨인데 없을수가없지,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(양념＋매운간장))
215,존맛입니다 언제나 굳굳굳,순살치킨/1(순살 소스선택(매운간장))
216,언제나 잘먹고있습니다 감동의 쪽지도 잘바다았습니다,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(양념＋매운간장))
217,복날에 시킨거라 오래걸릴줄 알았는데 생각했던 것 보단 빨리 받았습니다 항상 호식이 맛있게 먹고 있어요,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋양념))
218,맛있어요,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(양념＋매운간장))
219,"순살간장이랑 매운간장 주문했어요. 애들은 간장, 어른들은 매운간장 딱 좋네요~","순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(간장＋매운간장),추가선택(무추가))"
220,복날인데도 배송 빠르고 맛도 좋았습니다,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(양념＋간장))
221,"어제 주문해서 먹었는데 피곤해서 그냥 잠들어서 오늘써요🥰 복날이라서 주문해 먹었는데 주문양이 많으신지 평소 배달보다 조금 늦게왔는데 배달오신 기사님께서 친절히 잘 해주셔서 감사했습니다! 평소 먹는 조합이 아닌, 스위츠갈릭 새로 먹어봤는데 맛있었어요! 다음번에도 시켜먹을게요 감사합니다~:)",스윗츠갈릭 뼈한마리＋뼈한마리（소스선택）/1(뼈 소스선택(양념))
222,후라이드도 스윗갈릭도 맛있었구요 서비스로 주신 텐더 사이즈도 크고 맛있었어요^^ 담에 텐더 시켜볼까봐요,스윗츠갈릭 뼈한마리＋뼈한마리（소스선택）/1(뼈 소스선택(후라이드))
223,친절하시고 맛있어요👍,뼈한마리 ＋ 안심텐더/1(뼈 소스선택＋텐더 소스선택(간장（뼈）＋후라이드（텐더）))
224,역시 실망이 없습니다. 항상 맛있어여~~,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(양념＋매운간장))
225,오늘도 맛있었습니다^^ 텐더 대신에 콜라1.25L로 보내주신거 같은데 잘 마시겠습니다. 감사합니다.,순살치킨/1(순살 소스선택(간장))
226,정말 정말 맛있었어요 ^~^ 윤기가 자르르르한게 처음보자마자 기분이 좋았네요 다음에 또 시킬게요,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(매운양념＋매운간장))
227,늘 마싯어용ㅋㅋㅋㅋ항상 여기서❤️,뼈한마리/1(뼈 소스선택(매운간장))
228,굿굿 훌륭합니다 ㅎㅎ,"순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(양념＋간장),추가선택(양념컵추가,콜라 사이즈업))"
229,호식이는 지점마다 질 차이가 심한데 이 주변에선 이 지점이 젤 맛있고 배달도 빠름.,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(매운양념＋매운간장))
230,"금요일 저녁이라 배달은 쪼금 늦었는데 맛이랑 양이 너무 퍼펙트했어요 호식이 올만에 먹었는데 양념+간장 조합 진짜 최고 양도 엄청 많았구요 담에 또 주문하겠습니다, 기분좋게 잘먹었습니다",뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(양념＋간장))
231,오랜만에먹었는데맛있었어요ㅎ 배달도친절하게해주셔서오랜만에기뻤어요^^,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋간장))
232,맛있게 잘 먹었습니다.,순살치킨/1(순살 소스선택(후라이드))
233,배달도 빠르고 맛있게 잘 먹었습니다 ^^,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋매운간장))
234,항상 여기서만먹어요 다맛있고 푸짐하고 최고입니다~~,"뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(매운간장＋땡초불꽃)),콜라 1.25L¸¸/1"
235,이번에도 양많고 맛있었어요 리뷰이벤트로 받은 텐더도 부드럽고 좋아요 또 남겼네요 너무 많아서,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(양념＋간장))
236,맛도 양도 서비스도 언제나 만족스럽습니다.,뼈한마리 ＋ 안심텐더/1(뼈 소스선택＋텐더 소스선택(후라이드（뼈）＋매운양념（텐더）))
237,매운간장 진짜 맛있었어용~~~배달도 음청 빠르고 좋았습니당,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(매운간장＋땡초불꽃))
238,항상 호식이두마리는 맛있게 먹고 있습니다!! 치밥 하기에 딱 좋아요~~,스윗츠갈릭 순살치킨＋순살치킨（소스선택）/1(순살 소스선택(매운양념))
239,배달도 빠르고 맛있게 잘먹었습니다~,뼈한마리/1(뼈 소스선택(매운간장))
240,마싯게 머것어용~~ 텐더 겁나 마싯엉,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋매운간장))
241,"음식 최고였고, 서비스 여전히 정말 친절하셨습니다. 번창하세요!",뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(양념＋매운간장))
242,닭다리 맛이 조금 이상했어요. 그것빼곤 다 좋았어요. 양념 존맛탱,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋양념))
243,배달도빠르고 맛있네요~~~,
244,배달빠르고 친절하고 상품상태 양호하고 굿굿,순살치킨/1(순살 소스선택(후라이드))
245,최고최고 ^^ 이태까지 먹은 치킨중에 가장 맛있습니다. 리뷰이벤트로 받은 텐더도 정말 맛있네요 ^^,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋매운양념))
246,최고에요 정말 맛있고 서비스도 최고입니다 ^^ 별이 다섯개밖에 없어서 아쉽네요^^,스윗츠갈릭 뼈한마리＋뼈한마리（소스선택）/1(뼈 소스선택(스윗츠갈릭))
247,호식이는 엥간하면 지점이랑 상관없는 맛을 유지하네요 맛잇어요,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋양념))
248,주말인데 빠른배달 감사합니다~ 깔끔하고 푸짐한양~ 친절한 손글씨 편지 까지~ 담에 또 시킬께요,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋양념))
249,주말이라 치킨이 땡겨서 오늘도 호식이를 시켰습니다 제 입맛에 맞아서 항상 즐겁게 먹고있습니다,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(후라이드＋양념))
250,맛있어요 양도 많고,다리＋날개/1(다리＋날개 소스선택(땡초불꽃))
251,맛도최고 가격도 최고...서비스도 최고,뼈한마리/1(뼈 소스선택(후라이드))
252,양도 많고 사장님께서 콜ㄹㅏ써비스까지 주셨네요^^ 히힛~ 치킨은 역시 호식이죵,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋양념))
253,배달 하는분도 친절하시고 맛도 있고 참 좋네요^-^,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(후라이드＋양념))
254,정말 저렴한가격에 맛있게 먹었습니다....감사합니다...,뼈한마리/1(뼈 소스선택(후라이드))
255,역시 늘 호식이 맛있습니다~~이제는 치즈볼도 늘 함께 시키게되네요..ㅎ 맛있는치킨 늘 감사합니다~~^*^,"뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋후라이드),추가선택(양념컵추가,트리플치즈볼))"
256,닭쟁이 남편의 평! 후라이드는 옛날 맛! 추가한 양념소스가 괜츈! 다음엔 양념치킨을 먹겠다고 결심! 대략 이렇습니다~^^,"뼈한마리/1(뼈 소스선택(후라이드),추가선택(양념컵추가))"
257,핫간장은 언제나 맛있네요!! 리뷰이벤트로 주신 텐더도 엄청큼직하고 맛있게 잘먹었습니다! 가끔시켜먹지만 역시맛있어요!,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋매운간장))
258,배달도 빠르고 좋네요~ 이번엔 간장 먹었지만 다른맛도 궁금해지는 맛입니다~~,순살치킨/1(순살 소스선택(간장))
259,이사오고 처음 시켜봤는데 튀김옷 색도 깔끔하고 잘 튀겨져있네요. 이 동네에서 시킨 튀김 중 제일 깔끔합니다.,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(양념＋간장))
260,"우선 배달이 엄청 빨랐아요. 그냥 양념으로 시켰는데, 단맛이 많이 나요. 매콤한걸 원하시는 분은 맵기를 더 올리시면 더 맛있을 것 같아요.",순살치킨/1(순살 소스선택(양념))
261,간장+양념시켰어요 간장맛있구요 양념은 찐득한 옛날양념통닭아닌데 달달해요 개인적으로 간장 강추,"뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(양념＋간장),추가선택(무추가))"
262,맛나게 잘먹었어요 주말이라 배달이 조금 늦은거 외엔 만족스 합니다,뼈한마리/1(뼈 소스선택(매운간장))
263,사진 찍지 못했어요 늘 시켜먹는 것이라 ㅎ,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(간장＋매운간장))
264,너무 맛있게 잘 먹었습니다!!! ㅠㅠㅠ 처음에 와서 한입 딱 먹는데 뜨거운 기름이 뚝 떨어질 정도로 따뜻하게 배달왔어요 맛있습니다,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(양념＋매운간장))
265,먹기편안 순살 맛도좋고,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(양념＋간장))
266,호식이오랜만에 시켰어요~,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋매운양념))
267,역시! 두마리 치킨은 호식이 두마리 치킨이쥬 너무너무 맛있고 양도 많고 배부르게 잘먹었습니당!!,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋양념))
268,맛있어요 예정보다 10분늦었는데 셍각보다 안따뜻해요 ㅠㅠ텐더잘먹을게요:),뼈한마리/1(뼈 소스선택(간장))
269,후라이드에 양념이 뒤범벅되어 배달되었어요,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋양념))
270,뼈도 순살도 다 맛있어요~!,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(양념＋매운간장))
271,오늘도 맛있는 호식이 두마리... 리뷰 이벤트로 저번엔 텐더가 다 떨어져서 콜라를 주셨었는데 드디어 텐더도 먹어봅니다~ 치킨도 따뜻했고 가슴살과 다른 살의 비율도 적당했어요 텐더도 엄청 부드러운건 아니었지만 가득차는 맛이라 다음에 또 먹어보고 싶네요,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(후라이드＋양념))
272,호시기치킨은 첨 먹어보는데 바삭바삭하고 엄청 맛딨네요 맛ㅅ있어,순살치킨/1(순살 소스선택(간장))
273,먹다보니 사진을 까먹어 중간에 찍었네요. 추천합니다.,뼈한마리/1(뼈 소스선택(간장))
274,속이촉촉하고 맛좋네요 순살후라이드라 속살 퍽퍽할줄알았는데 속이촉촉해서 진짜 최애입니다 다음에도 치킨생각나면 여기서 시켜먹을려구요,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(후라이드＋간장))
275,양념보다 간장이 더 맛있네요,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(양념＋간장))
276,바로 먹느냐 사진깜박했네요 ㅠㅠ 근데진짜 양도 퀄리티도 너무 좋았고 텐더도 안딱딱하고맛있습니다~ 벌써 이번달 2번째네용 ^^,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(양념＋간장))
277,며칠 전에 시켜먹었는데 바빠서 이제 리뷰 올리네요 배달시간도 예정도착시간이랑 같았고 다른 호식이지점보다 좀 더 바삭해서 좋았습니다 역시 호식이답게 양도 많았고요 근데 리뷰로 텐더 신청했었는데 텐더가 안 왔어요... 콜라가 큰 게 왔던데 콜라로 접수된 것 같네요ㅜ,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋양념))
278,배달이 너무 좋아요 !!,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(매운양념＋간장))
279,양도 많고 맛있어요,뼈한마리 ＋ 뼈한마리/1(뼈 소스선택＋뼈 소스선택(후라이드＋간장))
280,배달도 되게빨리 보내주시고 서비스로주신 텐더도 맛있게 잘먹었습니다~ 근데 순살시켯는데 젓가락을안주셨더라구요 ㅠ 맛있으니 다행이긴한데 다음엔 넣어주세요!,순살치킨 ＋ 순살치킨/1(순살 소스선택＋순살 소스선택(간장＋매운간장))
281,불짬뽕+간장 시켰는데 불짬뽕에 면이 없더라구요 너무 오랜만에 주문한거라 이제 면은 안주는건가보다 생각하고 집에있던 우동면 넣어서 먹고있는데 면이랑 소스 다시 갖다주러 기사님이 오셨더라구요 비가 엄청 많이 오는데도 바로 가져다 주셔서 너무 감사했어요 기사님께 아몬드 브리즈 하나 드린다는거깜빡했네요ㅠㅠ앞으로 치킨은 여기서 시켜 먹으려구요,불짬뽕안심텐더 ＋ 순살치킨（소스선택）/1(순살 소스선택(간장))
