,리뷰,메뉴
88,씬도우가 아닌데 빵부분이 없어서 놀랬어요. 개인적으로 딥핑소스를 좋아서 빵부분을 기대했었는데..ㅠ 그래도 맛있게 잘먹었습니다^^,하와이언 피자 L/1
89,고르곤졸라가 제일 맛있는집,"고르곤졸라피자 M/1,치즈스틱 5개/1"
90,저번에 시켜먹고 맛있어서 시켜먹었는데 주문하고 1시간 넘어서 왔는데 피자는 다 식어서 렌지에 데워 먹었네요 남은피자 데워 먹듯이요 날이 너무 추워서 그런가요,"슈퍼슈프림 피자 L/1(L사이즈 추가선택(치즈크러스트 추가)),갈릭디핑소스/1,피클/2,콜라 500mL/1"
91,토핑이 젊은사람들 입맛에 잘 맞을듯 합니다. 달콤한거 싫어하는 저같은 나이먹은 사람들은 조금... 그래두 늦은시간에 피자먹구싶어서 두조각 맛있게 잘 먹었어요~^^,불고기 피자 M/1
92,엄청 다네요 ㅎㅎㅎㅎ,스위트고구마 피자 M/1(M사이즈 추가선택(치즈크러스트 추가))
93,다음에 또 시켜머글게영~~~,"포테이토 피자 L/1,갈릭디핑소스/2"
94,역시 임실치즈피자 짱짱 맛있음 낄낄,"대박세트（오리지널크러스트 L＋치즈오븐스파게티＋콜라 1.25L）/1(명품 오리지널크러스트 선택(슈퍼슈프림 피자L),추가 선택 L(치즈 추가))"
95,되게 맛있고 도우도 특이해서 좋네요 맛있게 잘먹었어요,포테이토 피자 M/1
96,그냥 동네피자맛 새벽에 시킬곳없어서 시킴... 맛없진않음,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(포테이토피자L),추가 선택(버팔로윙5개))"
97,사장님 치즈크러스트추가했는데 그냥왔어요,고르곤졸라피자 M/1(M사이즈 추가선택(치즈크러스트 추가))
98,역시 임실피자 꿀맛,갈릭스테이크 피자 M/1
99,역시 치즈는 임실치즈가 짱,슈퍼슈프림 피자 L/1(L사이즈 추가선택(치즈크러스트 추가))
100,고구마가 약간 덜익은듯한 느낌이였습니다...,"스위트고구마 피자 M/1,버팔로윙 5개/1"
101,맛있어요 콜라가 없어서 아쉬웠어요,슈퍼슈프림 피자 L/1(L사이즈 추가선택(치즈크러스트 추가))
102,배달도 빠르고 피자만 시켯는데 파스타도 주셔서 너무 잘 먹엇습니다 감사해용,"스위트고구마 피자 M/1(M사이즈 추가선택(씬도우 추가)),스프라이트 500mL/1"
103,맛있에 잘 먹었습니다~,치킨바베큐 피자 L/1
104,늦은시간에도 빠르게 배달되서 맛있게 잘먹었습니다,"SET3 （명품오리지널피자 L＋치킨텐더 6개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(페파로니피자L),L 추가 선택(치즈크러스트 추가)),갈릭디핑소스/2"
105,내용물이 한쪽으로 쏠려서 왔구요. 쉬림프골드피자는 먹는데 토핑이 우수수 떨어져서 젖가락으로 다시 집어 넣어 먹었네요ㅠ 맛은 괜찮았어요~,"명품 골드 피자 L 두판/1(명품골드두판피자（L）선택1(쉬림프골드피자L),명품골드두판피자（L）선택2(베이컨포테이토골드피자L))"
106,잘먹었습니다아아아아,"SET8（명품오리지널크러스트L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(명품 오리지널크러스트 선택(스위트고구마 피자L),추가 선택(치즈스틱5개)),핫소스 1개/1,갈릭디핑소스/2"
107,맛잇게잘먹었습니다 감사합니다,"슈퍼슈프림 피자 M/1(M사이즈 추가선택(치즈크러스트 추가)),콜라 1.25L/1"
108,맛있음 도우가 안두꺼워서 먹기좋았음,"슈퍼슈프림 피자 M/1(M사이즈 추가선택(치즈크러스트 추가)),갈릭디핑소스/1,콜라 500mL/1"
109,정말 맛있어요 항상 감사합니다,"핫치킨 피자 L/1(L사이즈 추가선택(치즈크러스트 추가)),갈릭디핑소스/2,콜라 1.25L/1"
110,맛있게 잘먹었어요~배달도빠르고 친절하세요,불고기 피자 L/1(L사이즈 추가선택(치즈크러스트 추가))
111,늘 잘먹고잇어요~~~,스위트고구마 피자 M/1
112,맛있어요,"하와이언 피자 M/1,버팔로윙 5개/1,콜라 1.25L/1"
113,피자가 맛이 좋았습니다,"슈퍼슈프림 피자 L/1(L사이즈 추가선택(씬도우 추가)),버팔로윙 10개/1"
114,배달도 완전빨라서 얼마 기다리지도 않았네요 언제먹어도 맛있어요!!~,"슈퍼슈프림 피자 M/1,콜라 1.25L/1"
115,"맛,있습니다. 야식으로 딱이에요 보통 오리지날 도우보다 약간 얇아서 당황하긴했는데 만족하면서먹었습니다.",슈퍼슈프림 피자 L/1
116,배달도 빠르고 피자도 맛있게 먹었습니다^^ 감사합니다,불고기 피자 M/1
117,치즈가 푸짐합니다. 맛은 살짝 밍밍한 편,슈퍼슈프림 피자 M/1
118,담백하고 맛있어요 양은 좀 작아요,슈퍼슈프림 피자 M/1
119,맛있당!!!!!!!,"슈퍼슈프림 피자 M/1(M사이즈 추가선택(치즈크러스트 추가)),핫소스 1개/1,콜라 500mL/1"
120,벌써 두번째 주문! 포테이토 피자 맛있어요. 감사합니다. 번창하세요.,"포테이토 피자 M/1,콜라 500mL/1"
121,배달은 빨랐는데 핫소스 많이 달라고 요청했는데 세개 주셨더라구요.. 밍밍해서 조금 아쉬웠어요.. 추가요금내고 핫소스 추가 할 수 있게 해주시든 하셔야할거같아요,"SET8（명품오리지널크러스트L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(명품 오리지널크러스트 선택(불고기 피자L),추가 선택(버팔로윙5개))"
122,맛있게 잘 먹었습니다.,포테이토 피자 M/1(M사이즈 추가선택(치즈크러스트 추가))
123,배달은 보통이고 스파게티 맛나서 꼭 샅이 시켜먹어요^^ 자주 시킬 테니까 서비스 넣어주세요 다음엔~<,"슈퍼슈프림 피자 M/1,치즈오븐스파게티/1"
124,맛있었습니당 양이좀적긴했지만 배달도빠르고 맛있어썽요! 다음엔 큰걸로시켜먹어야겟어요,"스위트고구마 피자 M/1(M사이즈 추가선택(치즈크러스트 추가)),핫소스 1개/3,치즈가루 1개/1,갈릭디핑소스/2"
125,맛있어요! 잘 먹었습니다,"페파로니 피자 L/1(L사이즈 추가선택(치즈크러스트 추가)),콜라 1.25L/1"
126,역시 시킬때마다 맛있습니다~~,치즈 피자 M/1(M사이즈 추가선택(치즈크러스트 추가))
127,너무맛있어요ㅜㅜㅜㅠㅜㅜㅜㅜ,대박세트（오리지널크러스트 L＋치즈오븐스파게티＋콜라 1.25L）/1(명품 오리지널크러스트 선택(포테이토 피자L))
128,처음시켜먹었는데 제가 좋아하는 불고기피자 스타일입니다ㅎㅎ 맛있게 잘먹었어요~,"불고기 피자 L/1,콜라 500mL/1"
129,양이 엄청 많네요 맛있었어요,"포테이토 피자 L/1,치킨바베큐 피자 L/1"
130,맛있었어요~~ㅎㅎㅎ,"불고기 피자 M/1(M사이즈 추가선택(치즈크러스트 추가)),치즈스틱 5개/1,콜라 1.25L/1"
131,맛있어요!!!!!!,"포테이토 피자 M/1(M사이즈 추가선택(치즈크러스트 추가)),갈릭디핑소스/1"
132,한달에 네번이상은 여기서 치킨+피자 시켜먹는데 *** 비도 얼마오지도않는데 왜 다들러붙어서 오는건지 배달업체가 배달통을 열고다니나 피자도 다식어있고 치킨도 다찌부되서오고 *** 다버리고 라면끓여먹습니다. 추가로 배달도 항상 50분걸린다고하고 30분내로왔는데 오늘50분넘게걸렸네요 이거는 원래50분걸린다고왔으니 그냥기다린거고 무튼 한시간기다리고 음식먹을생각에 기뷴좋게 열었는데 ***,SET A（명품오리지널피자L＋훈제치킨＋콜라 1.25L）/1(SET메뉴 피자선택(페파로니피자L))
133,맛있었다.,치즈 피자 L/1(L사이즈 추가선택(치즈크러스트 추가))
134,사장님친절하시고 음식도맛잇어요 감사합니다~~굿굿,갈릭스테이크 피자 L/1
135,맛있어요 토핑 많아서 잘먹었습니당,갈릭스테이크 피자 L/1(L사이즈 추가선택(골드추가))
136,어머니하고 먹었는데 맛있다고합니다~~제 입에도 딱 좋아요!,페파로니 피자 M/1(M사이즈 추가선택(토핑추가))
137,배달도 빠르고 맛있어요~~~,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(슈퍼슈프림피자L),추가 선택(버팔로윙5개))"
138,배달도 빠르고 진짜 맛잇어여,"포테이토 피자 M/1,콜라 1.25L/1"
139,맥주랑 먹으니까 진짜 맛있습니다~~,"베이컨체다프라이 피자 M/1(M사이즈 추가선택(치즈추가)),치즈오븐스파게티/1"
140,사이드메뉴는 맛있었는데 메인인 피자에서 좀 이상한 냄새났어요 ㅠㅠ,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(슈퍼슈프림피자L),L 추가 선택(치즈크러스트 추가),추가 선택(버팔로윙5개))"
141,언제나 늘 맛있습니다,스위트고구마 피자 L/1
142,맛있어요 양도 많구요,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(슈퍼슈프림피자L),추가 선택(버팔로윙5개))"
143,치즈너무고소하고 맛있어요,"스위트고구마 피자 M/1,스프라이트 500mL/1"
144,"포테이토 라지 치즈크러스트를 먹었는데요, 잘 안 갈라져서 조금 불편했지만 맛은 짜지도 않고 딱 좋았어요 !","포테이토 피자 L/1(L사이즈 추가선택(치즈크러스트 추가)),콜라 500mL/1"
145,너무 짜고 일반적인 고르곤졸라가 아니었습니다.그리고 발효된 치즈가 식성에안맞고 약간 토할것같은 맛과 생김이어서 모짜렐라 치즈부분만 좀뜯어먹고 다버렸습니다. 여기서 고르곤졸라는 절대 시키지 말아야겠습니다.,고르곤졸라피자 M/1
146,치즈도 감자도 너무 맛있어요!,포테이토 피자 L/1
147,오랜만에 먹는 피자얏는데ㅜ맛나게 먹엇음 하지만 버팔로윙이 튀겨진게 아니라 구워진거라서 조금 아쉬웟음 대체로 맛있게 먹음,"치즈 피자 M/1,버팔로윙 5개/1,갈릭디핑소스/1,스프라이트 1.25L/1"
148,맛있게 잘 먹었습니다. 감사합니다~,포테이토 피자 L/1
149,진짜맛잇어요 괜히인기잇는게 아닌듯,대박세트（오리지널크러스트 L＋치즈오븐스파게티＋콜라 1.25L）/1(명품 오리지널크러스트 선택(슈퍼슈프림 피자L))
150,너무 맛있어용!! 치즈랑 토핑도 엄청 많구요. 또 시켜먹을 것임,"포테이토 피자 M/1,콜라 500mL/1"
151,피자는 여기서만 시켜먹게 되네요 진짜 맛있어요 토핑도 많고!,슈퍼슈프림 피자 M/1
152,맛있어요 또 시켜먹을게요,"갈릭스테이크 피자 L/1(L사이즈 추가선택(치즈크러스트 추가)),갈릭디핑소스/1"
153,맛있어요!!!! 이거 한마디면 될거 같아요~,"페파로니 피자 M/1,스프라이트 1.25L/1"
154,맛있어요,치즈 피자 M/1(M사이즈 추가선택(치즈크러스트 추가))
155,평범합니다~ 딱 그정도,"페파로니 피자 M/1,갈릭디핑소스/2,스프라이트 1.25L/1"
156,베이컨포테이토로 시켰는데 다른게 왔네요.. 이전에도 여러번 시켜먹었어서 맛은 있겠지만 새우를 못 먹어서ㅠㅠ 일단 배고프니까 발라서 그냥 먹을게요 다음엔 안 헷갈리게 배송 부탁드려요~,"베이컨포테이토골드 피자 M/1(M 피자 치즈 추가(치즈크러스트 추가)),콜라 1.25L/1"
157,오늘도 잘 먹었습니다 항상 맛있어요!,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(슈퍼슈프림피자L),추가 선택(버팔로윙5개))"
158,씬으로 주문했는데 너무 맛나네요~^^,"슈퍼슈프림 피자 M/1(M사이즈 추가선택(씬도우 추가)),치즈오븐스파게티/1"
159,배달도 빠르고 핫치킨 피자 맛있습니다. 다음번엔 포테이토 먹어보고 싶습니다.,"슈퍼슈프림 피자 L/1,콜라 500mL/1"
160,배달도 예정보다 빨리오고 맛있어요!리뷰대로 치즈가 맛있네요 페퍼로니에 이렇게 피망 들어간 건 처음 봤는데 제 입맛엔 잘 어울려서 좋았습니다! 치즈를 추가해서 그런지 자꾸 토핑이 흘러내려서 먹기 조금 불편한 것 빼곤 전부 만족했아요,"페파로니 피자 M/1(M사이즈 추가선택(치즈크러스트 추가,치즈추가)),콜라 1.25L/1"
161,역시 임실치즈피자입니다 치즈가 정말 맛있고 느끼하지 않아 좋았습니다!,"페파로니 피자 M/1(M사이즈 추가선택(치즈추가)),콜라 1.25L/1"
162,먹어봤는데 맛있네요 그리고 마늘맛 찍어먹눈양념도 추가로 준건가?,"슈퍼슈프림 피자 L/1,핫소스 1개/1,치즈가루 1개/1,갈릭디핑소스/1,피클/1"
163,맛도좋고 다좋습니다 콜라 안오니참고하길,포테이토 피자 L/1(L사이즈 추가선택(치즈크러스트 추가))
164,저번에 야채 시키고 이번에 스위트고구마 라지로 시켰는데 정말 맛있었습니다. 피자 먹고 싶을 때마다 자주 이용할게요~,스위트고구마 피자 L/1
165,잘 먹었어요! 근대 치즈크러스트가 있으나 마나네요,"슈퍼슈프림 피자 M/1(M사이즈 추가선택(치즈크러스트 추가)),핫소스 1개/1"
166,그저그렇게 먹었습니다.,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(슈퍼슈프림피자L),추가 선택(버팔로윙5개))"
167,피자 스파게티 다 괜찮았어요 맛있게먹었어요 아쉬운점은 피자가 식어서 와서 너무 아쉬웠네요 따뜻하면 더 맛있었을듯요,"슈퍼슈프림 피자 M/1(M사이즈 추가선택(씬도우 추가)),치즈오븐스파게티/1"
168,피자가 크고 맛있어요 다릌곳에 비해 살짝비싸지만 치즈됴너무 맛있고 다시시켜먹을거에요.,"대박세트（오리지널크러스트 L＋치즈오븐스파게티＋콜라 1.25L）/1(명품 오리지널크러스트 선택(슈퍼슈프림 피자L),추가 선택 L(씬도우 추가))"
169,호텔에서 시켜먹었는데 너무 맛있었어용!!ㅎㅎ,슈퍼슈프림 피자 L/1(L사이즈 추가선택(치즈크러스트 추가))
170,먹을만합니다.,포테이토 피자 M/1(M사이즈 추가선택(씬도우 추가))
171,임실 치즈향이 좋긴 좋은가봐요. 가격대비 품질이 좋은 피자 같습니다. 신촌점 잘 만드는거 같아요!,"슈퍼슈프림 피자 L/1,불고기 피자 L/1"
172,맛나요 ㅋ 피자 맛나요,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(치즈피자L),추가 선택(치즈스틱5개))"
173,"맛있어요. 치즈 늘어나는게 좋구요, 남은거 다음날에 렌지에 돌려 먹어도 맛나네요~",페파로니 피자 M/1
174,매운거 좋아하시는 분 지립니다 땀 뻘뻘 흘리면서 혼자서 다 쳐묵음,"불닭 피자 M/1,갈릭디핑소스/1,콜라 1.25L/1"
175,배달도 빠르고 맛있습니다. 보통 피자 먹으면 속이 더부룩 한데 웰빙이라 그런지 그런 게 없었어 좋았어요.,야채 피자 M/1
176,너무너무마시씁니다아,슈퍼슈프림 피자 M/1
177,배달은 좀 늦었지만 애들이 너무 좋아하고 맛있네요,"SET1（명품오리지널피자 L＋치즈스틱 5개＋버팔로윙 5개＋콜라 1.25L）/1(SET메뉴 피자선택(스위트고구마피자L),L 추가 선택(치즈크러스트 추가))"
178,맛있어요 적당히 짭쪼름하고 가격도 적당하고 잘 먹겠습니다 배고파서 지금 생각남 후딱 먹다가,"쉬림프골드 피자 L/1,갈릭디핑소스/1,콜라 1.25L/1"
179,배달시간도 적당하고 맛도 적당하고 양도 적당한거 같아요!! 무난합니다 ㅎㅎ,"페파로니 피자 M/1(M사이즈 추가선택(치즈크러스트 추가)),콜라 500mL/1"
180,역시 치즈가 엄청 맛있었고 도우 끝에 고구마무스도 너무 좋았어요!! 늦은시간인데 배달도 금방 왔네요 잘먹었습니다~ㅎㅎ,포테이토 피자 M/1
181,맛있어요!도우가 다른 피자집들과 달라서 신기하고 배달도 빨라서 좋아요!,"야채 피자 M/1,사이다 500mL/1"
182,너무 맛있어요~~재주문할게요ㅎㅎ,대박세트（오리지널크러스트 L＋치즈오븐스파게티＋콜라 1.25L）/1(명품 오리지널크러스트 선택(포테이토 피자L))
183,아......불닭 안 맵다는 리뷰를 봤는데 너무 매워요 ㅠ 그래도 토핑은 큼지막하고 맛있었어요,불닭 피자 L/1
184,우루과이 화이팅!!!!!,페파로니 피자 M/1(M사이즈 추가선택(치즈크러스트 추가))
185,믿고배달하는집ㅋㅋ 항상시킬땐 많은거같은데 어느순간 다먹고 사라져있음ㅋㅋㅋ 항상 쉬림프만먹는데 다음에는 다른것도 먹어보고싶네요ㅋㅋ 다음에도 또 주문할께요~ 오늘하루도 수고하세용ㅋㅋㅋㅋ,"쉬림프골드 피자 M/1(M 피자 치즈 추가(씬도우 추가,토핑추가)),버팔로윙 10개/1"
186,님들 베이컨에그프라이피자 추천해요 씬도우로 먹으니 더욱 맛있다!! 허니 소스도 주시고 사진 또못찍음 제길 다음에또시킬거임 존맛,베이컨체다프라이 피자 M/1(M사이즈 추가선택(씬도우 추가))
187,배달해주시는 분이 친절하시더라구요. 피자도 따뜻하게 와서 진짜 좋았어요! 도우도 쫄깃하고! 완전 맛있어요!! 강추!!,"핫치킨 피자 M/1,콜라 1.25L/1"
188,잘 먹었습니다! 처음 주문했는데 피자 뿐만 아니라 치킨이랑 스파게티도 너무 맛있습니다. 또 시킬게요!,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(하와이언피자L),추가 선택(버팔로윙5개))"
189,배달 빠르고 맛있습니다!!!!!,포테이토 피자 L/1
190,👍👍👍👍👍👍👍👍👍👍,"하와이언 피자 M/1,버팔로윙 10개/1,콜라 1.25L/1"
191,갈릿맛이 많이 나고 자극적이지도 않고 맛있었어요!,"SET4（명품프리미엄피자L＋버팔로윙 5개＋치즈스틱 5개＋콜라 1.25L）/1(명품 프리미엄피자 선택(갈릭스테이크 피자),L 추가 선택(치즈크러스트 추가))"
192,ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,갈릭스테이크 피자 L/1(L사이즈 추가선택(치즈크러스트 추가))
193,역시 피자가 다르네요 맛있습니다 가족과 저녁 해결했어요 담에 또 주문할게요,슈퍼슈프림 피자 L/1
194,👍👍👍👍👍👍👍👍👍👍,"스위트고구마 피자 M/1(M사이즈 추가선택(씬도우 추가,토핑추가)),치즈가루 1개/1,벌꿀/1"
195,토핑과 치즈를 추가해서 먹었는데 아주 만족했습니다. 역시 여타 피자집과는 치즈의 질이 다르네요 :),"슈퍼슈프림 피자 M/1(M사이즈 추가선택(치즈추가,토핑추가)),치즈오븐스파게티/1,콜라 500mL/1"
196,맛도 배달도 빠르고 양도 많고 좋았음,"SET10（명품골드피자L＋버팔로윙 5개＋치즈스틱 5개＋콜라 1.25L）/1(골드피자 선택(쉬림프골드 피자L),추가 선택 M(치즈크러스트 추가,치즈 추가))"
197,토마토소스가 잘느껴져서 좋았습니다,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(슈퍼슈프림피자L),추가 선택(버팔로윙5개))"
198,아....맛은 괜찮은데. 배달받구 먹을려구 보니까 이게 먼가요. ..ㅠ ㅠ 면뿔구 피자 한쪽으로. 다 쏠리구.,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(치킨바베큐피자L),L 추가 선택(씬도우 추가),추가 선택(버팔로윙5개))"
199,배달도정말 빠르구 맛두 정말 일품입니다!! 굳굳!!><,
200,배달도 신속하고 따끈따끈했어요~ 만족스러운 야식이었어요,"슈퍼슈프림 피자 M/1(M사이즈 추가선택(치즈크러스트 추가)),치즈가루 1개/1,갈릭디핑소스/1"
201,항상 잘 먹고 있습니다. 맛있어요! 다른 피자 종류도 시켜보고 싶네요,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(스위트고구마피자L),추가 선택(버팔로윙5개))"
202,저렴한 가격에 맛있게 ㅁ닉었엉ㄹㄷ,"슈퍼슈프림 피자 M/1(M사이즈 추가선택(치즈추가,씬도우 추가))"
203,배달도 빠르고 맛있었어요!!!!!,"쉬림프골드 피자 M/1,갈릭디핑소스/1,피클/1"
204,정말 맛있게 먹었습니다...^^배달도 엄청빠르고 선생님들 께서 근래에 시켜먹었던 피자중에 최고 였다고 하내요...치즈스틱 꿀조합 정말 좋았습니다..^^,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(스위트고구마피자L),L 추가 선택(치즈크러스트 추가,씬도우 추가),추가 선택(치즈스틱5개))"
205,스위트고구마 피자 맛있어여~~,"스위트고구마 피자 L/1,포테이토 피자 L/1,콜라 1.25L/1"
206,굿!굿굿굿굿굿!완전 좋아요!,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(스위트고구마피자L),추가 선택(버팔로윙5개))"
207,피자는 항상여기서 시켜먹을정도로 너무 맛있습니다👍🏻 근데 이런말까지 안할려고햤는데 배달원분 서비스 그냥 엉망입니다 시비말투에 이래라 저래라 스트레스를 나한테 나푸는건지 진짜 화가너무많이낫습니다 왠만하면 다참는데 이번 배달원분은 정말엉망이십니다 그래도 피자는 짱짱,"슈퍼슈프림 피자 M/1,갈릭디핑소스/2,콜라 500mL/1"
208,치즈가 참맛있네요 잘먹었습니다,"치즈 피자 M/1(M사이즈 추가선택(치즈크러스트 추가,씬도우 추가))"
209,가격도 적당하고 맛도 괜찮습니다,스위트고구마 피자 L/1
210,배달 도 바르고 너무 맛시다,SET1（명품오리지널피자 L＋치즈스틱 5개＋버팔로윙 5개＋콜라 1.25L）/1(SET메뉴 피자선택(불고기피자L))
211,괜찮았어요 배달이 엄청 빨랏어요,슈퍼슈프림 피자 L/1
212,즈으으응말 좋았습니다 맛도 양도 좋았어요 라지는 남자 여자 둘이먹으면 딱 한판 다먹더군요,"포테이토 피자 L/1(L사이즈 추가선택(치즈크러스트 추가)),갈릭디핑소스/1,콜라 1.25L/1"
213,진짜 치즈가ㅜ남다르고 맛있음 넘좋음 추천,대박세트（오리지널크러스트 L＋치즈오븐스파게티＋콜라 1.25L）/1(명품 오리지널크러스트 선택(하와이언 피자L))
214,"정말정말 맛있었어요❤️ 양도 많고 토핑도 정말 푸짐하고.. 정말 맛있게 잘 먹었습니다. 다만 여기 갈릭디핑소스가 저한테는 너무 안맞네요ㅜㅜㅜ 약간 머스타드? 와사비? 향이 심하게 나서 갈릭맛 보다는 비린 맛이 강했여요ㅜㅜ 결국 추가한건 먹지도 못하고 버렸어요 흑흑,, 다른 분들 타프렌차이즈점이랑 소스맛이 다르니 유의하고 주문하세용! 아, 주문하실 때 콜라는 따로 같이 안나가니 추가 주문하셔야해요ㅎㅅㅎ","베이컨포테이토골드 피자 M/1(M 피자 치즈 추가(치즈크러스트 추가)),갈릭디핑소스/2"
215,맛있게 잘 먹었습니다. 근데 배달하시는 분이 한쪽으로 기울이셔서 피자가 한쪽으로 찌그러져 있네요... 다음부턴 배달에만 조금 더 신경 써 주세요,"명품 오리지널 피자 L 두판/1(명품오리지널두판피자（L）선택1(불고기피자L),명품오리지널두판피자（L）선택2(스위트고구마피자L))"
216,굿,"포테이토 피자 M/1(M사이즈 추가선택(치즈크러스트 추가)),콜라 500mL/1"
217,사진 못가져왔어요 진짜 토핑 푸짐 다만 캐쳡양념이 진해서 좀 짰어요 그거 빼면 맛있다,포테이토 피자 M/1
218,스파게티도주고맛좋고짱입니더,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(불고기피자L),추가 선택(버팔로윙5개)),갈릭디핑소스/2,피클/1"
219,완벽 그 자체. 한번 더 주문합니다,포테이토 피자 M/1(M사이즈 추가선택(치즈크러스트 추가))
220,짱!!!!!!!!!,슈퍼슈프림 피자 L/1(L사이즈 추가선택(치즈크러스트 추가))
221,저녁먹고 테레비에서 피자나오길래 배부른데도 먹고싶어서 주문했는데 정말 거짓말아니고 너무너무너무 맛있습니다 ㅠㅠ 혼자 반판을 먹어버렸네요 ㅠㅠ 사실 다 먹을 수 있을 것 같은데 신랑오면 좀 먹이려고요 ㅠㅠㅠㅠ 자주 주문하겠습니다!! 너무 맛있는 피자 정말 감사드려요!!!,포테이토 피자 L/1
222,맛ㄴㅅ게 잘묵엇어요,슈퍼슈프림 피자 L/1(L사이즈 추가선택(골드추가))
223,😁😁😁😁😁😁😁😁😁😁,"하와이언 피자 M/1(M사이즈 추가선택(치즈크러스트 추가)),버팔로윙 5개/1,콜라 1.25L/1"
224,넘모넘모맛잇게잘먹엇습니다,슈퍼슈프림 피자 M/1(M사이즈 추가선택(치즈크러스트 추가))
225,양도 적당하고 맛있네요,스위트고구마 피자 L/1
226,맛있어요~또먹어요~,슈퍼슈프림 피자 L/1
227,맛있었어요 다시 시키고 싶네요!,"대박세트（오리지널크러스트 L＋치즈오븐스파게티＋콜라 1.25L）/1(명품 오리지널크러스트 선택(포테이토 피자L),추가 선택 L(씬도우 추가)),핫소스 1개/2,치즈가루 1개/2,갈릭디핑소스/2"
228,많이 식어와서 좀 딱딱한 감이 있었네요.,슈퍼슈프림 피자 M/1(M사이즈 추가선택(치즈크러스트 추가))
229,맛있어요~~~~~~~,슈퍼슈프림 피자 L/1
230,양도 괜찮고 맛도 괜찮았습니다.,"SET1（명품오리지널피자 L＋치즈스틱 5개＋버팔로윙 5개＋콜라 1.25L）/1(SET메뉴 피자선택(핫치킨피자L),L 추가 선택(치즈크러스트 추가))"
231,오늘도 너무나 맛있습니다 치즈오븐스파게티도 맛있어요^^,"SET5（명품프리미엄피자L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(명품 프리미엄피자 선택(갈릭스테이크 피자),L 추가 선택(치즈크러스트 추가),추가 선택(치즈스틱5개))"
232,여기 맛집(브랜드)군요! 치즈 맛이 진짜 좋네요,허니버터 포테이토 피자 L/1(L사이즈 추가선택(치즈크러스트 추가))
233,배달왔을때 거의 식어있어서 치즈크러스트가 굳었더라구용..ㅠㅠ개인적으로 하와이안피자에는 햄+파인애플의 조합이 중요하다고 생각했는데 토마토소스 베이스+파인애플+치즈 끝이네용! 햄은 못찾았어요..ㅎㅎ 어딘가 모르게 아쉬운 맛이었어요. 양은 레귤러 시켜도 라지보다 조금 작은 크기에 6조각 나와서 3명이서 배불리 먹었네요! 맛은 그냥..ㅠㅠ,하와이언 피자 M/1(M사이즈 추가선택(치즈크러스트 추가))
234,포테이토 피자 강추 ^.^,"명품 오리지널 피자 L 두판/1(명품오리지널두판피자（L）선택1(포테이토피자L),명품오리지널두판피자（L）선택2(슈퍼슈프림피자L)),콜라 1.25L/1"
235,배달 빠르고 맛있습니다,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(하와이언피자L),추가 선택(버팔로윙5개))"
