,리뷰,메뉴
233,맛잇어요! 계속 시켜먹네요!,"굽네 갈비천왕/1,매콤 소스 추가/2"
234,배달이 40분 안에 바로 왔어요 감사합니댜,굽네 고추 바사삭/1
235,항상 여기서 시켜먹어요! 맛있어요오,반반A）오리지널 반＋볼케이노 반/1
236,첨으로 1인1닭을 했네요~ 맛나게 잘 먹었습니다~,굽네 볼케이노/1
237,오리지널 맛있었어요! 소스가 맛 있어서 찍어먹기 좋았어요,반반A）오리지널 반＋볼케이노 반/1
238,배달도 도착예정까진 안왔구요 음료도 사이다 시켰는데 콜라와서 정작 치킨이랑 음료랑 같이 먹을수있었던건 총 한시간 정도 됬을때였네요 ㅜㅜ,"굽네 갈비천왕/1,스프라이트 355ml/1"
239,매워 매워 닭다리 매워 매워,
240,진짜 고추바사삭 겁나 맛있음,굽네 고추 바사삭/1
241,맛나요맛나요맛나요마,굽네 볼케이노 순살/1
242,잘먹었어여 배갈도 빠르구요,굽네 고추 바사삭/1
243,맛있고 배달도 빨라요,굽네 양념 치킨/1
244,양도 그렇고 맛도 있었어요. 소스랑 같이 먹으면 더 맛있네요,굽네 고추 바사삭/1
245,맛있게 잘먹고 배달도 빠르네요~,굽네 고추 바사삭/1
246,굳 초이스~~~~~~~,"굽네 오리지널/1,배달 소주¸¸/1"
247,고추바사삭 맛있어요!!,굽네 고추 바사삭/1
248,다 좋은데 2-3개가 안익어서 물렁물렁하게 왔어요 씹다 뱉음,굽네 스윗 볼케이노/1
249,고추바사삭 맛있어요,"굽네 고추 바사삭/1,매콤 소스 추가/1,코카 콜라 500ml/1"
250,고추바사삭은언제나ㅡ진리ㅡㅋ 맛잇엇어요ㅡ 배달도빠르고,굽네 고추 바사삭 순살/1
251,양만 좀더 많음 좋겠어요~~~^^,"굽네 오리지널 순살/1,스프라이트 1.5L¸/1"
252,맛있어요정말루딘짜후,굽네 스윗 볼케이노/1
253,맛있습니다 소스에 밥까지 비벼먹었어요,굽네 갈비천왕/1
254,엄 음 엄 뻑뻑살 반 이여서 좀 아쉬웠어용 ㅠㅠㅠ 양념이 엄청 맛있고 맛이 체고에여,"굽네 갈비천왕/1,코카 콜라 1.25L¸¸/1"
255,잘먹엇습니다 ~ ㅎㅎ,"굽네 허니멜로/1,굽네 스윗 볼케이노/1,굽네 고추 바사삭/1,코카 콜라 1.25L¸¸/1"
256,아이가 좋아해서 자주 시켜 먹어요.,굽네 갈비천왕/1
257,기대했던것 보단 별로..... 순살 기대했는데 너겟 같은 느낌에 많이 딱딱하고 맛은 나쁘지 않음,"굽네 고추 바사삭 순살/1,딥치즈＋웨지 감자/1,추가-마그마소스/1"
258,맛나고 맛나고 깔끔하고 좋아요,"굽네 오리지널 순살/1,굽네 웨지 감자¸¸¸/1,코카 콜라 500ml/1"
259,맛있게 잘먹었습니다!!!,굽네 고추 바사삭 순살/1
260,진짜 맛있네요 배거파서 순살을 순삭?했네요;;;;ㅋㅋㅋㅋ,"굽네 고추 바사삭 순살/1,각무 추가/1,스프라이트 1.5L¸/1"
261,늘여기서만 시켜요 배달 친절하심!!,굽네 고추 바사삭/1
262,굿굿 맛있어요 굿굿굿굿,"굽네 볼케이노 순살/1,코카 콜라 1.25L¸¸/1"
263,개맛잇음 많이 파시오.~~~~,"굽네 오리지널 순살/1,배달생맥주 1000ml¸/1,배달 소주¸¸/1"
264,Goodgoodgood,"굽네 허니멜로/1,스프라이트 1.5L¸/1"
265,죠큼 짰지만 그래도 그맛으로 먹는 갈비천왕 달짠달짠,"굽네 갈비천왕/1,스프라이트 1.5L¸/1"
266,너무 맛있어요 ~~ ㅋ,굽네 스윗 볼케이노/1
267,믿고먹는 볼케이노 다음번엔 갈비천왕 시켜먹을려구용 배달은 썩 빠르진 않아요 물론 느린건 아니지만... 음... 올려나? 할 때 쯤 안오고 언제오지? 할 때 쯤 와요 ㅋㅋ,"굽네 볼케이노 순살/1,코카 콜라 1.25L¸¸/1"
268,ㆍㅈㆍㅅㄴㅇㄴㅇㄴㅇㄴㅇㄴㅇㄴㅇ,굽네 오리지널 순살/1
269,진짜 딱 제가먹고싶었던 그 달콤매콤한 양념치킨이었어요.. 아 밥비벼먹으면쵝오,굽네 양념 치킨 윙/1
270,맛있게잘먹었다고하네요 담에도잘부탁드립니다~,굽네 볼케이노 순살/1
271,배달이 겁나 빨르네요 😁😁😁😁👍,굽네 갈비천왕/1
272,"치킨도 맛있었지만, 배달 해주신 직원분이 굉장히 친절하셨어요^^ 맛있게 잘 먹었습니다!","굽네 허니멜로/1,굽네 오리지널/1,굽네 고추 바사삭/1,굽네 딥치즈/1"
273,맛있게 잘먹었어요~~~~^^,굽네 오리지널/1
274,굽네 오리지널 다음날 부대끼지 않아서 좋아요.,굽네 오리지널/1
275,굽네는 치킨도 치킨이지만 소스류가 너무 맛있고 특히 마블링 고블링 소스가 일단 모든 치킨이랑 다 어울려서 너무 좋음,"두마리）오리지널＋갈비천왕/1,마블링 소스 추가/1,고블링 소스 추가/1,햇반 추가（쌀:국내산）¸/2,모짜렐라치즈/1,쌀떡볶이/1"
276,아무리축구하는날이어도 그렇지 2시간다되서 도착햇구요 너무늦길래 취소하려고 전화 몇통이나햇는데 연결되도 다 끊어버리더라구요 취소도안되고 오지도않고....어쩌라는건지 2시간다되서왓는데 치킨은 다 식어잇구요...노답이네요,굽네 고추 바사삭/1
277,ㄷㅂㅎㄱㅅㄱㅊㅂㅈㅂㅈㅅㄱㅌ,"굽네 오리지널 순살/1,스프라이트 1.5L¸/1"
278,너무 맛있고 배달도 빠르네요 앞으로 많이 이용하겠습니다,굽네 갈비천왕/1
279,굽네는 뻑살말고 다릿살유명하지 않나요??? 유독 오늘 뻑살 잔치네요. 그리고 두마리 시켰는데 고추바사삭에는 날개 하나가 없고 갈비천왕에 날개 3개 들어가있었어요. 보기에는 그럴사 하지만 막상 먹으려고 집으니까 너무 허접하게 주셨네요. 신경써서 담아주세요.,"굽네 핫 갈비천왕/1,굽네 고추 바사삭/1"
280,맛있었어요 굽네는 엿시 볼케이노,굽네 스윗 볼케이노/1
281,"음 맛있어요 !! 맛있는데 약간 잔 뼈들이 많이 씹혀서 조금 .. 아쉽네용 .. 그래두 짱 맛있어요 ,,","굽네 오리지널/1,달콤 소스 추가/1,코카 콜라 500ml/1"
282,치킨은? 불케이노!!,굽네 볼케이노 순살/1
283,빠른 배달 감사합니당 맛있게 먹을게요~,"굽네 오리지널 순살/1,추가-마그마소스/1"
284,회먹다가 모자라서 시켰는데 소스가 한몫하네요 ㅎㅎㅎ짱맛있!!,"굽네 허니멜로 순살/1,코카 콜라 1.25L¸¸/1"
285,두번째 사먹는데 맛나요. 많이파세요,굽네 고추 바사삭/1
286,순살이다보니 양은 적지만 고객이 요청하는것을 최대한 반영해주시네요. 언제나 감사하며 사랑합니다 굽네!,굽네 볼케이노 순살/1
287,넘 맛잇게 잘먹엇어요 애들이랑 ㅎㅎ,"반반A순살）오리지널 반＋볼케이노 반/1,딥치즈＋웨지 감자/1"
288,배달이 너무 오래 걸려서 치킨이 눅눅했어요,굽네 고추 바사삭 순살/1
289,허니멜로 첨먹어봤는데 맛있네요 양도많구 잘먹었습니다,"굽네 허니멜로 순살/1,굽네 딥치즈 순살/1"
290,"배송 빠르고, 고소하게 굽혔네요.",두마리）오리지널＋오리지널/1
291,넙넙 맛있다는거~~쵝오~~~~,굽네 고추 바사삭/1
292,잘먹었습니다~~~~~~~~~,"굽네 오리지널/1,소스 추가/1,각무 추가/1,굽네 웨지 감자¸¸¸/1"
293,믿고먹는굽네ㅋ 오리지널맛있어요,반반B）오리지널 반＋갈비천왕 반/1
294,고추바사삭은 먹을때마다 만족스러워요.,굽네 고추 바사삭 순살/1
295,갈비천왕이 답이지요!!,굽네 핫 갈비천왕 윙/1
296,맛있었어요!! 허니멜로 처음먹어보는데 괜찮더라구요!! 근데 어제부터 허니멜로 시키면 파우치준다고 해서 시킨건데 파우치는 안왔네요 왜 그런거죠..??,"굽네 허니멜로/1,마블링 소스 추가/1"
297,응암점보다 여기가 훨씬 맛잇어요,"굽네 고추 바사삭 윙/1,고블링 소스 추가/2"
298,너무너무 맛있게 먹었스빈다:),"굽네 오리지널/1,볼케이노소스 추가/1"
299,늦은시간이였는데 배달도 빠르고 맛도 잇지만 양이 조금 아쉽네요ㅜㅜ,굽네 갈비천왕 순살/1
300,빨리 배달되어서 좋아요~^^,
301,기름이 빠진듯 하여 담백하니 조아요,반반A）오리지널 반＋볼케이노 반/1
302,잘 먹었습니다.감사합니다.,
303,처음 시켜먹었는데 맛있어오 !!굳굳,굽네 고추 바사삭/1
304,잘먹었습니다.,굽네 고추 바사삭/1
305,자주시켜먹는데맛있고친절하십니다.,
306,쵝오에요 넙넙 맛있어요^^,각무 추가/1
307,역시 고추바사삭 허니멜로 단짠 최고,"굽네 허니멜로/1,굽네 고추 바사삭 순살/1"
308,다른집은 순살안파는데 팔아서 좋았어요,굽네 고추 바사삭 순살/1
309,맛 최고인데 양이 작아요 ㅜㅜ 배달 시간 정확해서 좋구요^^,"굽네 갈비천왕/1,코카 콜라 1.25L¸¸/1"
310,잘먹었습니다. 약간 퍼석함이 있었지만 굽네치킨 좋아해서 그런거 다 필요없엇네요.,굽네 오리지널 순살/1
311,이곳 친절하고 사장님도 친절하시고 양도 절대 변하지 않아요,"굽네 볼케이노 순살/1,마그마소스 추가/2"
312,항상 시켜먹는 곳이예요 ㅎㅎ 쿠폰제가 끝나서 아쉽 ㅠㅠ,굽네 고추 바사삭/1
313,빠른 배달 감사합니다.,반반A）오리지널 반＋볼케이노 반/1
314,신메뉴 난 그냥그랫음,
315,굽네는 역시 오라지날~,굽네 갈비천왕/1
316,매번 여기서 시켜먹는데 닭 비린내도 안나고 맛있어용 !,반반A）오리지널 반＋볼케이노 반/1
317,맛있네요 또먹을게요,"굽네 갈비천왕/1,왕중왕 소스 추가/1"
318,맛 배달은 만족하였으나 양이 많이 부족하였습니다,반반B）오리지널 반＋갈비천왕 반/1
319,ㅈㅂㄴㅂㄴㄱㄴㄱㄷㅈㄱ,"굽네 오리지널 순살/1,스프라이트 1.5L¸/1"
320,배달친절신속정확하네요,"굽네 스윗 볼케이노 순살/1,마블링 소스 추가/1"
321,조카들이랑 같이 먹었는데 맵다고 하면서도 맛있다고 한조각도 안 남기고 다 먹었어요 ㅎㅎ 쿠폰제도가 없어져서 아쉽네요ㅠㅠ,굽네 고추 바사삭/1
322,항상 맛잇음 굳굳ㄸㄷㅇㄸ,"굽네 고추 바사삭/1,각무 추가/1,코카 콜라 245ml/1"
323,맛있게 잘 먹었습니다. 감사합니다.,"굽네 오리지널 순살/1,굽네 볼케이노 순살/1"
324,굽네치킨을 항상 시키면 늘 들어가있던 계란도 빠져 있네요 지점마다 다 틀리게 나오는게 존 별로네요,굽네 오리지널/1
325,나들이가서 맛있게 먹었네요,굽네 갈비천왕/1
326,또먹을게요다음에또먹을게요,굽네 갈비천왕/1
327,굽네가 진리인듯요;;;;;;;,"굽네 볼케이노 순살/1,스프라이트 1.5L¸/1"
328,맛있어요~~~~ 믿고먹는 굽네 고바 ㅋㅋ처음에 찍었어야 됐는데 너무 맛있어서 먹다가 중간에 찍음ㅋㅋㅋ,굽네 고추 바사삭/1
329,맛있습니다 괜찮아요 치맥했어요,반반B）오리지널 반＋갈비천왕 반/1
330,갈비천꿀맛 ㅎㅎㅎㅎ,굽네 갈비천왕/1
331,잘먹었습니다..........,굽네 핫 갈비천왕/1
332,역쉬 굽네 맛있어요,"굽네 핫 갈비천왕/1,굽네 스윗 볼케이노/1"
333,잘 먹었습니다.감사합니다.,굽네 볼케이노 순살/1
334,매운거 잘 못먹었는데 스윗버전나와서 진짜 맛있게 매워서 좋았어요 많이시켜드세요,굽네 스윗 볼케이노/1
335,역시나 볼케이노는 맛있죠 금세 먹어서 사진은 없습니닿ㅎ,굽네 스윗 볼케이노 순살/1
336,배달 빠르고 좋아요~~,반반A）오리지널 반＋볼케이노 반/1
337,믿고 시켜먹는 곳중 한군데 ㅋㅋ,굽네 갈비천왕 순살/1
338,이상하게오늘은 뭔가메말라있었음 치킨이 척촉하지않고 팍퍽함,굽네 고추 바사삭/1
339,진짜생가보다맛있습니더,굽네 핫 갈비천왕/1
340,맛있었어요 ㅎㅎㅎ 배달도 빨랐구요!,"굽네 갈비천왕/1,코카 콜라 1.25L¸¸/1,배달 소주¸¸/2"
341,ㅊㄴㅂㄴㄱㄷㅈㄱㅅㅂㅅㅂ,"굽네 오리지널 순살/1,코카 콜라 1.25L¸¸/1"
342,맛있어요 담에도 또 시켜먹을게요,굽네 볼케이노/1
343,생각보다 배달이 빨리왔어요~ 그런데 익힐때 조금더 익혀주셨으면 좋겠네요ㅠㅠ 대체적으로 만족합니다!,"굽네 오리지널/1,스윗 볼케이노소스 추가/1"
344,감사합니다.맛있게 잘먹었습니다.,굽네 오리지널/1
345,소스가 너무 부족하네요,굽네 볼케이노/1
346,배달이 좀 느려서 치킨 식어왔네요. 갈비천왕 맛은 좋았습니다.^^,굽네 갈비천왕/1
347,잘 먹겠습니다 비 오는 날에도 따뜻하게 배달 해 주셔서 감사합니다.,굽네 볼케이노 순살/1
348,갈비천왕 맛은 역시는 역시네요,굽네 갈비천왕/1
349,배달시간이 좀만 더 빠르면 완뱍할 듯 합니다♡,굽네 고추 바사삭 순살/1
350,굽네 볼케이노는 역시 너무맛있네요 그리고 치킨무 하나 더 달라고 부탁드렸는데 총 3개나 주셨더라구여 사장님 센스 짱이에요 ❤️,굽네 볼케이노/1
351,굽네는 순살이지요 허허,굽네 오리지널 순살/1
352,맛은 있으나 생각보다 양이 적네요 ㅋ,굽네 핫 갈비천왕/1
353,정말 광고처럼 맛있었어요.^^,굽네 갈비천왕/1
354,배달직원도 친절하고 맛있어요,두마리）볼케이노＋갈비천왕/1
355,되게 괜찮았음ㅎㅎ 다음에 또 시킬듯,굽네 갈비천왕 통다리/1
356,갈비천왕은 사랑입니다ㅎㅎ,반반B）오리지널 반＋갈비천왕 반/1
357,맛이께잘모고쑤훕니이다하,굽네 오리지널 순살/1
358,배달도 빠르고 맛있어요ㅎㅎ,굽네 갈비천왕/1
359,고추바사삭인데 바삭하진않음...그래도 맛은있음....그리고 치킨무가 상태가 안좋음...,"굽네 고추 바사삭/1,코카 콜라 1.25L¸¸/1"
360,핫갈비천왕 맛있어여!,굽네 핫 갈비천왕/1
361,soso~~~~했습니다,굽네 고추 바사삭/1
362,맛나요맛나요맛나요맛나요,굽네 갈비천왕/1
363,ㅅㅈ슥ㅈㄱ븍ㄱㅅ븍그ㅡ기,반반B）오리지널 반＋갈비천왕 반/1
364,배달시간에 대해서는 긍정적임,굽네 오리지널/1
365,ㄹㅇ맛집 또시킬거애요,"굽네 갈비천왕 순살/1,마그마소스 추가/1"
366,맛잇엇음요. 배달은 45분 걸린다고 했는데 50분 걸렸지만 핫갈비천왕 엄청 맛있네요 ㅋㅋㅋㅋ 굿굿이에요,굽네 핫 갈비천왕/1
367,기름기 많지않아 좋았어요. 4살 아들과 맛있게 먹었어요. 양이 적어 보였는데 셋이 먹었는데 양 괜찮았어요. 성인남자셋이 먹긴 적은감이에요. 배달 45분 걸린댔는데 30분정도 걸린것같아요.,반반B）오리지널 반＋갈비천왕 반/1
368,늘 맛있습니다. ^^,"굽네 갈비천왕 순살/1,왕중왕 소스 추가/1"
369,맛있어요! 두명이서 먹는데 확실히양이적은듯... 밥비벼먹으니 순삭해버렸네요~,반반C순살）볼케이노 반＋갈비천왕 반/1
370,맛있어요 10자를 맞ㅊ,굽네 갈비천왕/1
371,리뷰쓰라고..올동안 배달이안와서./ 약간그랫지만..맛잇어요,반반A순살）오리지널 반＋볼케이노 반/1
372,처음 먹어봤는데 너무 맛있내요~ 또 시켜먹고 싶은 메뉴입니다.,굽네 고추 바사삭/1
373,배달이넘느림치킨은 아주맛난,굽네 고추 바사삭/1
374,처음먹어보는데 맛있어요! 다음에 재주문 의사 있어요.,"굽네 볼케이노/1,배달생맥주 1000ml¸/1"
375,밥과 같이 먹으면 반찬이,굽네 갈비천왕 순살/1
376,무난하게 맛있게먹었습니다.,"굽네 딥치즈/1,코카 콜라 1.25L¸¸/1"
377,폭립굿 고추바사삭욍 넘맜있어요~,굽네 폭립/1
378,"추운 날씨에 예상시간보다 일찍와주셔서 너무 감사했구요, 치킨맛은 뭐 말안해도ㅎㅎ 맛있어요.","반반B순살）오리지널 반＋갈비천왕 반/1,배달생맥주 1000ml¸/1,배달 소주¸¸/1"
379,보기에는 양이 적어보였는데 뼈가 살이많아서 그런지 은근 많더라구요 맛있어용 ~~~~~~~♡ ♡,반반A）오리지널 반＋볼케이노 반/1
380,치킨에 머리카락 칭칭 감겨서 있네요. 신경 좀 써 주세요. 애기가 먹는것인데. 일단 머리카락은 빼 내고 먹지만 입맛 버렸네요.,굽네 볼케이노 순살＋쌀떡볶이/1
381,어우 첨먹는데 개꿀맛!,굽네 갈비천왕/1
382,닭을 너무 많이 구워서그런지 엄청 뻑뻑해요,"굽네 갈비천왕/1,굽네 오리지널/1,굽네 웨지／케이준 감자¸¸/1,코카 콜라 1.25L¸¸/1"
383,맛있어요. 좋아요.,굽네 오리지널 순살/1
384,좋습니다 치킨양도 넉넉하고 맛도좋고 굽기도 좋고,
385,맛있었어요~ 배달시간이 좀 오래 걸리긴 했지만요^^;,반반C）볼케이노 반＋갈비천왕 반/1
386,굿,굽네 갈비천왕/1
387,세상에서 젤 맛있는 듯 진짜 갈비천왕최고 ㅠㅠㅠ 배달은 한시간 가까이걸려서 별 뺐어요~~~~,굽네 핫 갈비천왕/1
388,갈비천왕 넘뭐넘뭐맛있어용,굽네 갈비천왕 순살/1
389,배달~맛~~~모두만족합니다,굽네 고추 바사삭 윙/1
390,빠르고 좋았어요,굽네 갈비천왕/1
391,맛있어요 ~~~~~~~~,"굽네 고추 바사삭 윙/1,굽네 볼케이노 통다리/1,마블링 소스 추가/4"
392,양이 조금 적은 것 같았지만 맛있었어요👍🏻,"굽네 볼케이노 순살/1,각무 추가/1"
393,맛있게 먹었습니다 ~!,"굽네 핫 갈비천왕/1,파채＋파채소스/1,핫 왕중왕 소스 추가/1,코카 콜라 1.25L¸¸/1"
394,튤립닭발..최고!!,굽네 불닭발，/1
395,겁 나 맛있음!!!!!!!,굽네 갈비천왕/1
396,담백하니 맛있습니다 양은 좀 적네요 배달 짱 빠르구요 또 먹을게용!!,굽네 오리지널/1
397,아이가잘먹어요 밥하고먹으니맛있어요,굽네 갈비천왕/1
398,맛있게 잘 먹었어요,굽네 볼케이노 순살/1
399,애들이먹기에 너무나 좋아요,굽네 갈비천왕/1
400,갈비천왕 굿~!! 다음날 밥까지 볶아 먹음~!!,두마리）오리지널＋갈비천왕/1
401,맛있어여~다음에도 또 먹을꺼에여~~,"굽네 고추 바사삭/1,굽네 볼케이노/1"
402,맛있다,"굽네 갈비천왕/1,배달병맥주¸¸/1"
403,잠들어서 연락안됐는데조 끝까지 배달해주어서 감사해요~,
404,맛-남!,
405,갈비천왕 인정 맛은 최고!,
406,고기가 너무 퍽퍽하고 딱딱해서 먹기 힘들었어요. 예상시간보다 더 늦게 오셨는데 맛까지 그래서 남겼어요. 전엔 안 그랬는데 이번은 정말이지 꽝이었습니다.,
407,맛잇어유 ㅎㅎ자꾸 먹어도 안질려요 남김없이 다 먹게 됨,"굽네 오리지널 순살/1,보헤미안 스파클링（탄산수）- 라임 350ml/1"
408,굳,
409,갈비천왕 애들이 너무 좋아해요~ 애들이 살 발라서 밥에 놓아 먹는 걸 즐겨요~^^,"굽네 갈비천왕/1,반반B）오리지널 반＋갈비천왕 반/1"
