,리뷰,메뉴
214,소떡강정은 약간 교촌 허니콤보랑 비슷한 맛이었어요. 허니콤보 맛에 소시지랑 떡 들어있고 청양고추가 올라가있었어요!! 아 그리고 뼈도 있는 치킨이에요 참고하면 될 것 같아요~ 배달은 아주 빨랐어요 ㅋㅋ,소떡강정/1(추가메뉴(뿌링감자))
215,역시 뿌링클!!!! 치즈볼과 소떡소떡의 조합은 행복이에요ㅋㅋㅋㅋㅋㅋ 배달도 빠르고 좋았어요!,뿌링클＋뿌링치즈볼/1(추가메뉴(빨간소떡))
216,치킨은 항상 옳아여 ㅎㅎㅎ,뿌링클＋치즈볼/1(추가메뉴(뿌링감자))
217,별루임 ㅜㅜ 나의 취향은 아닌듯,뿌링클/1
218,맛있었습니다 감사합니다,"맛초킹（한마리）/1,콜라1.25L¸/1"
219,너무너무 맛있고 좋아여~,"뿌링치즈볼/1,달콤바삭치즈볼/2,뿌링뿌링소스/1"
220,배달도 빨리 오고 맛있었어요,뿌링클날개¸/1
221,"깨끗한 기름 쓰시는 것 같아요 맛있고, 배달원분 너무 친절하세요^^","해바라기후라이드치킨/1,달콤바삭치즈볼/1"
222,뿌링클 너무 짜서 먹다 버림. 나트륨 과다섭취로 죽을지도~~~ 뿌링클 주의해서 주문하셔요.,뿌링클/1
223,맛있게 잘먹었습니다,뿌링클＋뿌링치즈볼/1
224,너무 맛있게 잘 먹었어요 또 주문할께요,"맛초킹（한마리）/1,뿌링소떡/1,달콤바삭치즈볼/1"
225,맛있어요 또 주문할께요,치하오/1
226,양이좀적은데 맛있네요,"뿌링클/1,콜라1.25L¸/1"
227,아쉬운점없이 너무 좋ㅇ았어욤~~~~~,"뿌링클다리¸/1,달콤바삭치즈볼/1"
228,맛있어요 배달 빨라요,뿌링클다리¸/1
229,밥하고 먹음 넘나맛있어요~,"갈비레오/1(추가메뉴(치킨무)),달콤바삭치즈볼/3"
230,맛있습니다~~ 배달해주시는분 너무 친절하세요!,해바라기핫후라이드치킨/1(추가메뉴(양념소스))
231,배달 취소 하려고 매장에 전화했는데 매장에서는 안들겠다는 말도 안해주고 그냥 요기요에서 취소하세요 라고만 해주고 자기들이 안만들어서 안배달해겠다고는 말도 안하고 그냥 배달안해줬네요 계속 기다리다가 매장에 전화해보니 취소한 줄 알고 안만들었다고만하고 그럼 전화했을 때 매장에서 주문 취소는 못하지만 그냥 저희가 안만들고 배달안할테니 주문 취소는 요기요에서 하세요라고 말씀해주시면 저희는 계속 안기다렸을텐데 좀 어이없네요 전화에서 물어보니까 계속 짜증내면서 전화받으시고 제가 말하는 도중에 그냥 끊으시네요 이건 정말 아닌거같아요,뿌링클/1(추가메뉴(뿌링소떡))
232,치하오 시켜봤는데 맛있어요!! 감자랑 소떡꼬치도 맛있더라구요!! 맛있게먹었어요 ㅋㅋ,"치하오＋뿌링감자/1,뿌링소떡/1(추가메뉴(빨간소떡))"
233,배달도 빠르고 맛도 좋아요. 치즈볼은 좀 아쉽더라고요 ㅠ,후라이드＋치즈볼/1(추가메뉴(양념소스))
234,"맛있어요~~^^짱,~~~~","뿌링클/1(추가메뉴(양념소스,뿌링감자))"
235,다음에 또 주문할게요. 맛있게 잘 먹었습니다.,맛초킹（한마리）/1
236,배달빠르고 뿌링클은 역시나 맛있네요~,순살뿌링클/1
237,일단 바쁜시간일텐데 빠른 딜리버리 감사하고요 그래서 식지않아 잘 먹었어요 또 주문할게요,"붐바스틱/1(추가메뉴(뿌링뿌링소스,뿌링치즈볼))"
238,치하오 하오하오 니하오 ㅋㅋㅋㅋ사천탕슉 느낌의 치킨이었어요,"치하오/1,달콤바삭치즈볼/1"
239,맛있어요~~~좋아요,"뿌링소떡/1(추가메뉴(빨간소떡,뿌링치즈볼)),뿌링치즈볼/1(추가메뉴(뿌링뿌링소스))"
240,후라이드치킨 넘 맛있었어요,"해바라기후라이드치킨/1,콜라1.25L¸/1"
241,맛있어요 생각보다 맛있어요,"뿌링소떡/1(추가메뉴(뿌링뿌링소스,뿌링소떡,뿌링치즈볼)),뿌링치즈볼/1"
242,치즈볼 최고.... 뿌링클 최고.....,"뿌링클다리¸/1,달콤바삭치즈볼/1"
243,뿌링클 치즈볼 대박 존맛 ㅠ,"뿌링클/1(추가메뉴(빨간소떡,뿌링치즈볼))"
244,항상 맛있게 먹고 있어요,"빅콜팝/1(추가메뉴(양념소스)),케이준프라이/1(추가메뉴(양념소스))"
245,뿌링감자가 다 쏟아져서왓어요.ㅜㅜ신경좀더 써주셧으면 하네요..배달도 40분이랫는데 거의 1시간걸림..맛은 좋앗어요,후라이드 반／양념 반/1(추가메뉴(뿌링감자))
246,원래 다른 브랜드 치킨 좋아하는데 치레카는 종종 시켜먹어요 맛있네용,"치레카/1(추가메뉴(양념소스,치킨무))"
247,둘 다 맛있네요. 사진은 못찍었네요,"치하오/1,콜라1.25L¸/1"
248,맛있게 잘 먹었습니다~,뿌링클＋뿌링치즈볼/1
249,맛초킹 완전 맛있어요^^!!,맛초킹（한마리）/1
250,다른 BHC보다 닭이 신선한것같아요! 튀김 기름도 깔끔한 편이구요,뿌링클/1
251,치킨은 여기가 최고네요 겉은바삭 속은 촉촉 시골계신 어머니가 오셔서 시켜드렸는데 너무 맛나시다 하시네요 감사합니다^^,"후라이드 반／양념 반/1(추가메뉴(치킨무)),뿌링감자/1(추가메뉴(치킨무,뿌링감자)),생맥주1000cc/1"
252,엄청 바쁘셨는지 배달도 한시간정도걸렸는데 감자가 좀 눅눅해졌더라구요 치킨도 좀 식었고 그래도 맛있게 먹었습니다,"치하오/1,뿌링클＋뿌링감자/1,생맥주1000cc/1"
253,맛있게 잘 먹었습니다,"뿌링클날개¸/1(추가메뉴(커리딥소스,양념소스))"
254,역쉬 맛나용~~~~~~,해바라기후라이드치킨/1
255,진짜 jmt 배달생각보다빨라서조흠,뿌링클/1(추가메뉴(뿌링치즈볼))
256,맛있어요. 치츠볼이랑 뿌링클 넘 좋아요,"순살뿌링클/1(추가메뉴(뿌링치즈볼)),콜라1.25L¸/1"
257,완전 바삭하고 맛있어요 배달도 친절하시구요~~,치레카/1
258,배달도 빨리오고 맛있네요ㅎㅎ,양념치킨/1
259,맛있게 잘 먹었습니다,"빅콜팝/1(추가메뉴(양념소스)),케이준프라이/1(추가메뉴(양념소스))"
260,뿌링클만 세번째 시켜먹는건데 이번에는 닭다리 부분이 두쪽 다 안 익은 상태로 왔습니다... 신경안쓰고 먹다가 큰일날뻔 했어요.,뿌링클＋치즈볼/1
261,쁘링클 아이들이 너무좋아해서 치즈볼과같이시켰어요 배송빠르고 맛있어요 good~~^^,뿌링클/1(추가메뉴(뿌링치즈볼))
262,순살은양이적지만 맛있었어요,"순살바삭클/1,달콤바삭치즈볼/1"
263,맛있데 잘 먹고 있어요,순살뿌링클/1
264,맛있어요 신메뉴 먹었어요,"미니콜팝/1,뿌링소떡/1(추가메뉴(뿌링소떡)),달콤바삭치즈볼/1,콜라500ml/1,뿌링뿌링소스/1"
265,레알 밥더덕입니당~~!,해바라기핫후라이드치킨/1
266,친절하시고맛있어요.,"뿌링클/1,해바라기후라이드치킨/1"
267,배달해주시는분 친절하시고 맛잇어요!,"맛초킹＋치즈볼/1,양념＋치즈볼/1"
268,맛나요 사장님 친절하세요,뿌링클/1
269,맛있었요.배달도 좋아요^^,뿌링클＋뿌링치즈볼/1
270,배달도 빠르고 배달하시는분도 친절하ㅅㅔ요~ 맛있어용 ㅋㅌㅋㅌ,"맛초킹（한마리）/1,달콤바삭치즈볼/1"
271,갈비레오 맛 좋네요 비x큐 스모크 말고 이거시켜먹을거에요,"갈비레오/1,뿌링빅콜팝/1"
272,믿고먹는 치킨 맛있게 잘먹었습니다 말씀 안드려도 소스도챙겨주시고 감사해요~~,해바라기후라이드치킨/1
273,너무 맛있었어요옹 자주 시켜먹을거 같네여,"뿌링클/1,달콤바삭치즈볼/1"
274,평타!!!!!!!!!,"뿌링클HOT/1(추가메뉴(뿌링뿌링소스)),달콤바삭치즈볼/1,콜라1.25L¸/1"
275,평소보다 오늘 약간 실망~ 맛도 살짝 양도 좀 작은거 같고 배달도 늦고 많이 바쁘셨나 봅니다~,치하오/1
276,다른 뿌링클 집은 따로 가루 골고루 뿌려주세요 ㅠㅠ 해도 그냥 무시하고 주는데 여기는 말 안 해도 잘 와서 너무너무 좋아요 ㅎㅎ,뿌링클/1
277,맛있어요 배달 빨라요,치하오다리/1
278,아이들이 이것만 시키내요.,"뿌링클/1,콜라1.25L¸/1"
279,처음먹어보는데 맛있어요 양은 처음보고 조금실망햇지만 배불러요,"순살뿌링클/1(추가메뉴(양념소스)),콜라1.25L¸/1"
280,양도 괜찮고 맛있어요~!!!,뿌링클/1
281,맛잇게 순삭햇슴다 ^^,순살뿌링클/1
282,신선한 맛이네요 배달도 빨라요~,치하오/1
283,역시 뿌링클은 최고아닙니까요 ㅠ,"뿌링클/1,달콤바삭치즈볼/1"
284,감사합니다 엄지척입니다,치하오순살/1
285,진짜 치즈볼은 행복,"달콤바삭치즈볼/2,커리딥소스/1"
286,와 치즈볼 너무 맛있어요ㅠ,
287,중국집에서 깐풍기보다 맛있어요,치하오/1
288,짱짱 맛있는 뿌링클~~ 감사합니다,뿌링클＋치즈볼/1
289,존맛존맛존맛 ㅋㅋㅋ,치하오순살/1(추가메뉴(뿌링뿌링소스))
290,맛 있네요. 치하오궁금해서 먹었는대 좋군요,"치하오/1(추가메뉴(머스타드소스,양념소스,치킨무))"
291,맛있습니다..양이적으니깐 쫌 아쉬운데..치킨 옷이 오늘은 많이 두꺼웠습니다..오늘은 배달도 빨랐습니다,
292,다리도 되게 크구 소스가 진짜 맛있더라구요. 2명이서 엄청 배부르게 먹었어여ㅎㅎ 진짜 추천합니다!!!😄,"뿌링클다리¸/1(추가메뉴(뿌링뿌링소스,치킨무))"
293,도착전에 배달완료가 떠서 당황했네요. 고거산 유의 하시면 됩니다..,
294,중말 맛나여 너무너무너무 좋아야 또 시켜먹어여지 ㅎㅎ,"붐바스틱/1,콜라1.25L¸/1"
295,주문한지 한시간을 훌쩍넘겼네요 전화했더니 방금 출발했다고 합니다 하지만 만든지 좀 됐는지 따뜻하게 먹어야 할 치킨이 다 식어있네요 ㅡ ㅡ,치하오/1
296,맛있어요..맵짠단예요 ㅎㅎ 양은 항상 아쉬우니깐...,치하오날개/1
297,가끔 시키는데 빠르고 좋아요,"빅콜팝/1,뿌링치즈스틱/1"
298,너무맛있어서 또시켜요.,"뿌링클/1,콜라1.25L¸/1"
299,최고! 짱 맛있습니당,"뿌링빅콜팝/1(추가메뉴(뿌링뿌링소스)),달콤바삭치즈볼/1,뿌링뿌링소스/1"
300,맛있게 잘 먹었습니다~,"빅콜팝/1(추가메뉴(양념소스)),케이준프라이/1,양념소스/1"
301,튀김옷 덜묻은거겠죠 세 조각이나 뜯어먹은것같은 튀김옷... 오해하겠어요,"맛초킹（한마리）/1,콜라500ml/1"
302,맛있었는데 치즈볼 사이즈가 다른지점보다 작았던 것 같아요,"뿌링빅콜팝/1(추가메뉴(양념소스)),달콤바삭치즈볼/1"
303,맛있어요 역시뿌링클이에요 배달도빨라서좋았어요,뿌링클/1
304,아들이 넘 좋아해요~ 자주 시켜먹네요^^,"빅콜팝/1(추가메뉴(양념소스)),케이준프라이/1,콜라1.25L¸/1,양념소스/1"
305,너무너무맛있어요🥔🥔🍠🍠🥐🥐,커리퀸다리¸/1
306,여러분!! 님이 무엇입니까? 언제나 그리운 이름입니다 우리가 사모하고 눈물 흘리며 오랜 세월을 목말라 해온 이름입니다 님은 바로 뿌링클의 낙원을 말하는 것입니다 여러분!!!,뿌링클/1
307,아이고맛나다아아아아,뿌링클다리¸/1(추가메뉴(뿌링뿌링소스))
308,예상시간보다 빨리와서 좋았구요 문의톡은 답변이 너무 늦어 짜증났네요,뿌링클/1
309,진짜 자주 시켜 먹어요ㅋㅋㅋ 응암행복점 최고,"뿌링클다리¸/1,달콤바삭치즈볼/1,콜라1.25L¸/1"
310,뿌링클은 무조건 응암행복점에서!! 다리살만 시켜서 먹는데 다리 진짜 통통하고 시즈닝도 많이 뿌려주샤서 항상 맛있게 먹고 있습니다,뿌링클다리¸/1
311,배달은 오래걸렸어요 그래도 bhc 👍👍,후라이드 반／양념 반/1
312,다음에는 돈 아끼지 말고 뿌링클 순살 시켜야겠어요 밀가루 튀김처럼 공갈인 것들이 많네요ㅠㅠ,"뿌링빅콜팝/1(추가메뉴(뿌링뿌링소스,양념소스))"
313,완전 맛있어요!!! 살도 보들보들 ㅎㅎ,후라이드 반／양념 반/1
314,좋아요^^ 신제품이라 시켜먹었는데.. 느끼함이있어요.,치하오/1
315,뿌링클 시켰는데 뿌링소스가 아예 안왔어요 .. 뭐죠 ㅜㅜ 아쉽네요,"뿌링클/1,달콤바삭치즈볼/1,케이준프라이/1,콜라1.25L¸/1"
316,배달이 너무너무 느려요ㅠㅠ 한시간 넘게 기다렸어요ㅜㅜ,뿌링클＋치즈볼/1(추가메뉴(뿌링뿌링소스))
317,순살이라 그런가 양이 조금 작은 것 같지만 배달도 빨리 오고 맛있게 먹었어요:),순살뿌링클/1(추가메뉴(뿌링뿌링소스))
318,잘먹었습니다 배송도 빠르고,"맛초킹＋치즈볼/1(추가메뉴(머스타드소스)),생맥주1000cc/1"
319,스트레스 해소엔 역시 뿌링빅콜팝입니당당 ㅎㅎㅎㅎㅎ계속 응암행복점에서만 시키게되네용 헤헤 최고입니다,"뿌링빅콜팝/1(추가메뉴(뿌링뿌링소스,커리딥소스))"
320,역시 최고에욤 뿌링클 매일먹고싶은 맛이에욤,뿌링클/1
321,진짜 맛있어요 다음에 또 시켜먹을게요,뿌링클/1
322,처음으로 커리딥소스도 시켰는데 맛있네요!! 오늘도 최고입니당😆😆 감사해용,"뿌링빅콜팝/1(추가메뉴(뿌링뿌링소스,커리딥소스))"
323,맛있어서 자주시켜 먹어요,뿌링클/1
324,울 아들 조카 다 맛있게 잘먹어서 좋네요~~,뿌링클/1
325,맛도 양도 괜찮아요!! 무엇보다도 배달해주신 분이 너무너무 친절하셨어요!!😊😊,뿌링클/1
326,이야 역시 응암행복점은 최고입니당❤️👍 오늘따라 양도 많은것같고 더 맛있어요😆 뿌링뿌링 소스는 잘못넣으신건지 ㅠ 아님 서비스로 주신지는 모르겠지만 두개가 왔네요!! 두번에 나눠먹는거 어떻게 아셨는지 >< 잘먹었었습니다,"뿌링빅콜팝/1(추가메뉴(뿌링뿌링소스,양념소스))"
327,매콤하면서 고소한 새로운맛 넘 맛있어요~,치하오/1
328,최악이네요...일단 먹긴했는데 치킨인지 기름인지 참....튀기고 기름에 담근줄알았어요.... 맘같아서는 다시 해달라고 전화할려다 배고파서 그냥먹었네여,"뿌링클/1,해바라기후라이드치킨/1"
329,역시 맛있네요!! 다음에도 먹을 거 같습니다,"뿌링클/1,콜라1.25L¸/1"
330,okokokokok,치레카/1
331,감사합니다........,"붐바스틱/1,생맥주1000cc/1"
332,뿌링클 순살이랑 치즈볼 시켰는데..배달은 정말 빠르고 좋았어요ㅎㅎ 사실 치킨보다 치즈볼 먹고 싶어서 시킨건데 치즈볼이 다른 지점에 비해 눅눅하다는 느낌이에요..반죽도 살짝 덜 익은것 같았구요ㅜㅜㅜ굉장히 기대하고 받았는데 슬퍼지는 저녁입니다...😭,"순살뿌링클/1,달콤바삭치즈볼/1"
333,역시 맛있네요 뿌링클,뿌링클/1
334,2000원 할인이라 주문했는데 맛쵸킹이 더 맛있는거 같애요,치하오/1(추가메뉴(치킨무))
335,맛있어요!!!👍👏👏😆,뿌링클날개¸/1(추가메뉴(뿌링뿌링소스))
336,빠른배 달 맛두있네요,해바라기후라이드치킨/1
337,치킨은 역시 JMT,"뿌링클/1,콜라500ml/1"
338,응암행복점 너뮤 좋아용❤️ 배달도 빠르고 맛도 좋아용😘 앞으로도 계속 이용할게용,"뿌링빅콜팝/1(추가메뉴(뿌링뿌링소스,양념소스))"
339,맛있어요 자주먹는 bhc,"치하오/1,해바라기후라이드치킨/1"
340,양도 많고 맛있네용,"뿌링빅콜팝/2(추가메뉴(뿌링뿌링소스)),달콤바삭치즈볼/2"
341,소스가 너무 많이 있어 치킨을 먹을 때 오히랴 더 맛이 좀 덜햤던 것 같아요,"뿌링클/1(추가메뉴(뿌링뿌링소스,치킨무))"
342,평일인데 배달도 늦었고... 그건 그렇다쳐도 닭상태가 메롱이고 뿌링클의 맛은 치즈가 기본인것을 치즈가 많이 부족했나봐요? 이런 뿌링클은 처음이네요. 참고하세요.,"뿌링클/1,콜라1.25L¸/1"
343,아주 맛나요~~~~!!!,치하오/1
344,맛있고 배달 빨라요 굿,치하오순살/1
345,맛 있 어 요 맛 읶,뿌링클/1
346,좋아요! 잘 먹고있습니다~,"후라이드 반／양념 반/1,콜라500ml/1"
347,굿맛 빠른배송 좋아요,
348,맛있게 먹었어요 수고하세요~~,뿌링클/1
349,항상 먹는 맛초킹 맛있어요,순살맛초킹/1
350,신메뉴라 시켜봤는데 괜찮았어요. 배달도 예상시간보다 훨씬 빨리 갖다주셨어요,치하오순살/1
351,?????? 1시간 넘게 배달 기다리고 있는데 안와서 전화해 봤는데 전화도 안받네요? 사이트도 준비중이라 뜨고 돈 결제까지 하고 기다리고 있는데 배달 오는건 맞나요?,"후라이드 반／양념 반/1,뿌링왕콜팝/1"
352,배달 빨라요 ㅎㅎ맛있어요,커리퀸다리¸/1
353,배달도 정확하고 맛도 좋네요,
354,늦은 리뷰지만 맛있어용!,"후라이드 반／양념 반/1,달콤바삭치즈볼/1"
355,따듯하고 바삭하고 너무 맛있게 먹었습니다.,달콤바삭치즈볼/1
356,치즈스틱에..치즈가없어요...한입 씹고 이상해서..ㅠㅠ 그리고 기름?같은것들이 주변에 너무 묻혀있었어요 ㅠㅠ 콜팝은 예전에 정말 맛있었는데 좀 오래된느낌..원래 여기 근방에 제일 맛있는 bhc인데 오늘은 쫌 실망이요 😭,"빅콜팝/1,뿌링치즈스틱/1"
357,맛나네여 앞으로 몇번 더 시킬듯,치하오/1
358,배달은 축구때문에 늦었지만 맛있게 먹었습니다,후라이드 반／양념 반/1
359,bhc는 항상 여기서 시켜먹는데 배달원분이 항상 친절하시고 배달도 빨라서 너무 좋아요! 맛은 항상 좋구요 ㅎㅎ,뿌링클＋치즈볼/1
360,배달 빨리왔어요! 맛있어요,치하오/1
361,배달시간 빼고 만족해요,"뿌링클/1(추가메뉴(뿌링뿌링소스,치킨무))"
362,맛있어서 또시켜요 이번엔딸이요,"뿌링클/1,콜라1.25L¸/1"
363,아들이 엄청좋아하네요,"뿌링클/1,사이다1.25L¸/1"
364,배달이 좀 늦게 왔어요,"뿌링클다리¸/1,달콤바삭치즈볼/1"
365,너무 좋습니다 여기서만 시켜먹는데 항상 만족합니다~!오늘도 힘내세요!,"뿌링클다리¸/1,달콤바삭치즈볼/1"
366,좋았어요~ 맛있게 잘 먹었어요,맛초킹（한마리）/1
367,맛나요~~~~~~~~~~,해바라기후라이드치킨/1
368,역시 맛초킹. 맛있습니다.,"맛초킹（한마리）/1,머스타드소스/1"
369,맛있게 잘먹었습니다. 따뜻하고 맛있네요.,"뿌링클/1(추가메뉴(뿌링뿌링소스)),달콤바삭치즈볼/1"
370,신메뉴 맛있네요 양념이 충분히 뭍혀지지 않아서 좀 하얘요 양념 자체 맛은 좋았는데 버무려진게 너무 부족하네요 ㅠㅠ 치즈볼은 바삭하고 맛나요,치하오＋치즈볼/1
371,항상 무난하게 맛있어용,"해바라기후라이드치킨/1(추가메뉴(양념소스)),달콤바삭치즈볼/1,양념소스/2"
372,겁나 맛잇어요!! 근데 양이 살짝 작은느낌 ㅠㅠ,맛초킹（한마리）/1
373,여기는 배달이 빨라서 좋아요 ㅎㅎㅎ 콜라 서비스 감사합니다! 정말 맛있어요,"빅콜팝/1,달콤바삭치즈볼/1"
374,맛있었어요~~~~!!!,치하오/1
375,배달빠르고 치하오 치즈볼 대박! 짱 맛잇어요 담에 또 먹을거에용,치하오＋치즈볼/1
376,배달도 빠르고 치킨도 따뜻하고 바삭해서 잘 먹었습니다. 치즈볼도 처음 먹어보는데 쫄깃하고 고소하고 맛있었습니다!,"후라이드 반／양념 반/1(추가메뉴(뿌링뿌링소스)),달콤바삭치즈볼/1"
377,으아아아아아아ㅏㅇㄱ 사진 한장으로 끝!! 조아요 행보갑니다...,양념치킨/1
378,냠냠했어요~~~~~,"해바라기후라이드치킨/1(추가메뉴(치킨무)),달콤바삭치즈볼/2"
379,첨 시켰는데 너무 맛있어요~~ 순살마쵸킹인데 고추가 좀 맵긴 했지만 그래도 맛있게 잘먹었습니다 무엇보다 배달이 너무 빨라서 감사했습니다 ~~,순살맛초킹/1
380,체인점도 지점마다 맛이다른데 여긴 맛있습니다~,"후라이드 반／양념 반/1,달콤바삭치즈볼/2"
381,비비큐 하실때부터 시켜먹었었는데 상호를 바꾸셔도 맛있습니다 배달하시는분이 항상친절하세요^^,해바라기후라이드치킨/1
382,맛있네요 딱 밥이랑먹으면 괜찮을정도 양도 남자혼자서 다먹을만하네요,갈비레오/1
383,빠른 배달과 친절하시고..바삭한 맛이 최고,"뿌링클/1,달콤바삭치즈볼/1,뿌링뿌링소스/2"
384,다 식은 치킨이 와서 먹다 남은 치킨 먹는 줄 알았습니다. 몇 시간 지난 치킨을 가져와서 누가 취소한 치킨 다시 보낸 줄 알았네요. 차갑지만 않았지 다 식은 치킨이었습니다. 상암점에서 먹은 치킨은 뜨끈하고 김이 모락모락 나서 바삭해서 굉장히 맛있었는데 여기는 다시는 안시킬듯 하네요.,후라이드 반／양념 반/1
385,배달하시는분도 친절하고 맛있어요,해바라기후라이드치킨/1(추가메뉴(양념소스))
386,후리이드 양념 다 맛있어요~~,후라이드 반／양념 반/1
387,맛있었어용ㅎㅎㅇㅇㅎ,해바라기닭다리후라이드치킨/1
388,맛이랑 양은 그저 그랬는데 배달 해주시는 분이 인사도 잘 해주시고 말도 걸어주시고 너무 착하셔서 좋았어요,뿌링클/1
389,치즈볼디 다 달라 붙었어욤,달콤바삭치즈볼/3
390,맛있었어여 뿌링클 가루도 많아서 만족함,순살뿌링클/1
391,맛은 좋은데 양이 넘 적다~,갈비레오/1
392,맛있뎌요맛있져어어어,"달콤바삭치즈볼/3,뿌링뿌링소스/1"
393,항상 친절하게 배달 해주시는 덕분에 치킨 도착과 동시에 행복이 배가 됩니당 ~~~! 사진을 못 찍었네요 ㅠㅠ 넘 급하게 막 먹음 👍 엄마가 기름 깨끗하다고 인정 하신 비에이치씨 ~~~,"뿌링클/1(추가메뉴(뿌링뿌링소스)),달콤바삭치즈볼/1,콜라1.25L¸/1"
394,치즈볼 맛있네요~ 맵스터는 양념을 너무 많이 버무려주셔서 밥이랑 먹었는데도 엄청 짰어요......ㅠㅠ,"맵스터/1,달콤바삭치즈볼/1"
395,맛있게 잘 먹었습니다~!,후라이드 반／양념 반/1
396,진짜 진짜 체고임다 ❤️,붐바스틱/1
397,맛잇네영 배달두 매우 정시를 지켜주시고 ㅋㅋㅋㅋ 아쉬운부분은 콜라 1.5리터루다가 추가하는 것이읍다는 것입니다,뿌링클/1(추가메뉴(요레요레소스（애플）))
398,양념 추가했는데 센스있게 배로 주시네요! 감사합니다.,해바라기후라이드치킨/1(추가메뉴(양념소스))
399,진짜 케이준 후라이 양 실화인가요~? 반만 담은듯한 양이네 ㅡㅡ,"맛초킹（한마리）/1(추가메뉴(치킨무)),케이준프라이/1"
400,잘먹었습니다 ㅋㅋㅋㅋ,소이바베큐/1
401,배송도 30분 일찍 왔고 배달원님도 너무 친절하시고 너무 맛있고 진짜 제발 응암 행복점에서 시켜드세요ㅠㅠㅠㅠ사랑합니다 ❤️❤️,"달콤바삭치즈볼/2,뿌링치즈스틱/1,뿌링뿌링소스/2"
402,정말 정말 맛있었습니다!!,뿌링클/1
403,맛있네요~~감사합니다!!,맛초킹（한마리）/1
404,간장치킨 먹는 맛이네요 맛잇네요,소이바베큐/1
405,후라이드 바삭하니 맛있어요,해바라기후라이드치킨/1
406,배달 빠르고 맛있어요~~,"양념치킨/1,생맥주1000cc/1"
407,먹다보니 사진을 깜 빡 했어요. 오늘 말복이라 안먹어본 메뉴 주문했는데 너무 맛있어요!!! 잘먹었습니다^^,소이바베큐/1
408,맛있어요,"뿌링클/1,케이준프라이/1"
409,배달 30분 정도 걸렸는데 바삭하고 뜨거운상태로 와서 잘 먹었습니다!,해바라기후라이드치킨/1
410,맛잇엇지만 양이 부좃햐서 조금아쉽,붐바스틱/1
411,굿 제입엔 마니 달긴한데 맛나여,맛초킹（한마리）/1
412,뭐가 아쉽네요 닭이 바뀐건가요??,후라이드 반／양념 반/1
413,엄청 빨리왔어요 감사합니다,붐바스틱/1
414,Goodgoodgood,"갈비레오/1,뿌링클/1,달콤바삭치즈볼/1"
415,뿌링클 소스를 배달 안해줬어요ㅠㅠㅂ 나중에는 3꼭 확인후 배달해주세요,"뿌링클/1,콜라1.25L¸/1,뿌링뿌링소스/1"
416,항상 기대에 딱~~~,맛초킹（한마리）/1
417,정말 빠른배달과 많은양이었습니다,해바라기후라이드치킨/1
418,너무 맛있고 배달도 빠르네요 조만간 또 시켜먹을 예정이에요ㅎㅎ,"붐바스틱/1,달콤바삭치즈볼/1"
419,배달 정확히 문자로 통보해준시간에 와서 좋았습니다!!!!! 다른곳은 안지켜지는 곳이 많은데 만족합니다~~,맛초킹（한마리）/1
420,맛있어요!배달도 빨랐어요!!좀 양이 적어요ㅠ,갈비레오/1
421,맛있어요,뿌링클/1
422,jmt존맛탱 진짜 맨날 여기서만 먹는데 닭다리 하나 어디다 두고 오셨나요 진짜 눈물나서 제대로 맛평가를 못 하겟네요 맛있었어용.......,후라이드 반／양념 반/1
423,맛있어요 배달도빠르시고 굿,"뿌링클/1,케이준프라이/1"
424,빅콜팝 양 진짜 혜자입니다ㅋㅋ 치즈볼은 언제나 맛있구요 배달도 만족ㅎㅎ,"빅콜팝/1,달콤바삭치즈볼/2"
425,배달도 빠르고 맛있었어요 고추가 있어서 좋았는데 살짝 매웠어요~,맛초킹날개¸/1
426,무난했습니다~~~~!!,맛초킹（한마리）/1
427,맛있습니다 감사합니다,맛초킹（한마리）/1
428,간장 치킨 먹는 느낌.. 치킨 식어서 와서 좀 별루네요~,소이바베큐/1
429,비 많이 왔는데도 하나도 안눅눅하고 맛있었어요! 감사합니다ㅎㅎ😊,뿌링클/1
430,역시 BHC는 응암행복점이에요ㅠㅠ 축구하는날이라 배달 늦을까 걱정했는데 40분만에 배달왔어요ㅠㅠ!! 잘먹고 있어요 늘 감사합니다,"순살소이바베큐/1,달콤바삭치즈볼/1"
431,맛있어요!! 자주 시켜먹을께요~,뿌링클/1
432,맛있었어용 또 시킬게요,"맛초킹（한마리）/1,콜라1.25L¸/1"
433,양념이 군데군데 잘 안발려진데가 있었어요,맛초킹（한마리）/1
434,3시간 기다리는 동안 전화한통도 없고 전화하면 안받는 응암행복 클라스,갈비레오/1
435,개맛짱맛 이 주위 후라이드중에 여기가 제일 맛잇어용,후라이드 반／양념 반/1
436,여기 지점이 최고입니다 ㅠㅠ 친절하시고 또 친절하세요!’ 음식은 당연 맛있고요 ㅠ 저번에 모르고 다른 점에서 시켰는데 시키고 너무 후회했어요 ㅠ 앞으로도 자주 이용할게요😍 행복합니다,"빅콜팝/1,뿌링치즈스틱/1"
437,쪼아요~~~~~!!!,뿌링클/1
438,맛있대요,순살치레카/1
439,맛있어요,뿌링클/1
440,치킨이 먹고 싶을때는 bhc 치킨이에요. 소스도 맛있고 바삭해서 강추입니다.,맛초킹（한마리）/1
441,맛있어요!시킬만해여,"후라이드 반／양념 반/1,생맥주1000cc/1"
442,맛있어요,"뿌링클/1,콜라1.25L¸/1"
