,리뷰,메뉴
177,배달도 예상시간맞춰오고 친절하시고 좋았어용!!땡초는 바삭하지않지만 엄청맛잇어요 안바삭해도됨ㅋㅋ소스맛이 진짜 맘에들었고 치즈치킨은 완전바삭하고 맛잇엇어요!!!반반치킨 굿~,"반반치킨/1(반반 선택(눈꽃치즈 반,땡초치킨 반))"
178,70분이라고하지말고 100분하시죠 8시 4분 주문에 9시 32분도착했으니 너무오래걸리네요 주문이얼마나많길래..,"순살반반/1(순살반반 선택(순살후라이드 반,순살매운양념 반))"
179,땡초치킨먹었는데 넘 맛있었어요,땡초치킨/1(추가메뉴(콜라추가1.25L))
180,"배달 때문에 여기서 다시는 안먹을듯 하네요..7시 57분에 주문해서 아직도 못받고 있습니다 70분 걸린다고 해서 60분째에 혹시 출발은하셨냐고 전화드리니, 출발안했다고 하셔서 주문취소 해달라고 하려했습니다.. 기사님이 도착하셨고 포장까지 다 해놓으셨다길래 그냥 있었는데 예정시간도 넘겼네요","순살세트/1(순살선택 1(순살후라이드),순살선택 2(순살양념치킨))"
181,1시간20분째.. 아직도 안왔네요 하 진짜..,후라이드치킨/1
182,맛있게 잘 먹었습니다. 맛도 양도 훌륭하네요. ^^,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반),추가메뉴(콜라추가1.25L))"
183,늘 시켜먹는곳 늘 실망시키지않아효 굳,멕시윙반반（후라이드＋양념）/1
184,너무 배고파서 먹다가 도중에 찍네요 ㅠ ㅋㅋ 후라이드가 특히 맛있습니다!! 또 시켜먹을거같아요,"순살반반/1(순살반반 선택(순살후라이드 반,순살양념치킨 반),추가메뉴(멕시감자))"
185,맛있게 잘 먹었어요,땡초치킨/1
186,초복때 맛있게 먹었습니다 과자같은 식감과 매콤한 치킨의 맛이 섞인 치토스한테서 헤어나올 수가 없네요 ㅋㅋ,"치토스치킨/1(추가메뉴(콜라추가1.25L,멕시감자))"
187,처음 먹어봤는데 맛있었어요~~,"순살반반/1(순살반반 선택(순살양념치킨 반,순살치토스치킨 반),추가메뉴(무추가)),땡초상하이볶음밥/1"
188,마늘치킨도 맛있었어요 감사합니다,"반반치킨/1(반반 선택(후라이드 반,마늘치킨 반))"
189,맛잇습니다!! 양도많고 추천드려요,"순살세트/1(순살선택 1(순살후라이드),순살선택 2(순살치토스치킨),추가메뉴(체다치즈볼))"
190,항상 잘먹고있엉노 ㄱㅅ,양념치킨/1
191,아이들입맛에 딱인듯이요 너무좋아해서 자주 시켜먹게 되네요,치토스치킨/1(추가메뉴(콜라추가1.25L))
192,맛있어요 아주굿입니디ㅣ,양념치킨/1
193,맛있네용ㅎㅎㅋㅋㅎㅎㅋㅋ,"투마리세트/1(치킨선택 1(후라이드),치킨선택 2(양념치킨))"
194,맛있어요.감자튀김도 추천합니다.^^,순살강정치킨/1(추가메뉴(멕시감자))
195,딱 정각에왔어요 노말한맛!,"투마리세트/1(치킨선택 1(양념치킨),치킨선택 2(골드치킨（간장）),추가메뉴(콜라추가1.25L))"
196,잘먹었습니당 감사합니당,골드치킨（간장）/1
197,잘먹엇습니다 !!!!!!,치토스치킨/1
198,다양한 소스 와 친절배달 좋았아오,"순살반반/1(순살반반 선택(순살후라이드 반,순살치토스치킨（콘스프맛） 반))"
199,눈꽃치즈의 맛이 굿굿굿입니다,"눈꽃치즈치킨/1,순살매운양념치킨/1"
200,배달 시간도 정확하고 맛도 있어서 정말 좋은 가게 에요 꼭 번창 하실수 있을꺼 같아요!,치토스치킨/1
201,처음먹어보는거라 기대했는데 정말 맛있었어요 근데 치토스과자도 주시는줄 알았는데 안왔더라구요 까먹으신건가요...ㅎㅎ 무튼 배달도 맞춰서 잘왔습니다!,치토스치킨（콘스프맛）/1(추가메뉴(콜라추가500ml))
202,맛있고 양도 많고 콜라도 서비스 주셨어요 할인도 10프로 더 해줘서 저렴하게 먹을 수 있었어요 멕시카나가 오랜세월 변치 않는 맛닭집 중에 하나지요 맛있게 먹느라 바뻐서 사진 찍는걸 잊었네요 사진이 없어도 맛닭집 맞아요,땡초치킨/1
203,맛있어용 양념 최고,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반)),체다치즈볼/1"
204,배송은 쫌 느린편..,순살후라이드치킨/1
205,처음 먹어보는데 괜찬았습니드,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반))"
206,반반치키느맛있게 먹엇엉ㅅ,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반)),생맥주 1000cc/1"
207,아직 도착을 안했어요ㅠㅠ 매번 시켜먹던 곳이라 빨리올줄알고 시켰는데ㅠㅠ 맛과 양은 좋았습니다,"치토스치킨/1,후라이드치킨/1"
208,두번째 시켜먹어요.오짬치킨이 너무 맛있네요.순살이 쫀득쫀득해요.,"순살반반/1(순살반반 선택(순살오짬치킨 반,순살치토스치킨（콘스프맛） 반))"
209,"오짬치킨이 너무 맛있네요,불맛도 나고 치밥 하기도 너무 좋아요.","순살반반/1(순살반반 선택(순살후라이드 반,순살오짬치킨 반))"
210,먹던그만 그생각나면 고고,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반)),생맥주 1000cc/1"
211,맛있어서 또 시켜먹었네요 친구랑 잘먹었어요,치토스치킨/1
212,치킨이 되게 깔끔하게 잘 튀겨졌네요 굿굿,"반반치킨/1(반반 선택(후라이드 반,골드（간장） 반)),맥주（병）/1"
213,너무 맛있어서 사진찍는걸 깜빡했어요 아이들이 너무 좋아해요,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반))"
214,배달도 예상시간보다 빨랏고 양도 꽤 푸짐하고 양념치킨도 맛잇엇어요 근데 간장치킨은 너무 짜네요 데리야끼처럼 살짝 단맛도 잇을줄 알앗는데 이건 짠맛말고는 아무맛도 안낫어요 치킨무랑 먹어도 짠맛이 날정도라 솔직히 간장치킨은 다시 안시킬것 같네요 그래도 다시한번 말하지만 양념치킨은 진짜 맛잇엇어요 양념맛이 짜기만한 간장치킨도 살리더라구요,"순살반반/1(순살반반 선택(순살양념치킨 반,순살골드（간장） 반),추가메뉴(콜라추가1.25L))"
215,불맛 살짝 맛있어요 중독입니다 ^^,오징어짬뽕치킨/1
216,항상 잘먹구 있으으으,순살후라이드치킨/1
217,"오랜만에 순살로 시켰는데 아주 바삭하고, 닭도 신선하고 맛있네요!","순살반반/1(순살반반 선택(순살후라이드 반,순살양념치킨 반)),생맥주 1000cc/1"
218,맛잇어여 맛맛맛맛맛맛,순살후라이드치킨/1
219,조아효 늘 시켜먹어요 오늘도 빨리 와주세용,멕시윙（후라이드）/1
220,맥시카나 오랜만에 주문했는데 신메뉴가 많아 놀랐어요!!! 담엔 치토스 먹을 거예용~,
221,매운맛 양념은 맛있어요,"순살반반/1(순살반반 선택(순살후라이드 반,순살매운양념 반))"
222,맛있고 배달도빨랐어요,"반반치킨/1(반반 선택(양념치킨 반,골드（간장） 반))"
223,늘 감사합니다. 맛있게 먹었어요,치토스치킨/1
224,배달빠르고 맛있네요,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반))"
225,양념치킨이 ㅈㅔ일 마싰어요,"투마리세트/1(치킨선택 1(양념치킨),치킨선택 2(후라이드)),처음처럼/2"
226,아ㅜㅜ 오늘 닭이 넘질겼어요 그리고 무엇보다 염지(밑간)가 하나도안되어있는듯했어요 반반시켰는데 양념닭을먹어도 닭자체가싱거워서 ㅜㅜ 여기몇년째 단골인데 이런적은처음인듯ㅜ 맥주도미지근하고ㅜ,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반)),생맥주 1000cc/2"
227,맛도있고 양도푸짐해요,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반))"
228,후라이드반 땡초반 시켰는대 올라가있는 고추 가 없내요? 원래없나요?,"반반치킨/1(반반 선택(후라이드 반,땡초치킨 반))"
229,맛있게 잘먹었옷.,"순살반반/1(순살반반 선택(순살후라이드 반,순살양념치킨 반))"
230,빠르고 맛있게 먹었습니다,양념치킨/1(추가메뉴(콜라추가1.25L))
231,아이들이 먹어도 자극적이지 않아서 너무 좋아해요. 배달도 빠르고 맛있어요. 감사합니다!^^,"투마리세트/1(치킨선택 1(후라이드),치킨선택 2(양념치킨))"
232,이벤트 아닐땐 배송 빠르네여,순살후라이드치킨/1
233,끝장업체임 그냥 믿고 가셈,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반))"
234,치코스 치킨은 솔직히 기대이하임,치토스치킨/1
235,맛나게먹고보니 사진이없네요,"투마리세트/1(치킨선택 1(후라이드),치킨선택 2(후라이드),추가메뉴(콜라추가1.25L,무추가))"
236,행사 기간이었어서 그런가요? 투마리치킨이 주문메뉴에 빠져있더라구요 ㅡㅡ 그래서 아쉽지만 한마리만 ㅎㅎㅎ 따뜻하개 오는 치킨이 먹고 싶을땨 추천,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반))"
237,엄마가 양념은 멕시카나만 먹어서 시켰습이다 다른데는 달아서 안좋아하시는데 여기거는 맛있다고 하십니다,양념치킨/1
238,맛있어요정말배달도빨라요,후라이드치킨/1
239,너무 맛있어요~ 땡초 치킨이 정말 맛있슴니다ㅜㅜ,"투마리세트/1(치킨선택 1(치토스치킨（콘스프맛）),치킨선택 2(땡초치킨))"
240,먹던그맛임 배달적당함,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반)),생맥주 1000cc/1"
241,맛있어요 소스도 맛남,후라이드치킨/1
242,맛있습니다. 전문 강정만 하는 집은 아니다보니 완전한 강정느낌까진 어니지만 일반 양념치킨보단 좀 더 느낌있어서 구별은 됩니다 소스가 쪼금 나무 단 느낌은 있지만 굿,강정치킨（뼈）/1
243,처음시켜 먹었는데 배달도빠르고 맛도 좋아요,"순살Mr.김치킨/1(추가메뉴(콜라추가1.25L,멕시감자))"
244,양념이 살짝 단편이라 약간 아쉬워요,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반))"
245,순살로 시켰는데 야구 보면서 먹으면 좋은 것 같네요.,순살후라이드치킨/1
246,배달도 빠르고 잘 먹엇습니다,양념치킨/1
247,쿠폰이랑 할인해서 저렴하게 먹었어요^^ 넘나 좋은 것 ㅜㅜㅜㅜ 쿠폰 할인행사 자주 있음 좋겠네요ㅎㅎ 김치킨 너무 맛있어요. 콜라도 큰거 주셔서 감사감사~ 잘 먹었습니다 사장님! 번창하세요~~!!,"반반치킨/1(반반 선택(후라이드 반,Mr.김치킨 반))"
248,근ㄷ굳굳좃아요좃아요,양념치킨/1
249,배달도 빠르고~맛있넹용^^,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반))"
250,땡초치킨 맛있어요~~,"반반치킨/1(반반 선택(후라이드 반,땡초치킨 반))"
251,할인자주해서 너무조아요,"치토스치킨/1(추가메뉴(무추가)),처음처럼/1"
252,양념도 맛있고 후라이도 맛있었어요 다만 한번에 하려고 담아둬서 그런건지 종이박스가 습기억 젖어서 와서 살짝 눅눅해서 아숴웠어요,"순살세트/1(순살선택 1(순살후라이드),순살선택 2(순살양념치킨))"
253,아주 맛이 좋아요.,땡초치킨/1(추가메뉴(체다치즈볼))
254,오랜만에시키는데 맛있어요^^땡초순살맛있게맵네요ㅋ양도많아요ㅋㅋ주말인데 배달도 생각보다오래안걸렸어요^^,"순살반반/1(순살반반 선택(순살후라이드 반,순살땡초치킨 반),추가메뉴(콜라추가1.25L))"
255,잘먹엇습니다 다음에도 시켜먹을게요,치토스치킨/1
256,이벤트로 2시간이상걸려서 옴 가격이 좋아서 다용서되네요 ㅎㅎ,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반),추가메뉴(멕시감자))"
257,할인할때 시켜서 그런지 엄청 오래걸렸네요 치토스치킨은 개인적으로 좀 물리네여,치토스치킨/1
258,그냥 최악ㅋㅋ 기름덩어리야뭐야 그리고 치킨 잘못가져다줘놓고 대처가 참ㅋㅋㅋㅋ 양반치킨으로 바꾸세요,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반))"
259,땡초매니아인데 순살로 시켜봤어요. 엄마는 매운걸 못드셔서 후라반땡초반으로 시켰는데 둘다 맛있어요. 순살이 다리살 가슴살 적절하게 섞여있어 좋네요.,"순살반반/1(순살반반 선택(순살후라이드 반,순살땡초치킨 반))"
260,야들이 좋아하시는 분들은 다시 한번 생각하세요 뻑뻑이가 반이상입니다,"순살반반/1(순살반반 선택(순살후라이드 반,순살양념치킨 반))"
261,치토스 치킨 너무 맛있어요ㅠㅠ,"순살반반/1(순살반반 선택(순살양념치킨 반,순살치토스치킨 반),추가메뉴(콜라추가1.25L))"
262,언제나 맛있습니다 감사합니다~,"투마리세트/1(치킨선택 1(후라이드),치킨선택 2(양념치킨))"
263,배달이 조금 늦긴했는데 맛있었어요,치토스치킨/1
264,아이와 함께 잘 먹었어요,"투마리세트/1(치킨선택 1(후라이드),치킨선택 2(양념치킨))"
265,"맛도 양도 최고네요 !!ㅋㅋ 오늘 따라 매운게 땡겨서 추천받은 땡초치킨 하나, 체다치즈볼 하나 시켰는데 진짜 맛나게 잘 먹었네요 ㅎㅎ",땡초치킨/1(추가메뉴(체다치즈볼))
266,맛도 있고 양도 좋은데... 배달 잘못 걸리면... 어휴 주문한지 2시간째인데 아직 출발 안했다네요. 취소하려해도 본사에서 전화나 상담원 연결도 안되고... 배달음식으로 저녘끼니 때우려다가 폭풍 야식이 되어버렸습니다. 배달시간 잘 확인하세요 ㅠㅠㅠ,"반반치킨/1(반반 선택(후라이드 반,땡초치킨 반),추가메뉴(무추가)),생맥주 1000cc/1"
267,인생치킨 .... 다시만나요 땡초치킨 불만제로 기다린만큼 맛있으니까~ 긍정마인드로~ 행복하세요 ~,땡초치킨/1
268,이벤트 중이여도 따뜻하고 튀김도 바삭하네요 ! 땡초치킨은 처음 먹어보는데 고추장양념같은데 뒷맛이 깔끔해서 좋아요 잘 먹을께요 !,"반반치킨/1(반반 선택(후라이드 반,땡초치킨 반))"
269,맛있어요~~~~~~~,"순살양념치킨/1,땡초상하이볶음밥/1"
270,바쁘셔도 체크 잘하셔야겠어요 철사 씹다 치아나가겠습니다,골드치킨（간장）/1(추가메뉴(콜라추가1.25L))
271,이벤트기간인데 빨리 받았습니다. 잘 먹겠습니다~,"순살반반/1(순살반반 선택(순살후라이드 반,순살양념치킨 반))"
272,맛있게 잘 먹었습니다,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반),추가메뉴(콜라추가1.25L))"
273,진짜 잘먹었습니다ㅎㅎ,마늘치킨/1(추가메뉴(콜라추가1.25L))
274,배달이 예상시간보다 늦어서 눅눅하게 올까봐 걱정했는데 기우였네요~,양념치킨/1(추가메뉴(콜라추가1.25L))
275,배달은 1시간 걸렸어요 행사기간이라 일부러 배달 여유있게 기다리려고 저녁먹고 야식으로 시킨건데 ㅎㅎ 생각보다 빨리오셔서 더 좋았어요 ㅎㅎ 맛있게 잘 먹었습니다 ~~^^,후라이드치킨/1
276,치킨 먹기 너무 힘들었습니다 30분정도 기다려서 치킨도착 근데 주문한치킨이 아님 첨 배달이 잘못되고부터 꼬이기 시작했네요 사람이 하는 일이라 그럴수 있다 생각해서 기다렸습니다 근데근데 저희집 치킨이 다른집으로 가서 그쪽분이 먹었나봐요 30분쯤 기다렸는데 치킨에 뼈가 있네요 다시 전화합니다 상황 말씀드리고 치킨 받는데 다시 30분 치킨 먹기 너무 힘든날이네요 그래도 사장님이 친절하게 해주셔서 잘 먹었습니다,오징어짬뽕치킨/1
277,배달 신속하고 닭크기도 크고 짜지 않아 좋습니다.,후라이드치킨/1
278,다들 요즘은 요기요가 대세라구요. 아시겠어요??ㅋㅋ 간만에 양념치킨 존맛탱이용♥ㅋㅋ 근데.. 쏴장님.. 전 처음처럼만 먹습네다..ㅠㅠ 오늘은 진짜 요기요 이벤트 역대 최초로 30분만에 받았네요 ㅋ 가만 생각해보니.. 이벤트 시작과 함께 오픈하면 엄청나게 주문이 밀려와서 매출이 많이 나오실텐데.. 1시간이나 늦게 여신걸 보니.. 윽박충들이 많아서 일부러 늦게 여신듯.ㅠㅠ 다들 이벤트때는 좀 여유를 갖고 시킵시다.. 전 전에 2시간 반만에도 받았는데도 넘 맛나서 별 다섯개 달아줘요. 좀 서로서로 배려하면서 맛난 치킨을 먹어보아요 ㅋ,"양념치킨/1,처음처럼/2"
279,드디어 맛집을 찾았습니다!! 튀김도 깨끗하고 깔끔해요^^ 양념맛고 굿굿!앞으로 멕시카나로 주문고고~ 사장님 덕분에 맛있는 한끼 했습니다^^ 감사합니당,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반))"
