,리뷰,메뉴
0,배달도 빠르고 맛있었어요,찹찹스테이크/1
1,맛있어요~ 고기양이 조금 더 많았으면 좋겠다는 생각은 들지만 새우도 통통하고 맛이 괜찮아서 좋아요ㅎㅎ,찹찹새우등심/1
2,고기가 연하고 고소해요 재주문의사 있음,찹찹스테이크/1
3,맛있어요 야채가 많아요~,찹찹새우등심/1
4,마이써요 냠뇸냠쪕쨥,"찹찹새우등심/1,칠성사이다 페트 500ml/1"
5,요즘같이 더울때 요리하기 정말 짜증나죠..ㅜㅜ고기는 먹고싶고 ㅎㅎㅎ 스테이크 포장깔끔하니 좋습니다~,찹찹새우등심/2
6,맛있어요 야채도 다양함,찹찹매콤치킨/1
7,매콤하면서 아주 맛있어요,찹찹매콤치킨/1
8,나쁘지않았습니다 굿,"찹찹스테이크/1,찹찹새우등심/1"
9,맛은 확실하네요!,"찹찹스테이크/1,찹찹매콤치킨/1"
