,리뷰,메뉴
65,음식을 빼먹어용..,"Best 디저트팩/1,갓양념치킨 1조각/1,핫크리스피치킨 1조각/1,NEW 징거버거/1"
66,맛있어용 그냥 지려버립니다용,"NEW 징거버거세트/1(사이드변경(텐더떡볶이교환),음료변경(콜라)),트위스터세트/1(사이드변경(후렌치후라이),음료변경(코크제로교환)),스위트칠리소스/2"
67,맛있음다음에도 먹고싶은맛,"갓양념치킨 6조각/1,롱치즈스틱/1,코카콜라¸/1,환타오렌지/1"
68,맛잇어영 ㅋㅋㅋㅋㅋ,"갓양념치킨 1조각/1,블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/1,오리지널치킨 1조각/1,코울슬로/1,콘샐러드/1"
69,디저트팩시키면 원래 딸기잼 하나 안주나용..??.?.. 두개먹을라고 추가한건뎅 하나뿐이네여... 흡 ㅠ,"Best 디저트팩/1,블랙라벨치킨 1조각/1,치킨불고기버거세트/1(사이드변경(통오징어바이트 5조각교환),음료변경(콜라)),스위트칠리소스/1,딸기잼/1,올쉐킷치즈시즈닝/1"
70,배달 늦은건 그렇다 치고 디저트세트는 주문했는데도 왜 안보내주셧죠 환불해주세요 감자튀김에 케찹하나없고~ 서비스 엉망이네요,"Best 치킨팩/1,Best 디저트팩/1,NEW 타워버거/1"
71,왜 맨날 케찹 빼먹는거죠 kfc는 케찹 없나요 맛은 있었습니당,"블랙라벨 에그타워버거세트/1,NEW 징거더블다운맥스세트/1(사이드변경(후렌치후라이),음료변경(코크제로교환))"
72,이번엔 배달도 빠르고 괜찮았네요,"에그타르트/1,후렌치후라이（M）/1"
73,맛있어요!!! 추천,"블랙라벨치킨 1조각/2,핫크리스피치킨 1조각/1,오리지널치킨 1조각/1,비스켓/1"
74,야간에 배달이 되서 좋아요,"블랙라벨치킨 1조각/2,핫크리스피치킨 1조각/2,오리지널치킨 1조각/1,콘샐러드/1"
75,치킨을 좋아하지 않는 사람두 진짜진짜 맛있게 먹었습니다 배달도 빠른 편이었구요~! 양이 많아 남겼었는데 에어프라이어에 데워먹으니 맛있었습니다 잘 먹었습니다!,"갓양념치킨 1조각/3,블랙라벨치킨 1조각/3,핫크리스피치킨 1조각/3,오리지널치킨 1조각/3"
76,?? 배달 20분만에 옴 ; 치킨나이트 행보케여~~~~ 딸기잼 하나 더시킬껄 휴.,"블랙라벨치킨 1조각/1,블랙라벨 에그타워버거/1,비스켓/1,버터/1,오렌지쥬스/1"
77,1+1 이벤트 좋아요,블랙라벨치킨 1조각/5
78,버거에 치킨이 너무 질기고 힘줄이 군데군데 그대로 있어서 이 빠지는 줄 알았어요..,"핫크리스피치킨 1조각/2,블랙라벨클래식버거세트/1(사이드변경(후렌치후라이),음료변경(콜라)),트위스터/1"
79,심야 치킨은 홍대점에서 ㅎㅎ,"핫크리스피치킨 버켓세트/1,비스켓/3"
80,늦은 시간에도 빠른 배달 감사합니다,핫크리스피치킨 버켓세트/1
81,맛있어용 맛있엉!!!,핫크리스피치킨 버켓세트/1
82,배달 엄청 친절하고 음식도 맛있어요^^,"베스트디저트팩/1,핫윙 2조각/1,롱치즈스틱/1,콘타르트/1,비스켓/1,코울슬로/1"
83,배달도 빠르고 역시 케이엪씨 맛잇어요,핫크리스피치킨 버켓세트/1
84,배달 따뜻하게 잘왔습니다 배달하시는분께서 친절하셔서 기분이 좋았습니다,"핫크리스피치킨 1조각/2,블랙라벨 에그타워버거/1"
85,정말 양념치킨은 정말 드셔보세요,"갓양념치킨 1조각/2,트위스터/1,비스켓/1,콘샐러드/1,딸기잼/1"
86,good～～～～～^ω^,"핫크리스피치킨 1조각/1,NEW 타워버거/1,에그타르트/2,스위트칠리소스/1"
87,오리지널 맛있어요 양념 맛있어요 크리스피 짭짤해요 방금 튀긴듯 맛있어요,"갓양념치킨 1조각/1,블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/1,오리지널치킨 1조각/2"
88,배달도 빠르고 맛있네요,"베스트디저트팩/1,NEW 치킨도버거도세트/1"
89,배달도빠르고맛있습니다,"핫크리스피치킨 1조각/3,트위스터/1,코울슬로/1,페트콜라（500ml）/1"
90,24시간 열어서 좋고 배달도 빨라요,"핫크리스피치킨 1조각/2,NEW 징거버거/1,비스켓/1,코크제로/1"
91,처음 시켜봣는데 배달 빠르고 맛있음,"블랙라벨치킨 1조각/2,오리지널치킨 1조각/2,비스켓/4"
92,1+1 이벤트 사랑합니다,"블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/2,오리지널치킨 1조각/2"
93,블랙라벨 생각보다 괜찮앗어요,"블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/3,스위트칠리소스/1,버터/5"
94,배송빠르고 맛있습니닷,"블랙라벨치킨 1조각/4,스위트칠리소스/3"
95,배달도 빠르고 대행기사분도 친절하시고 이래저래 기분좋게 잘먹었습니다,"오리지널치킨 1조각/2,NEW 징거버거세트/1(사이드변경(통오징어바이트 5조각교환),음료변경(코크제로교환)),코울슬로/3"
96,날씨 탓인지 치킨이 좀 눅눅했지만 배달이 15분만에 와서 좋았어요!,"블랙라벨치킨 1조각/2,버터/15,페트콜라（500ml）/1"
97,맛있게 잘 먹었습니다. 감사합니다.,"핫크리스피치킨 1조각/1,트위스터/1,비스켓/2,버터/2,환타오렌지/1"
98,치킨 나이트 완전 좋아요!,"왕갈비 오븐치킨 1조각/2,갓양념치킨 1조각/1,핫크리스피치킨 1조각/1,에그타르트/1"
99,먼 홍대에서 홍제까지 배달 해주셔서 감사합니다 근데 저녁 10시 부터는 배달이 안되나요 11시는 너무 늦네요 ㅠㅠ,"갓양념치킨 1조각/1,블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/2,오리지널치킨 1조각/1"
100,맛있어요굿굿~~~~~~,"왕갈비 오븐치킨 1조각/2,갓양념치킨 1조각/3,오리지널치킨 1조각/2"
101,맛있어요,"왕갈비 오븐치킨 1조각/3,블랙라벨치킨 1조각/2"
102,That man was very cute.,"NEW 치킨도버거도세트/1,갓양념치킨 1조각/1"
103,맛있게 잘먹었슴당.,블랙라벨치킨 1조각/8
104,굳굳 맛있게잘먹었습니다.,"블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/1,트리플리치오리지널버거/1,콘샐러드/1"
105,치킨이 젤 맛남 .. 밤에만 쌈 ㅋㅋㅋ,"블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/1,오리지널치킨 1조각/1,콘샐러드/4"
106,할말이 없음 .. 맨날 먹어서,"블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/2,후렌치후라이（M）/1,콘샐러드/2"
107,배달도 빠르고 맛있네요,Summer버거팩/1
108,갓양념치킨 느무 제스탈이예요~~,"갓양념치킨 1조각/1,블랙라벨 에그타워버거세트/1,트위스터/2,비스켓/3"
109,이렇게 역대급으로 맛없는 건 처음입니다. 치킨에게 사과하셔야 합니다.,"왕갈비 오븐치킨 1조각/1,블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/1,트리플리치오리지널버거/1"
110,Jmt zl리는 치킨,"갓양념치킨 1조각/1,블랙라벨치킨 1조각/2,핫크리스피치킨 1조각/1,오리지널치킨 1조각/1"
111,"배달이 엄청 빨랐어요! 갓양념, 오리지널 맛있게 먹었어요~","베스트디저트팩/1,갓양념치킨 1조각/2,오리지널치킨 1조각/1,캔콜라/1"
112,배딜 빠르고 좋내요,"왕갈비 오븐치킨 1조각/1,핫크리스피치킨 1조각/4"
113,맛은 상당히 안정적,"핫크리스피치킨 1조각/2,블랙라벨클래식버거세트/1(사이드변경(치킨너겟 4조각교환),음료변경(콜라))"
114,크리스피 치킨 맛있네요 쿠폰까지 주셔서 잘먹었습니다,"왕갈비 오븐치킨 1조각/1,핫크리스피치킨 1조각/3,코울슬로/1"
115,마시시시라아아아하하ㅏㅎ,트리플리치오리지널버거팩/1
116,맛있어요ㅎㅎㅎㅎㅎㅎ,"왕갈비 오븐치킨 1조각/1,갓양념치킨 1조각/1,블랙라벨치킨 1조각/1,NEW 징거버거/1"
117,먹을만했어요! 엄청 배가고파서 새벽에 급하게 시켰는데 다 먹었네요 ㅎ,"치킨불고기버거세트/2(사이드변경(후렌치후라이（L）교환),음료변경(콜라))"
118,오리지날 맛있어요 역시KFC,"베스트디저트팩/1,오리지널치킨 1조각/2,NEW 징거버거세트/1(사이드변경(후렌치후라이（L）교환),음료변경(코크제로교환)),코울슬로/1"
119,새벽에 술먹고 집 와서 술김에 주문했는데 와구와구 다먹었어용ㅋㅋㅋㅋ낮에 뜨는 kfc는 배달도 늦고 뭐 맛도 어쩌고저쩌고해서 걱정했는데 흐물흐물 하지도 않고 완전 맛있게 왔어용 냠,"핫크리스피치킨 1조각/1,오리지널타워버거 세트/1(사이드변경(후렌치후라이),음료변경(콜라)),에그타르트/1"
120,배달이 빠르고 좋네요,"갓양념치킨 1조각/2,블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/2"
121,맛있게 먹었어용ㅎㅎ,"NEW 치킨도버거도세트/1,콘샐러드/1"
122,21시 이후 1+1 은 진리.,"베스트디저트팩/1,갓양념치킨 1조각/1,핫크리스피치킨 1조각/1,오리지널치킨 1조각/1,캔콜라/1"
123,치킨나이트 저렴해서 종종 시켜먹는데 오늘은 유난히 치킨상태가 덜튀겨진건지 오래된건지 눅눅하고 이상했어요ㅜㅜ,"왕갈비 오븐치킨 1조각/1,블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/1,오리지널치킨 1조각/1,코울슬로/1"
124,배달도 빠르고 맛있었어요~,"베스트디저트팩/2,오리지널치킨 1조각/2"
125,배달 느린거만 빼면 가성지 개꿀임,"갓양념치킨 1조각/2,핫크리스피치킨 1조각/3"
126,기본 1시간임. 근데 이해해야죠 뭐,"갓양념치킨 1조각/2,핫크리스피치킨 1조각/3"
127,빠른배달 짱임 .새벽인데 ..,"블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/1,오리지널치킨 1조각/1,콘샐러드/3"
128,배달안 좋은데 튀김이 너무 눅눅해요 바삭함을 전혀 느끼고싶지 않으면 시켜먹으세요,"갓양념치킨 1조각/1,블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/3,페트콜라（500ml）/1"
129,빠릅니다 맛있습니다,"베스트디저트팩/1,블랙라벨치킨 1조각/2,오리지널치킨 1조각/2"
130,맛있었어요. 감사합니다. 잘 먹었습니다.,"핫크리스피치킨 1조각/2,오리지널치킨 1조각/1"
131,너모너모맛있어요~!,트리플리치오리지널버거팩/1
132,심야1+1ㅎㅎ 맛있는 KFC믿고 먹습니다~~,"블랙라벨치킨 1조각/3,올쉐킷치즈/1,코울슬로/1"
133,배달은 천천히 왔지만 맛있었어요ㅎㅎ,"갓양념치킨 1조각/3,핫크리스피치킨 1조각/3"
134,항상맛나요~~~~~,"핫크리스피치킨 1조각/1,NEW 핫치즈징거버거세트/1(사이드변경(비스켓교환),음료변경(콜라)),스위트칠리소스/1,딸기잼/1"
135,감자튀김이 좀 퍽퍽하긴 했지만 나머지 다 괜찮아서 만족합니다. 오늘도 맛있게 잘 먹었습니다. 늦은 시간 배달해주신 기사님께 감사를~^^,"핫크리스피치킨 4조각/1,트위스터/1,에그타르트/1,후렌치후라이（L）/1,콘샐러드/1"
136,바삭바삭하진 않았어요 그래도 괜춘함,"NEW 치킨도버거도세트/1,핫크리스피치킨 1조각/1"
137,잘 먹었어요. . .,"갓양념치킨 1조각/2,오리지널치킨 1조각/3"
138,주문을 받지 말던가 한시간이 훨씬 지나서 왔네요,"블랙라벨 에그타워버거세트/1,텐더스트립스 4조각/1"
139,맛있어요!!!!ㅡㅡㅡㅡ,"갓양념치킨 1조각/2,핫크리스피치킨 1조각/1,오리지널치킨 1조각/1,코울슬로/1"
140,언제나 한결같은맛 추천합니다,"NEW 치킨도버거도세트/1,텐더스트립스 2조각/1"
141,너무맛있어요 감튀도여 그런데 햄버거도 큰사이즈 있음 좋겠어요,"오리지널치킨 1조각/3,비스켓/1,코울슬로/2,코크제로/1"
142,다식어서옴 ㅜㅜ 감자도ㅜㅜ,"핫크리스피치킨 1조각/1,오리지널치킨 1조각/1,NEW 징거더블다운맥스/1,트위스터/1"
143,배달이라 눅눅해지는 것 빼고는 쏘쏘한듯,Summer버거팩/1
144,맛있게 먹었습니다 kfc 짱,"갓양념치킨 1조각/2,핫크리스피치킨 1조각/3,오리지널치킨 1조각/3,코울슬로/1,콘샐러드/1"
145,그럭저럭 나쁘지 않네요,"NEW 징거버거세트/1(사이드변경(후렌치후라이),음료변경(콜라)),NEW 타워버거/1,텐더스트립스 2조각/1"
146,사진 없어도 다들 아실듯 난 여기꺼 좋아...,"핫크리스피치킨 6조각/1,핫크리스피치킨 1조각/1"
147,심야점 너무 좋아여...케엪씨 배달돼서 행복합니당,"갓양념치킨 1조각/1,오리지널치킨 1조각/1,후렌치후라이/1,비스켓/2,코울슬로/1,페트콜라（500ml）/1"
148,맛있게먹엇어용 ㅎㄹ,"NEW 치킨도버거도세트/1,코울슬로/1,버터/1,생수/1"
149,요즘 여기에 빠짐 치킨,"핫크리스피치킨 1조각/3,비스켓/1,코울슬로/1,캔콜라/1"
150,예정보다 배달이 너무 빨리 와서 딴짓하고 있다가 기사님 오신 소리 못 듣고 기사님이 전화하게 만들었...... 죄송해요^^; 허벅지랑 날개 야무지게 챙겨 주셔서 감사합니다. 맛있게 잘 먹었습니다.,"핫크리스피치킨 4조각/1,블랙라벨클래식버거단품/1,트위스터/1,에그타르트/1,후렌치후라이（L）/1,콘샐러드/1"
151,전화도 배달도.. 너무 무책임하네요 아쉽습니다 맛은 있었어요,"갓양념치킨 1조각/1,핫크리스피치킨 1조각/2,블랙라벨 에그타워버거세트/1,코울슬로/1"
152,맛있네요ㅎㅎㅎㅎㅎㅎ,"갓양념치킨 1조각/1,블랙라벨치킨 1조각/1,NEW 징거버거세트/1(사이드변경(롱치즈스틱교환),음료변경(콜라))"
153,배불러영 후욱후욱 살찐다,"왕갈비 오븐치킨 1조각/2,갓양념치킨 1조각/1,핫크리스피치킨 1조각/2"
154,굿굿입니다~~~~!!,"블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/1,NEW 타워버거세트/1(사이드변경(후렌치후라이),음료변경(콜라)),롱치즈스틱/1,스위트칠리소스/2"
155,치킨은 역시 케이에프씨 입니다 ..맛이~,"블랙라벨치킨 1조각/2,핫크리스피치킨 1조각/1,오리지널치킨 1조각/2,콘샐러드/1"
156,핵 맛있어요 배달도 빨라요!!!,"갓양념치킨 1조각/2,블랙라벨치킨 1조각/2,핫크리스피치킨 1조각/2"
157,코울슬로를 시켜는데 안 받았어요..또한 토마토소스도 없네요...,"베스트디저트팩/1,NEW 핫치즈징거버거세트/1(사이드변경(후렌치후라이（L） 교환),음료변경(환타오렌지교환)),버터/1"
158,오리지날만 먹느다 역시 진리,"오리지널치킨 1조각/2,비스켓/1,코울슬로/2"
159,역시 치킨은 kfc 오리지날짱~,"오리지널치킨 1조각/2,NEW 징거버거세트/1(사이드변경(코울슬로교환),음료변경(콜라)),올쉐킷치즈/1,비스켓/1,코울슬로/1"
160,마시시서어어옹ㅅ용ㅅ요,트리플리치오리지널버거팩/1
161,치킨나이트가 짱이에여,"갓양념치킨 1조각/1,핫크리스피치킨 1조각/2,오리지널치킨 1조각/2"
162,치킨나이트 굿입니다,"왕갈비 오븐치킨 1조각/2,갓양념치킨 1조각/2,핫크리스피치킨 1조각/1,스위트칠리소스/1"
163,맛있게 잘먹었습니다,트리플리치오리지널버거팩/1
164,그냥배고파서먹지,"핫크리스피치킨 1조각/1,블랙라벨 에그타워버거세트/1,코울슬로/1,코카콜라¸/1"
165,음식이 덜 온것 같은데 지금은 영업시간 이후네요확인해주세요,"갓양념치킨 1조각/2,블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/1,텐더떡볶이/1,스위트칠리소스/3"
166,맛나게 잘먹었습니다,"왕갈비 오븐치킨 1조각/1,핫크리스피치킨 1조각/1,NEW 징거버거세트/1(사이드변경(코울슬로교환),음료변경(환타오렌지교환)),NEW 징거더블다운맥스/1,핫윙 2조각/1,코울슬로/1"
167,오늘은 치킨이 많이 식긴했지만 저렴하게 잘먹었습니다,"NEW 치킨도버거도세트/1,핫크리스피치킨 1조각/1,코울슬로/1"
168,배달 빠른거 빼고 너무 최악이었어요....너무 맛없고 짜요 다시는 절대 안 시킬 거에요...,"핫크리스피치킨 4조각/1,텐더스트립스 2조각/1,너겟 6조각/1"
169,밤늦게 먹고싶을때 배달시킬수있어 좋습니다,"갓양념치킨 1조각/2,NEW 타워버거세트/1(사이드변경(코울슬로교환),음료변경(스프라이트교환))"
170,역시 치킨맛잇네요!’ㅜ,"갓양념치킨 1조각/3,핫크리스피치킨 1조각/2"
171,치킨나이트1+1인데 덤으로오는건 안온... 저번에도 치킨이 기름에 떡되서와서 한바탕했더마... 지랄해주기도 귀찮아서 맘... 다시는 시킬일없을듯,"블랙라벨치킨 1조각/2,핫크리스피치킨 1조각/2,코울슬로/1"
172,너무 맛잇게 잘먹었어요!!바삭바삭,"핫크리스피치킨 버켓세트/1,스위트칠리소스/2"
173,늦은밤 빠른 배달과 함께 든든한 야식을 먹었어요,"블랙라벨클래식버거단품/1,NEW 징거더블다운맥스/1"
174,너무 식은게 와서 아쉬워요ㅜㅜ 그래도 배달빨랐어용,"왕갈비 오븐치킨 1조각/1,갓양념치킨 1조각/1,블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/2"
175,켚씨치킨나이트 넘 좋습니당ㅋㅋㅋ 여러가지 치킨 조각조각 시켜먹을수있고 굳굳 ㅎ,"베스트디저트팩/1,왕갈비 오븐치킨 1조각/1,갓양념치킨 1조각/1,핫크리스피치킨 1조각/1,딸기잼/1"
176,굿굿굿 맛있어요오오~~,"갓양념치킨 1조각/1,블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/1,트위스터/1,에그타르트/1"
177,맛있어요~~~~~~~~,"핫크리스피치킨 1조각/1,오리지널치킨 1조각/1,NEW 징거더블다운맥스/1,스위트칠리소스/1,딸기잼/1"
178,맛있어요~~~~~~~~~~,"베스트디저트팩/1,NEW 징거더블다운맥스세트/1(사이드변경(에그타르트교환),음료변경(코크제로교환))"
179,비스켓 배달 좋아요!,"핫크리스피치킨 1조각/1,비스켓/5"
180,맛있어요,왕갈비 오븐치킨 1조각/5
181,항상 잘 먹고 있어요,"블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/1,NEW 징거버거세트/1(사이드변경(후렌치후라이),음료변경(콜라))"
182,진리의 캐이에프씨임,"갓양념치킨 1조각/2,핫크리스피치킨 1조각/2,코크제로/1"
183,오늘은 존맛 이제치킨은 케이에프씨 ㅋ,"베스트디저트팩/1,왕갈비 오븐치킨 1조각/1,핫크리스피치킨 1조각/3,후렌치후라이/1"
184,맛있어욕맛있어요맛있어요,"NEW 핫치즈징거버거/1,NEW 징거버거/1,올쉐킷치즈/1,에그타르트/1,콘샐러드/1"
185,치킨이 너무 딱딱하고 말라서 다 버렸어요,Summer치킨팩/1
186,2시 넘으면 치킨 나이트 안됍니다... 저같은 빡대가리짓 하지 마세요..,"갓양념치킨 1조각/2,핫크리스피치킨 1조각/3"
187,맛있었는데 치킨이 조금 눅눅했어요ㅠㅠ,핫크리스피치킨 버켓세트/1
188,맛있어요,"왕갈비 오븐치킨 1조각/1,블랙라벨치킨 1조각/3,핫크리스피치킨 1조각/1"
189,맛있다 맛있다 맛이 있다,"블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/1,NEW 징거더블다운맥스/1,스위트칠리소스/1"
190,배달도 빠르고 맛있어요,Summer버거팩/1
191,이거원래 이런색이였나요? 여태 치킨먹으면서 이런색은 첨보네요ㅎㅎ,"핫크리스피치킨 1조각/4,스위트칠리소스/2,페트콜라（500ml）/1"
192,너무 맛있당 하하하하,"핫크리스피치킨 1조각/2,트위스터세트/1(사이드변경(콘샐러드교환),음료변경(환타오렌지교환)),비스켓/1"
193,1+1으로 시켜먹으면 혜자 그 자체,"핫크리스피치킨 1조각/5,스위트칠리소스/2,페트콜라（500ml）/1"
194,배달에 문제가 있었지만 매우 만족스럽게 조치를 잘해줬고 치킨도 맛있게 해서 갔다줬어요 친절한 음식점입니다,블랙라벨치킨 1조각/5
195,간단하게 혼자 즐길 수 있는 메뉴,핫크리스피치킨 6조각/1
196,이벤트라 바쁘고 정신없을텐데 전화상담도 친절하고 치킨 상태도 좋았어요. 잘먹었습니다~!,"왕갈비 오븐치킨 1조각/2,핫크리스피치킨 1조각/4"
197,치킨이즈눅눅 다시안시킬려구요,"블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/2,에그타르트/1,비스켓/1,코울슬로/1"
198,오리지널이 눅눅하게 와서 아쉬웠지만 핫크리스피는 맛있었어요,"핫크리스피치킨 1조각/2,오리지널치킨 1조각/3"
199,배달도 빠르고 맛있네요,"베스트디저트팩/1,NEW 징거더블다운맥스세트/1(사이드변경(후렌치후라이（L） 교환),음료변경(콜라))"
200,맛은있는데 치킨 1+1이벤트 2시까지라고 적혀있나요 제가 못본건지 하나만 와서 당황했네요,"갓양념치킨 1조각/1,오리지널치킨 1조각/1,블랙라벨 에그타워버거/1"
201,맛있겠 먹었습니다！,"오리지널치킨 1조각/1,오리지널버거세트/1(사이드변경(후렌치후라이),음료변경(콜라)),에그타르트/2"
202,맛있게 잘먹었어요,"핫윙 4조각/2,후렌치후라이/1,코울슬로/1,페트콜라（500ml）/1"
203,밤에시켜먹었는데 생각보다 빨리왔고 맛도 괜찮았어요,"NEW 징거더블다운맥스세트/1(사이드변경(후렌치후라이（L） 교환),음료변경(콜라)),블랙라벨클래식버거세트/1(사이드변경(후렌치후라이（L） 교환),음료변경(콜라)),NEW 핫치즈징거버거세트/1(사이드변경(후렌치후라이（L） 교환),음료변경(콜라))"
204,배달도 빠르고 맛있어요,Summer버거팩/1
205,배달만빼고는괜찮았습니다,"핫크리스피치킨 1조각/4,트위스터/1,코울슬로/1,페트콜라（500ml）/1"
206,치킨은 역시 ㅋㅋㅋ 제일 맛있어요,"블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/1,오리지널치킨 1조각/1,콘샐러드/3"
207,"20년간 먹은 KFC 음식 중에 이번이 최악입니다. 아니, 그냥 평생 먹은 닭요리 중 이 정도로 끔찍한 맛은 처음이에요. 블랙라벨치킨은 정말 분노를 유발하게 하네요. 우리 집 개 뼈다귀보다 단단합니다. 처음 끝 부분 씹어보곤 혹시 뼈 있는 치킨인가?ㅎㅎ 하면서 절반 잘라봤는데 없더군요. 사장님, 장사 이렇게 하지 마세요. 저런 먹다 남은 거 같은 음식 팔면 천벌받습니다.","블랙라벨치킨 1조각/1,오리지널치킨 1조각/1,NEW 타워버거세트/1(사이드변경(비스켓교환),음료변경(코크제로교환))"
208,두번 버거세트 시킸는데 다 후렌치루라이 안 놓었어요. 응........,"NEW 핫치즈징거버거세트/1(사이드변경(후렌치후라이（L） 교환),음료변경(콜라)),너겟 10조각/1"
209,비스킷 시켰는데 버터안왔어요 ㅠㅠ,"베스트디저트팩/1,핫크리스피치킨 1조각/1,오리지널치킨 1조각/1,콘샐러드/1,코크제로/1"
210,맛있네요 역시 케에프씨,"갓양념치킨 1조각/1,블랙라벨치킨 1조각/1,텐더스트립스 4조각/1,비스켓/1,딸기잼/1"
211,"갓양념, 오리지널 맛있어요! 베스트 디저트팩은 그냥 그렇고...","베스트디저트팩/1,갓양념치킨 1조각/2,핫크리스피치킨 1조각/1,오리지널치킨 1조각/1"
212,넘므 맛있어요! 좀 많이 식어서 오기는 해서 아쉽습니다..,"갓양념치킨 1조각/3,핫크리스피치킨 1조각/2"
213,감튀 양이 너무없었어요ㅠㅠ 그리고 배달하시는분은 항상 요청사항을 안보시는지... 제가 새벽에 주문하고 강아지가 있어서 그냥 두고 문자달라고 항상하는데 이분은 저번에랑 똑같이 벨누르시고 문을 똑똑 두드리는게아니라 문을 세게 쾅 치고가시더라구요. 문을 쾅치고가는거 겁나 짜증^^ 배달도15분정도 더 걸렸어용,"갓양념치킨 1조각/1,핫크리스피치킨 1조각/2,올쉐킷치즈/1,텐더떡볶이/1"
214,추가요청도 안 읽고 평 써도 안 읽고 하...,"왕갈비 오븐치킨 1조각/1,핫크리스피치킨 1조각/2,롱치즈스틱/1,페트콜라（500ml）/1"
215,맛있어요,블랙라벨치킨 1조각/5
216,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"핫크리스피치킨 1조각/2,블랙라벨클래식버거세트/1(사이드변경(에그타르트교환),음료변경(환타오렌지교환)),에그타르트/1"
217,ㅁㅁㅁㅁㅁㅁㅁㅁㅁㅁㅁㅁ,"NEW 타워버거세트/1(사이드변경(후렌치후라이),음료변경(콜라)),오리지널버거세트/1(사이드변경(후렌치후라이),음료변경(콜라)),핫윙 2조각/1,너겟 6조각/1"
218,아아주 맛있었습니다!,"블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/1,오리지널치킨 1조각/1,통오징어바이트 10조각/1,비스켓/1"
219,케이에프씨는 사랑입니다,"베스트디저트팩/1,블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/1,텐더스트립스 4조각/1"
220,ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,"NEW 타워버거세트/1(사이드변경(후렌치후라이),음료변경(콜라)),핫윙 4조각/1,핫윙 2조각/1"
221,맛있게 잘 먹었슴다,"왕갈비 오븐치킨 1조각/2,핫크리스피치킨 1조각/1,치킨바베큐세트/1(사이드변경(후렌치후라이),음료변경(코크제로교환))"
222,부위별로 야무지게 챙겨 보내주셔서 기분 좋게 맛있게 잘 먹었습니다 ^~^,"핫크리스피치킨 버켓세트/1,트위스터/1,콘타르트/1,에그타르트/1"
223,그냥 쓰레기를 보내준듯 떡이되서 포장지에 다 달라붙고 얼마나 오래된걸 보냈으면 드러워서 안먹고 다 버렸음. 퉤--,"NEW 타워버거세트/1(사이드변경(후렌치후라이),음료변경(콜라)),트위스터/1,캔콜라/1"
224,정말 맛있는 원뿔원 둘이서 4조각씩 개맛존맛,"갓양념치킨 1조각/1,핫크리스피치킨 1조각/3,코울슬로/2"
225,오리지널 염지 안되있어요 ㅠㅠ,"갓양념치킨 1조각/2,오리지널치킨 1조각/3"
226,진짜 맛있었어요! 담에도 또 시키려고요,"왕갈비 오븐치킨 1조각/1,블랙라벨치킨 4조각/1,페트콜라（500ml）/1"
227,굿아 치킨 땡기네 ㄹㅇ,"갓양념치킨 1조각/1,블랙라벨치킨 1조각/1,핫크리스피치킨 1조각/2,오리지널치킨 1조각/1"
228,먹은 치킨중에 최악이네요 갓양념킨 시켯는데 다 식어서 차가운 상태로 오고 피가 보인 닭도 있네요 다신 안시킬거같습니다,"갓양념치킨 1조각/2,핫크리스피치킨 1조각/2,콘샐러드/1"
