,리뷰,메뉴
164,맛잇ㅁ 넘모 마싯다,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(포테이토피자L),L 추가 선택(치즈크러스트 추가,토핑추가),추가 선택(버팔로윙5개))"
165,맛도 괜찮고 양은 일반적이네요,"슈퍼슈프림 피자 M/1(M사이즈 추가선택(치즈크러스트 추가,씬도우 추가))"
166,말 필요없습니다 줜맛탱,"포테이토 피자 M/1(M사이즈 추가선택(치즈크러스트 추가)),갈릭디핑소스/2,사이다 500mL/1"
167,임실치즈피자치고 치즈양 적었음,고르곤졸라피자 M/1
168,치즈크러스트 치즈가 좀더 많았으면 했지만 맛있었습니다,"스위트고구마 피자 L/1(L사이즈 추가선택(치즈크러스트 추가)),갈릭디핑소스/2"
169,맛나내요 잘먹었습니다,"대박세트（오리지널크러스트 L＋치즈오븐스파게티＋콜라 1.25L）/1(명품 오리지널크러스트 선택(하와이언 피자L)),콜라 1.25L/1"
170,하..큰일이예요ㅋ 중독되서 다른집 하와이안피자 못먹겠습니다ㅎ 토핑추가는 무조건 무조건이야~ 치즈가 사르륵내릴정도로 연하게 늘어지고ㅋ 파인애플은 더대박ㅋ남아돌아요ㅋㅋ 마지막에 도우랑 같이먹어도 안부족한 ..ㅎ,"하와이언 피자 M/1(M사이즈 추가선택(치즈크러스트 추가,토핑추가))"
171,잘먹엇습니댜ㅎㅎ피자맛잇어요~!!,"슈퍼슈프림 피자 M/1,콜라 1.25L/1"
172,빠른 배달 좋았어요.,슈퍼슈프림 피자 M/1
173,다 쏠려서 왔어요 ㅠ 맛은 좋아요,쉬림프골드 피자 M/1
174,맛있어요. 약간 싱거웠는데 처음 먹어 보는 거라 그래도 맛있게 먹었어요!,슈퍼슈프림 피자 M/1(M사이즈 추가선택(치즈크러스트 추가))
175,언제나 예상을 뛰어넘네요ㅎ 바로 배달이되서그런지 치즈도 쭈~욱ㅋ 파인애플토핑추가되는게 기본상식을 뒤집어놓아요.. 하와이안피자 매니아로서 절대 전 다른곳에서 안시킵니다ㅎ 애플크기가 이건 머 애플두조각에 입안이 꽉~ 극찬합니다 ㅎ,"하와이언 피자 L/1(L사이즈 추가선택(치즈크러스트 추가,토핑추가)),콜라 1.25L/1"
176,자부심 느낄 만 하십니다 굳,포테이토 피자 M/1
177,아이가 맛있다고 하네요.,"숯불갈비 피자 L/1(L사이즈 추가선택(치즈추가,토핑추가))"
178,맛있게 먹었습니다..,"SET1（명품오리지널피자 L＋치즈스틱 5개＋버팔로윙 5개＋콜라 1.25L）/1(SET메뉴 피자선택(슈퍼슈프림피자L),L 추가 선택(씬도우 추가,토핑추가))"
179,"하와이언 피자 리뷰가 많아서 토핑 추가 해서 먹었는데 추가 해서 그런지 빼곡하게 빈틈없이 넣어주신 토핑도, 치즈도 너무 맛있었어요~","하와이언 피자 M/1(M사이즈 추가선택(치즈크러스트 추가,토핑추가))"
180,첫주문인데 너무 맛있어요,"핫치킨 피자 M/1,감자튀김/1"
181,잘 먹었습니다. 엘베가 고장나서 기사님 수고하셨습니ㅏ,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(치즈피자L),L 추가 선택(치즈크러스트 추가),추가 선택(버팔로윙5개))"
182,꿀맛!!리얼 핵꿀맛 치즈 개꿀맛,슈퍼슈프림 피자 L/1
183,배달원 진짜 예의없네요. 이날 치즈크러스트 추가했는데 일반도우로오고 ㅡㅡㅋ 단골이었는데 이제 다신시킬일없을겁니다~,"치즈 피자 M/1(M사이즈 추가선택(치즈크러스트 추가,씬도우 추가))"
184,치즈에대한 사장님 자부심이 느껴지네요.. 두번째먹는 하와이안피자ㅎ 첫번째보다 더 맛있게 먹었습니다.. 신경을 많이써주신듯해서 더 맛있게 먹었습니다~^^ 도우도 쫀득한게 왜 더 맛있어지는지ㅋ파인애플풍미 는 최고는 아니지만 입에들어가는순간 대박 큰 파인애플이 하와이안매니아들이라도 놀라게만들정도로 꽉차오릅니다.. 처음접하시고 평타라고하시는분들 다시한번 드셔보시길 권해보아요~^^,"하와이언 피자 M/1(M사이즈 추가선택(치즈크러스트 추가,토핑추가))"
185,맛있어요 다음에 또 시킬게요,슈퍼슈프림 피자 L/1(L사이즈 추가선택(치즈크러스트 추가))
186,어제 먹고선 처음 리뷰 올리는데 너무 빨라서 좋았어요,포테이토 피자 M/1
187,맛있어요 데워먹어도 맛있는건 그대로네요!,"슈퍼슈프림 피자 M/1,치즈오븐스파게티/1"
188,배달도 빠르고 맛있어요,SET1（명품오리지널피자 L＋치즈스틱 5개＋버팔로윙 5개＋콜라 1.25L）/1(SET메뉴 피자선택(치킨바베큐피자L))
189,하와이안피자는 항상 실망을 안주죠 ㅎ 파인애플추가 천원으로 너무만족하게 먹었네요ㅎ 별이 4개인이유는 치즈가 안늘어지고 딱딱끊겨서ㅎ,"하와이언 피자 M/1(M사이즈 추가선택(치즈크러스트 추가,토핑추가))"
190,맛있게잘먹었습니닿ㅎ,"명품 오리지널 피자 L 두판/1(명품오리지널두판피자（L）선택1(불고기피자L),명품오리지널두판피자（L）선택2(포테이토피자L)),스프라이트 1.5L/1"
191,언제나 마싯는 새벽피자 도우가 얇은데도 양이 엄청 많음 마싯음,슈퍼슈프림 피자 L/1
192,배달 진짜 빨라요!!!! 맛있구영>< 종종 시켜먹을게요오옹,"하와이언 피자 M/1,갈릭디핑소스/1,피클/1,콜라 1.25L/1"
193,너무너무너무너무너무너무너무너무너무맛있어요😆😆,슈퍼슈프림 피자 M/1(M사이즈 추가선택(치즈크러스트 추가))
194,👍🏻👍🏻👍🏻🤩🤩.,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(치즈피자L),추가 선택(버팔로윙5개))"
195,맛있어요~ 배달도 빨라요 ㅅㅅ,슈퍼슈프림 피자 L/1
196,파스타 토핑이 예쁘고 피자도 맛있엇어요,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(스위트고구마피자L),추가 선택(치즈스틱5개)),핫소스 1개/1,허니머스타드소스/1,피클/1"
197,맛있게잘먹었습니닿ㅎ,"슈퍼슈프림 피자 L/1,스프라이트 1.5L/1"
198,맛있게 잘 먹었습니다,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(슈퍼슈프림피자L),L 추가 선택(치즈추가),추가 선택(버팔로윙5개))"
199,조금 늦게 오는게 유일한 단점 맛있고 양 많아요,불고기 피자 M/1
200,포테이토 피자 L 쿠폰이랑 카카오페이 할인받아서 저렴하게 잘 먹었어여^.^ 맛있네여 ~~,포테이토 피자 L/1
201,사실은 그냥 그랬어요.,치즈 피자 L/1(L사이즈 추가선택(치즈크러스트 추가))
202,"배달도 빠르고 치즈오븐스파게티, 포테이토피자 다 정말 맛있습니다! 강추에요","대박세트（오리지널크러스트 L＋치즈오븐스파게티＋콜라 1.25L）/1(명품 오리지널크러스트 선택(포테이토 피자L),L 추가 선택(씬도우 추가))"
203,맛있어요 항상~^^,"대박세트（오리지널크러스트 L＋치즈오븐스파게티＋콜라 1.25L）/1(명품 오리지널크러스트 선택(슈퍼슈프림 피자L),L 추가 선택(치즈크러스트 추가))"
204,피자 맛있게 잘 먹었습니다. 남은거 냉동시켰다가 오븐에 데워먹었는데 그것도 맛있더라구요!,슈퍼슈프림 피자 M/1
205,굿입니다 굿굿 피자가 넘 맛나요,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(슈퍼슈프림피자L),L 추가 선택(골드추가),추가 선택(버팔로윙5개))"
206,이 상태로 왔네요 다시 시키지 않을듯,스위트고구마 피자 L/1
207,"완전맛잇네요, 배달도 친절하고","슈퍼슈프림 피자 L/1,콜라 1.25L/1"
208,너무맛있게잘먹었어요!^^,슈퍼슈프림 피자 M/1(M사이즈 추가선택(치즈추가))
209,"평범한 맛입니다,.",SET1（명품오리지널피자 L＋치즈스틱 5개＋버팔로윙 5개＋콜라 1.25L）/1(SET메뉴 피자선택(슈퍼슈프림피자L))
210,치즈가 짱이예요 !!,"페파로니 피자 L/1(L사이즈 추가선택(치즈크러스트 추가,치즈추가,토핑추가))"
211,맛있어요,페파로니 피자 L/1(L사이즈 추가선택(치즈크러스트 추가))
212,치즈는 두말 할 것도 없고요 전반적으로 좋은 재료 쓰시는 것 같아요 고구마무스에서 고구마 결을 느꼈어요 감동 ㅜㅜ 토핑 양도 푸짐해서 한 조각만 먹어도 배불러요,"베이컨포테이토골드 피자 L/1(L 피자 치즈 추가(치즈크러스트 추가)),콜라 1.25L/1"
213,맛있습니당 ㅎㅎ 토핑이 너무 많아서 먹기 힘들정도 였어요 최고!!,"포테이토 피자 M/1(M사이즈 추가선택(골드추가)),갈릭디핑소스/2,콜라 500mL/1"
214,맛있습니다...........,스위트고구마 피자 L/1(L사이즈 추가선택(토핑추가))
215,맛좋음 배달이 1시간걸림,"명품 오리지널 피자 L 두판/1(명품오리지널두판피자（L）선택1(스위트고구마피자L),명품오리지널두판피자（L）선택2(치킨바베큐피자L)),스프라이트 1.5L/1"
216,두번째 시키는건데 맛있습니다,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(슈퍼슈프림피자L),추가 선택(버팔로윙5개)),갈릭디핑소스/1"
217,배달두 빠르고 맛있었습니다,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(슈퍼슈프림피자L),추가 선택(버팔로윙5개)),갈릭디핑소스/2"
218,다 평타 이상 중상수준인거같아여,"불고기 피자 L/1(L사이즈 추가선택(치즈크러스트 추가,치즈추가))"
219,가성비가 좋은 녀석이다. 환상의맛을 바라지는마라,스위트고구마 피자 M/1
220,맛도 괜찮고 양도 적당했던거 같아요! 다음에 또 시켜먹어야겠네요ㅎ,포테이토 피자 M/1(M사이즈 추가선택(치즈크러스트 추가))
221,맛있습니다~~~~~~~~~~~~~,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(슈퍼슈프림피자L),추가 선택(버팔로윙5개))"
222,맛은좋은데 가격에비해양은좀적어요ㅜ,"SET1（명품오리지널피자 L＋치즈스틱 5개＋버팔로윙 5개＋콜라 1.25L）/1(SET메뉴 피자선택(스위트고구마피자L),L 추가 선택(치즈크러스트 추가)),감자튀김/1"
223,👍👍👍👍👍👍👍👍👍👍,"스위트고구마 피자 M/1(M사이즈 추가선택(씬도우 추가)),핫소스 1개/4,치즈가루 1개/2"
224,가장 맛이 없었어요,불고기 피자 L/1
225,배달이 문제가있는 수준이네요. 아직 도착안했는데..피자를 기다리는데 50분이라고 문자온것도 긴데 1시간이 넘도록 안오는건 문제가 많은거같네요. 2번 주문했는데 배달이 2번다 엉망이에요. 처음엔 다른곳 갔다가 오고 두번째도 늦게오고 피자를 먹기위해 1시간이 넘도록 기다리는 사람이 많은가요?...다시는 안시켜먹어야겠어요 리뷰들 참고하세요. 배달 정말 엉망인 수준입니다.,대박세트（오리지널크러스트 L＋치즈오븐스파게티＋콜라 1.25L）/1(명품 오리지널크러스트 선택(불고기 피자L))
226,맛았네요 아이들도 잘 먹어요,슈퍼슈프림 피자 M/1(M사이즈 추가선택(치즈추가))
227,너무너무맛나고 또시킬게요,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(슈퍼슈프림피자L),추가 선택(버팔로윙5개))"
228,짱!!!맛있어요!!!(•ө•)♡,하와이언 피자 M/1
229,"저녁식사때라 그런지 오래 걸렸어요. 55분 걸린다고 안내 문자 받았는데, 음식이 늦게 나오는거하고 배달이 오래걸리는거 하고는 다른거같아요. 음식이 늦게나와도 빨리 와주시면 음식을 차게 먹지는 않을텐데... 너무 식어서 와서 전자레인지에 몇번을 돌려먹었어요. 임실치즈피자 좋아하는데 오늘 처음으로 별로라고 생각했네요. 신경좀써주세요-","SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(포테이토피자L),L 추가 선택(치즈크러스트 추가),추가 선택(버팔로윙5개))"
230,맛있어요 좋아요~~,"스위트고구마 피자 L/1(L사이즈 추가선택(치즈추가)),콜라 1.25L/1"
231,배달이 좀 느렸어요 눈오고 빙판길이라 충분히 이해합니다 근데 원래 서비스 콜라가 없나요??? ㅠㅠㅠㅠ 며칠전 언니가 시켰을땐 있었던거같은데 참 곤란했어요 ㅠ,"불고기 피자 M/1(M사이즈 추가선택(치즈크러스트 추가,치즈추가))"
232,배달도 엄청 빠르고 맛이 최곱니다~,포테이토 피자 L/1
233,맛있어요 처음시켰능데 굳👍🏻👍🏻,"슈퍼슈프림 피자 L/1(L사이즈 추가선택(치즈크러스트 추가)),갈릭디핑소스/1,콜라 500mL/1"
234,자주시켜먹엇는데 오늘먹은건 좀 그랬다,"스위트고구마 피자 M/1,숯불갈비 피자 L/1(L사이즈 추가선택(치즈크러스트 추가))"
235,배달이 다른 아파트 갔다가 다시 왔어요. 주문서에도 제대로 있었는데요. 날이 추워서 그런지 피자는 그럭저럭먹었는데..스파게티가 딱딱해서 아쉬웠습니다. 그러나 맛은 좋았어요,대박세트（오리지널크러스트 L＋치즈오븐스파게티＋콜라 1.25L）/1(명품 오리지널크러스트 선택(불고기 피자L))
236,맛있긴한데 양이 적어서 4명이서 드실거면 라지 2판 주문하세요!,"SET A（명품오리지널피자L＋훈제치킨＋콜라 1.25L）/1(SET메뉴 피자선택(스위트고구마피자L)),콜라 1.25L/1"
237,정마 맛있었습니다!!치즈가 다시 따뜻하게 해도 맛있어서 여러번에 나누어먹기 좋았어요!!감사합니당,포테이토 피자 M/1(M사이즈 추가선택(치즈크러스트 추가))
238,불고기피자라구되있지만 전화로고구마무스피자시켰는데 고구마무스가 거의..없다고보면될정도였어요 ㅠㅠ너무조금짜주셔서 아쉬웟어요 피자자체는 맛있었어요!,불고기 피자 M/1
239,할인쿠폰 쓰고 사서 저렴히 먹었어요 피자스쿨이랑 비슷한 맛이에요 토핑은 푸짐해서 좋네요 위에 뿌려지는 소스도 달짝지근하니 좋아요,"불고기 피자 L/1,콜라 1.25L/1"
240,맛있게 잘 먹었습니다,대박세트（오리지널크러스트 L＋치즈오븐스파게티＋콜라 1.25L）/1(명품 오리지널크러스트 선택(불고기 피자L))
241,맛잇고 빠르고 서비스좋고,"슈퍼슈프림 피자 L/1,콜라 1.25L/1"
242,맛도잇고 서비스도 좋네요~,"슈퍼슈프림 피자 L/1,콜라 1.25L/1"
243,맛은그럭저럭 배달1시간20분걸렸네요..,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(슈퍼슈프림피자L),L 추가 선택(치즈크러스트 추가),추가 선택(버팔로윙5개)),핫소스 1개/1,치즈가루 1개/2"
244,맛있게 잘먹었습니다만 치즈스틱5개가 안왔었네요,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(슈퍼슈프림피자L),추가 선택(치즈스틱5개))"
245,맛도 좋고 배달도 빠라요 진짜 좋아용,핫치킨 피자 M/1
246,맛있게 잘 먹었어요 저는 임실 괜찮던데 자주는 아니지만 간혹 시켜먹습니다 사장님 덧글 재미있어요 군더더기 없고 투박해 보이는 글이지만 왠지 인간적으로 정이 느껴지는 덧글입니다,대박세트（오리지널크러스트 L＋치즈오븐스파게티＋콜라 1.25L）/1(명품 오리지널크러스트 선택(슈퍼슈프림 피자L))
247,예전엔 치즈향이 진하고 고소하게 난다 느꼈는데 최근 2번 먹어봤을 땐 별로예요. 이 가격이면 비싼것도 아니지만 싼 편도 아닌데 이제 굳이 임실피자 찾을 메리트를 못 느낄 정도네요.,"슈퍼슈프림 피자 L/1(L사이즈 추가선택(치즈크러스트 추가)),콜라 1.25L/1"
248,항상 맛있게 잘 먹고 있습니다 :),SET1（명품오리지널피자 L＋치즈스틱 5개＋버팔로윙 5개＋콜라 1.25L）/1(SET메뉴 피자선택(야채피자L))
249,양도 맛도 괜찬앗던것같아요 맛잇게 먹었습니다!,슈퍼슈프림 피자 L/1
250,"맛은 평타이상이지만 양 최고, 배달원분 매우 친절입니다",핫치킨 피자 L/1
251,맛있네요. 자주 주문해 먹고 있어요,"페파로니 피자 L/1(L사이즈 추가선택(치즈크러스트 추가)),콜라 1.25L/1"
252,맛은 있는데 야채피자치고 야채가 조금뿐이라서ㅠㅠ 맛은 정말 맛있었습니다,"야채 피자 M/1,미트소스스파게티/1"
253,맛있어요. 그런데 임실에 피자가 다른 피자가 맛있어서 보통이었어요. 다른데 고르곤졸라보단 맛있습니다.,고르곤졸라피자 M/1(M사이즈 추가선택(치즈크러스트 추가))
254,지금까지 먹은 피자중에 여기가 제일 맛있어,"SET2（명품오리지널피자 L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(SET메뉴 피자선택(슈퍼슈프림피자L),L 추가 선택(치즈크러스트 추가),추가 선택(치즈스틱5개))"
255,별루예요헤헤헤헤헤헤,"슈퍼슈프림 피자 L/1,불고기 피자 L/1"
256,그냥 페페로니 피자 먹고싶었는데 이 피자는 다른 야채랑 소스들 언첨 많이 있었어요,페파로니 피자 L/1
257,명절이라서 어~~~~청 늦었지만 맛났어요~^^,대박세트（오리지널크러스트 L＋치즈오븐스파게티＋콜라 1.25L）/1(명품 오리지널크러스트 선택(불고기 피자L))
258,"방금전 슈퍼슈프림 라지 배달시켜먹었어요 다시는주문안할래요 ㅠ 사진찍기도 힘빠져서 글만남겨요... 에효... 배달이라그런건지 몬지 ㅠ 17,900원이면 최저가도 아닌거같은데 정말 최악이요 사장님 죄송하지만 정말 너무 맛없었어요 ㅠ",슈퍼슈프림 피자 L/1
259,짱맛이써요 다음에 또 또 또 또 또 또 먹어~,
260,원래 피자먹으면 최대 4조각밖에 못먹는데 이건 넘 맛있어서 한판다먹었어요ㅋㅋㅋㅋㅋㅋㅋ앞으로 많이 시켜먹을거같네요😚,슈퍼슈프림 피자 M/1(M사이즈 추가선택(치즈크러스트 추가))
261,빗길에 주문해 죄송스러웠는데 친절히 배달 해주셔서 감사히 잘 먹었습니다^^ 피자맛도 굳굳,
262,"피자에 대한 설명이 없어서 궁금하신 분들 있을까싶어 올려요. 토마토 소스맛 강한 편이고 감자 베이컨 조금 있어요. 토마토소스맛 강하게 나는 부분이 많아서 좀 거슬렸어요. [명품임실치즈피자-마포점] 고객님.죄송합니다. 고객님이 드신 피자는 베이컨 프라이 피자로 토마토 페이스트 소스는 적게들어가고, 칠리소스가 들어가는 피자입니다. 그 맛이 다소 강하게 느껴질순 있으나 이는 베이컨과 기타 다른토핑과의 조화를 위해 넣고 있습니다. 고객님의 소중한 리뷰 감사드리며 앞으로 항상 최선을 다하여 고객님을 모시겠습니다. 감사합니다.","SET5（명품프리미엄피자L＋버팔로윙 5개 or 치즈스틱 5개＋치즈오븐스파게티＋콜라 1.25L）/1(명품 프리미엄피자 선택(베이컨프라이 피자),L 추가 선택(치즈크러스트 추가),추가 선택(치즈스틱5개))"
263,맛있고 양도 중분하게 만들어줘서 좋다!!,
264,맛있었는데 생각보다 사이즈가 작다고 생각함,하와이언 피자 M/1(M사이즈 추가선택(치즈추가))
265,뜨겁게 깔끔하게 잘 받았어요. 첫주문 만족합니다. 콜라도500밀리 주문했는데 1.25리터로 주셨네요.. 감사합니다~,"슈퍼슈프림 피자 M/1(M사이즈 추가선택(치즈크러스트 추가)),치즈스틱 5개/1,콜라 500mL/1"
266,완전 맛있고 음식이 따끈따근해서 좋았어요 그리고 배달직원도 친절 하셨구요! 또 시켜먹을꺼에요 ㅎㅎㅎ!!,
267,새벽늦게 배고파서 시키고 솔직히 배달피자라 기대도 안하고 있었는데 기대이상이었습니다,하와이언 피자 M/1(M사이즈 추가선택(골드추가))
268,세트1번 시켰는데 피자완젼맛있고 윙이랑 치즈스틱도 굿이였어요!!!! 피자소스도 덤으로 주시고 앞으로 자주시켜먹을예정,SET1（명품오리지널피자 L＋치즈스틱 5개＋버팔로윙 5개＋콜라 1.25L）/1(SET메뉴 피자선택(슈퍼슈프림피자L))
269,도우가 쫄깃하니 맛있네요~!!! 치즈도 짜지않고 담백했습니다요~~^^ 늦은시간에도 배달해주셔서 감사합니다.😆,베이컨프라이 피자 L/1
270,치즈가 충분치 않아서 ㅂ쇼가 잘 안되네뇨 치즈가 넘 작아요,"슈퍼슈프림 피자 L/1(L사이즈 추가선택(치즈크러스트 추가)),콜라 1.25L/1"
271,짱 맛있게잘먹었어요 맛있네요,페파로니 피자 M/1
272,배달도 빠르고 포테이토피자 너무 맛있네요 ~~!,
